Problem,Step,PID,rnd,unique
j.rnd_pj1doubled,1,1,0.333333333333333,2
j.rnd_pj1doubled,1,2,0.833333333333333,5
j.rnd_pj1doubled,1,3,0.5,3
j.rnd_pj1doubled,1,4,0.833333333333333,5
j.rnd_pj1doubled,1,5,0.833333333333333,5
j.rnd_pj1doubled,1,6,1,6
j.rnd_pj1doubled,1,7,0.666666666666667,4
j.rnd_pj1doubled,1,8,0.666666666666667,4
j.rnd_pj1doubled,1,9,0.666666666666667,4
j.rnd_pj1doubled,1,10,0.833333333333333,5
j.rnd_pj1doubled,1,11,0.5,3
j.rnd_pj1doubled,1,12,0.666666666666667,4
j.rnd_pj1doubled,1,13,0.833333333333333,5
j.rnd_pj1doubled,1,14,0.833333333333333,5
j.rnd_pj1doubled,1,15,0.666666666666667,4
j.rnd_pj1doubled,1,16,1,6
j.rnd_pj1doubled,1,17,1,6
j.rnd_pj1doubled,1,18,0.666666666666667,4
j.rnd_pj1doubled,1,19,0.666666666666667,4
j.rnd_pj1doubled,1,20,0.833333333333333,5
j.rnd_pj1doubled,1,21,0.333333333333333,2
j.rnd_pj1doubled,1,22,0.666666666666667,4
j.rnd_pj1doubled,1,23,0.333333333333333,2
j.rnd_pj1doubled,1,24,0.5,3
j.rnd_pj1doubled,1,25,1,6
j.rnd_pj1doubled,1,26,0.833333333333333,5
j.rnd_pj1doubled,1,27,0.666666666666667,4
j.rnd_pj1doubled,1,28,0.833333333333333,5
j.rnd_pj1doubled,1,29,0.666666666666667,4
j.rnd_pj1doubled,1,30,0.833333333333333,5
j.rnd_pj1doubled,1,31,0.666666666666667,4
j.rnd_pj1doubled,1,32,0.833333333333333,5
j.rnd_pj1doubled,1,33,0.666666666666667,4
j.rnd_pj1doubled,1,34,0.666666666666667,4
j.rnd_pj1doubled,1,35,0.833333333333333,5
j.rnd_pj1doubled,1,36,0.5,3
j.rnd_pj1doubled,1,37,0.833333333333333,5
j.rnd_pj1doubled,1,38,0.666666666666667,4
j.rnd_pj1doubled,1,39,0.333333333333333,2
j.rnd_pj1doubled,1,40,0.833333333333333,5
j.rnd_pj1doubled,1,41,0.666666666666667,4
