Problem,Step,PID,rnd,unique
f.mc,1,1,0.5,3
f.mc,1,2,0.333333333333333,2
f.mc,1,3,0.5,3
f.mc,1,4,0.166666666666667,1
f.mc,1,5,0.833333333333333,5
f.mc,1,6,0.166666666666667,1
f.mc,1,7,0.166666666666667,1
f.mc,1,8,0.166666666666667,1
f.mc,1,9,0.833333333333333,5
f.mc,1,10,0.166666666666667,1
f.mc,1,11,0.166666666666667,1
f.mc,1,12,0.166666666666667,1
f.mc,1,13,0.833333333333333,5
f.mc,1,14,0.166666666666667,1
f.mc,1,15,0.166666666666667,1
f.mc,1,16,0.166666666666667,1
f.mc,1,17,0.833333333333333,5
f.mc,1,18,0.166666666666667,1
f.mc,1,19,0.166666666666667,1
f.mc,1,20,0.166666666666667,1
f.mc,1,21,0.833333333333333,5
f.mc,1,22,0.333333333333333,2
f.mc,1,23,0.166666666666667,1
f.mc,1,24,0.166666666666667,1
f.mc,1,25,0.166666666666667,1
f.mc,1,26,0.666666666666667,4
f.mc,1,27,0.5,3
f.mc,1,28,0.166666666666667,1
f.mc,1,29,0.333333333333333,2
f.mc,1,30,0.166666666666667,1
f.mc,1,31,0.5,3
f.mc,1,32,0.166666666666667,1
f.mc,1,33,0.333333333333333,2
f.mc,1,34,0.333333333333333,2
f.mc,1,35,0.166666666666667,1
f.mc,1,36,0.166666666666667,1
f.mc,1,37,0.166666666666667,1
f.mc,1,38,0.333333333333333,2
f.mc,1,39,0.166666666666667,1
f.mc,1,40,0.166666666666667,1
f.mc,1,41,0.166666666666667,1
f.mc,1,42,0.833333333333333,5
f.mc,1,43,0.166666666666667,1
f.mc,1,44,0.166666666666667,1
f.mc,1,45,0.166666666666667,1
f.mc,1,46,0.833333333333333,5
f.mc,1,47,0.166666666666667,1
f.mc,1,48,0.166666666666667,1
f.mc,1,49,0.333333333333333,2
f.mc,1,50,0.833333333333333,5
f.mc,1,51,0.166666666666667,1
f.mc,1,52,0.166666666666667,1
f.mc,1,53,0.166666666666667,1
f.mc,1,54,0.833333333333333,5
f.mc,1,55,0.333333333333333,2
f.mc,1,56,0.333333333333333,2
f.mc,1,57,0.166666666666667,1
f.mc,1,58,0.833333333333333,5
f.mc,1,59,0.5,3
f.mc,1,60,0.166666666666667,1
f.mc,1,61,0.166666666666667,1
f.mc,1,62,0.833333333333333,5
f.mc,1,63,0.833333333333333,5
f.mc,1,64,0.166666666666667,1
f.mc,1,65,0.166666666666667,1
f.mc,1,66,0.833333333333333,5
f.mc,1,67,0.833333333333333,5
f.mc,1,68,0.333333333333333,2
f.mc,1,69,0.166666666666667,1
f.mc,1,70,0.166666666666667,1
f.mc,1,71,0.833333333333333,5
f.mc,1,72,0.166666666666667,1
f.mc,1,73,0.166666666666667,1
f.mc,1,74,0.166666666666667,1
f.mc,1,75,0.166666666666667,1
f.mc,1,76,0.333333333333333,2
f.mc,1,77,0.333333333333333,2
f.mc,1,78,0.166666666666667,1
f.mc,1,79,0.166666666666667,1
f.mc,1,80,0.833333333333333,5
f.mc,1,81,0.333333333333333,2
f.mc,1,82,0.166666666666667,1
f.mc,1,83,0.833333333333333,5
f.mc,1,84,0.333333333333333,2
f.mc,1,85,0.166666666666667,1
f.mc,1,86,0.166666666666667,1
f.mc,1,87,0.833333333333333,5
f.mc,1,88,0.166666666666667,1
f.mc,1,89,0.166666666666667,1
f.mc,1,90,0.166666666666667,1
f.mc,1,91,0.833333333333333,5
f.mc,1,92,0.333333333333333,2
f.mc,1,93,0.166666666666667,1
f.mc,1,94,0.333333333333333,2
f.mc,1,95,0.333333333333333,2
f.mc,1,96,0.166666666666667,1
f.mc,1,97,0.333333333333333,2
f.mc,1,98,0.166666666666667,1
f.mc,1,99,0.333333333333333,2
f.mc,1,100,0.166666666666667,1
f.mc,1,101,0.166666666666667,1
f.mc,1,102,0.166666666666667,1
f.mc,1,103,0.166666666666667,1
f.mc,1,104,1,6
f.mc,1,105,0.166666666666667,1
f.mc,1,106,0.333333333333333,2
f.mc,1,107,0.833333333333333,5
f.mc,1,108,0.833333333333333,5
f.mc,1,109,0.333333333333333,2
f.mc,1,110,0.166666666666667,1
f.mc,1,111,0.166666666666667,1
f.mc,1,112,0.833333333333333,5
f.mc,1,113,0.166666666666667,1
f.mc,1,114,0.166666666666667,1
f.mc,1,115,0.333333333333333,2
f.mc,1,116,0.166666666666667,1
f.mc,1,117,0.166666666666667,1
f.mc,1,118,0.166666666666667,1
f.mc,1,119,0.166666666666667,1
f.mc,1,120,0.166666666666667,1
f.mc,1,121,0.333333333333333,2
f.mc,1,122,0.166666666666667,1
f.mc,1,123,0.166666666666667,1
f.mc,1,124,0.166666666666667,1
f.mc,1,125,0.166666666666667,1
f.mc,1,126,0.166666666666667,1
f.mc,1,127,0.333333333333333,2
f.mc,1,128,0.833333333333333,5
f.mc,1,129,0.166666666666667,1
f.mc,1,130,0.333333333333333,2
f.mc,1,131,0.666666666666667,4
f.mc,1,132,0.833333333333333,5
f.mc,1,133,0.166666666666667,1
f.mc,1,134,0.166666666666667,1
f.mc,1,135,0.166666666666667,1
f.mc,1,136,0.833333333333333,5
f.mc,1,137,0.333333333333333,2
f.mc,1,138,0.333333333333333,2
f.mc,1,139,0.166666666666667,1
f.mc,1,140,0.333333333333333,2
f.mc,1,141,0.166666666666667,1
f.mc,1,142,0.5,3
f.mc,1,143,0.333333333333333,2
f.mc,1,144,0.833333333333333,5
f.mc,1,145,0.833333333333333,5
f.mc,1,146,0.166666666666667,1
f.mc,1,147,0.166666666666667,1
f.mc,1,148,0.166666666666667,1
f.mc,1,149,0.833333333333333,5
f.mc,1,150,0.333333333333333,2
f.mc,1,151,0.333333333333333,2
f.mc,1,152,1,6
f.mc,1,153,0.333333333333333,2
f.mc,1,154,0.166666666666667,1
f.mc,1,155,0.166666666666667,1
f.mc,1,156,0.166666666666667,1
f.mc,1,157,0.166666666666667,1
f.mc,1,158,0.166666666666667,1
f.mc,1,159,0.166666666666667,1
f.mc,1,160,0.166666666666667,1
f.mc,1,161,0.166666666666667,1
f.mc,1,162,0.166666666666667,1
f.mc,1,163,0.333333333333333,2
f.mc,1,164,0.166666666666667,1
f.mc,1,165,0.833333333333333,5
f.mc,1,166,0.166666666666667,1
f.mc,1,167,0.166666666666667,1
f.mc,1,168,0.333333333333333,2
f.mc,1,169,0.166666666666667,1
f.mc,1,170,0.333333333333333,2
f.mc,1,171,0.166666666666667,1
f.mc,1,172,0.166666666666667,1
f.mc,1,173,0.833333333333333,5
f.mc,1,174,0.166666666666667,1
f.mc,1,175,0.166666666666667,1
f.mc,1,176,0.166666666666667,1
f.mc,1,177,0.166666666666667,1
f.mc,1,178,0.166666666666667,1
f.mc,1,179,0.166666666666667,1
f.mc,1,180,0.333333333333333,2
f.mc,1,181,0.833333333333333,5
f.mc,1,182,0.166666666666667,1
f.mc,1,183,0.333333333333333,2
f.mc,1,184,0.166666666666667,1
f.mc,1,185,0.166666666666667,1
f.mc,1,186,0.166666666666667,1
f.mc,1,187,0.166666666666667,1
f.mc,1,188,0.166666666666667,1
f.mc,1,189,0.166666666666667,1
f.mc,1,190,0.166666666666667,1
f.mc,1,191,0.166666666666667,1
f.mc,1,192,0.333333333333333,2
f.mc,1,193,0.833333333333333,5
f.mc,1,194,1,6
f.mc,1,195,0.166666666666667,1
f.mc,1,196,0.166666666666667,1
f.mc,1,197,0.833333333333333,5
f.mc,1,198,0.166666666666667,1
f.mc,1,199,0.333333333333333,2
f.mc,1,200,0.166666666666667,1
f.mc,1,201,0.166666666666667,1
f.mc,1,202,0.5,3
f.mc,1,203,0.166666666666667,1
f.mc,1,204,0.333333333333333,2
f.mc,1,205,0.166666666666667,1
f.mc,1,206,0.166666666666667,1
f.mc,1,207,0.166666666666667,1
f.mc,1,208,0.5,3
f.mc,1,209,0.166666666666667,1
f.mc,1,210,0.5,3
f.mc,1,211,0.166666666666667,1
f.mc,1,212,0.5,3
f.mc,1,213,0.166666666666667,1
f.mc,1,214,0.333333333333333,2
f.mc,1,215,0.166666666666667,1
f.mc,1,216,0.166666666666667,1
f.mc,1,217,0.166666666666667,1
f.mc,1,218,0.833333333333333,5
f.mc,1,219,0.333333333333333,2
f.mc,1,220,0.166666666666667,1
f.mc,1,221,0.333333333333333,2
f.mc,1,222,0.666666666666667,4
f.mc,1,223,0.333333333333333,2
f.mc,1,224,0.166666666666667,1
f.mc,1,225,0.166666666666667,1
f.mc,1,226,0.166666666666667,1
f.mc,1,227,0.166666666666667,1
f.mc,1,228,0.166666666666667,1
f.mc,1,229,0.166666666666667,1
f.mc,1,230,0.333333333333333,2
f.mc,1,231,0.166666666666667,1
f.mc,1,232,0.166666666666667,1
f.mc,1,233,0.166666666666667,1
f.mc,1,234,0.833333333333333,5
f.mc,1,235,0.833333333333333,5
f.mc,1,236,0.166666666666667,1
f.mc,1,237,0.166666666666667,1
f.mc,1,238,0.833333333333333,5
f.mc,1,239,0.166666666666667,1
f.mc,1,240,0.5,3
f.mc,1,241,0.166666666666667,1
f.mc,1,242,0.833333333333333,5
f.mc,1,243,0.666666666666667,4
f.mc,1,244,0.166666666666667,1
f.mc,1,245,0.166666666666667,1
f.mc,1,246,0.166666666666667,1
f.mc,1,247,0.333333333333333,2
f.mc,1,248,0.166666666666667,1
f.mc,1,249,0.166666666666667,1
f.mc,1,250,0.333333333333333,2
f.mc,1,251,0.333333333333333,2
f.mc,1,252,0.166666666666667,1
f.mc,1,253,0.166666666666667,1
f.mc,1,254,0.166666666666667,1
f.mc,1,255,0.833333333333333,5
f.mc,1,256,0.5,3
f.mc,1,257,0.166666666666667,1
f.mc,1,258,0.166666666666667,1
f.mc,1,259,0.5,3
f.mc,1,260,0.333333333333333,2
f.mc,1,261,0.333333333333333,2
f.mc,1,262,0.166666666666667,1
f.mc,1,263,0.166666666666667,1
