Problem,Step,Rank,Track,V1
j.rndn,1,f,OPT,6806
j.rndn,2,f,OPT,6810
j.rndn,3,f,OPT,6712
j.rndn,4,f,OPT,6970
j.rndn,5,f,OPT,6914
j.rndn,6,f,OPT,6948
j.rndn,7,f,OPT,6814
j.rndn,8,f,OPT,6584
j.rndn,9,f,OPT,6542
j.rndn,10,f,OPT,6496
j.rndn,11,f,OPT,6808
j.rndn,12,f,OPT,6686
j.rndn,13,f,OPT,6622
j.rndn,14,f,OPT,6588
j.rndn,15,f,OPT,6324
j.rndn,16,f,OPT,6354
j.rndn,17,f,OPT,6318
j.rndn,18,f,OPT,6366
j.rndn,19,f,OPT,6406
j.rndn,20,f,OPT,6394
j.rndn,21,f,OPT,6446
j.rndn,22,f,OPT,6304
j.rndn,23,f,OPT,6330
j.rndn,24,f,OPT,6254
j.rndn,25,f,OPT,6290
j.rndn,26,f,OPT,6354
j.rndn,27,f,OPT,6186
j.rndn,28,f,OPT,6258
j.rndn,29,f,OPT,6256
j.rndn,30,f,OPT,6162
j.rndn,31,f,OPT,6218
j.rndn,32,f,OPT,6242
j.rndn,33,f,OPT,6244
j.rndn,34,f,OPT,6208
j.rndn,35,f,OPT,6144
j.rndn,36,f,OPT,6024
j.rndn,37,f,OPT,5770
j.rndn,38,f,OPT,5980
j.rndn,39,f,OPT,5918
j.rndn,40,f,OPT,6012
j.rndn,41,f,OPT,5874
j.rndn,42,f,OPT,5772
j.rndn,43,f,OPT,5852
j.rndn,44,f,OPT,5776
j.rndn,45,f,OPT,5830
j.rndn,46,f,OPT,5772
j.rndn,47,f,OPT,5678
j.rndn,48,f,OPT,5790
j.rndn,49,f,OPT,5886
j.rndn,50,f,OPT,5962
j.rndn,51,f,OPT,5918
j.rndn,52,f,OPT,5790
j.rndn,53,f,OPT,5792
j.rndn,54,f,OPT,5768
j.rndn,55,f,OPT,5784
j.rndn,56,f,OPT,5960
j.rndn,57,f,OPT,5860
j.rndn,58,f,OPT,5898
j.rndn,59,f,OPT,5756
j.rndn,60,f,OPT,5538
j.rndn,61,f,OPT,5566
j.rndn,62,f,OPT,5580
j.rndn,63,f,OPT,5584
j.rndn,64,f,OPT,5578
j.rndn,65,f,OPT,5654
j.rndn,66,f,OPT,5638
j.rndn,67,f,OPT,5570
j.rndn,68,f,OPT,5660
j.rndn,69,f,OPT,5624
j.rndn,70,f,OPT,5660
j.rndn,71,f,OPT,5704
j.rndn,72,f,OPT,5554
j.rndn,73,f,OPT,5580
j.rndn,74,f,OPT,5536
j.rndn,75,f,OPT,5360
j.rndn,76,f,OPT,5440
j.rndn,77,f,OPT,5390
j.rndn,78,f,OPT,5250
j.rndn,79,f,OPT,5070
j.rndn,80,f,OPT,5032
j.rndn,81,f,OPT,4942
j.rndn,82,f,OPT,4882
j.rndn,83,f,OPT,4640
j.rndn,84,f,OPT,4428
j.rndn,85,f,OPT,4208
j.rndn,86,f,OPT,3944
j.rndn,87,f,OPT,3800
j.rndn,88,f,OPT,3732
j.rndn,89,f,OPT,3496
j.rndn,90,f,OPT,3172
j.rndn,91,f,OPT,2772
j.rndn,92,f,OPT,2386
j.rndn,93,f,OPT,1954
j.rndn,94,f,OPT,1504
j.rndn,95,f,OPT,834
j.rndn,96,f,OPT,360
j.rndn,97,f,OPT,122
j.rndn,98,f,OPT,30
j.rndn,99,f,OPT,4
