Problem,Step,PID,rnd,unique
j.rndn,1,1,0.8,8
j.rndn,1,2,0.8,8
j.rndn,1,3,1,10
j.rndn,1,4,0.7,7
j.rndn,1,5,0.7,7
j.rndn,1,6,0.7,7
j.rndn,1,7,0.5,5
j.rndn,1,8,0.7,7
j.rndn,1,9,0.7,7
j.rndn,1,10,0.7,7
j.rndn,1,11,0.8,8
j.rndn,1,12,0.8,8
j.rndn,1,13,0.6,6
j.rndn,1,14,0.7,7
j.rndn,1,15,0.7,7
j.rndn,1,16,0.7,7
j.rndn,1,17,0.6,6
j.rndn,1,18,0.7,7
j.rndn,1,19,0.8,8
j.rndn,1,20,0.7,7
j.rndn,1,21,0.5,5
j.rndn,1,22,0.8,8
j.rndn,1,23,0.7,7
j.rndn,1,24,0.7,7
j.rndn,1,25,0.7,7
j.rndn,1,26,0.7,7
j.rndn,1,27,0.7,7
j.rndn,1,28,0.6,6
j.rndn,1,29,0.7,7
j.rndn,1,30,0.8,8
j.rndn,1,31,0.7,7
j.rndn,1,32,0.5,5
j.rndn,1,33,0.7,7
j.rndn,1,34,0.5,5
j.rndn,1,35,0.8,8
j.rndn,1,36,0.7,7
j.rndn,1,37,0.8,8
j.rndn,1,38,0.8,8
j.rndn,1,39,0.7,7
j.rndn,1,40,0.5,5
j.rndn,1,41,0.6,6
j.rndn,1,42,0.6,6
j.rndn,1,43,0.9,9
j.rndn,1,44,0.5,5
j.rndn,1,45,0.4,4
j.rndn,1,46,0.7,7
j.rndn,1,47,0.8,8
j.rndn,1,48,0.8,8
j.rndn,1,49,0.7,7
j.rndn,1,50,0.7,7
j.rndn,1,51,0.7,7
j.rndn,1,52,0.7,7
j.rndn,1,53,0.7,7
j.rndn,1,54,0.7,7
j.rndn,1,55,0.7,7
j.rndn,1,56,0.8,8
j.rndn,1,57,0.4,4
j.rndn,1,58,0.7,7
j.rndn,1,59,0.6,6
j.rndn,1,60,0.8,8
j.rndn,1,61,0.7,7
j.rndn,1,62,0.7,7
j.rndn,1,63,0.7,7
j.rndn,1,64,0.9,9
j.rndn,1,65,0.7,7
j.rndn,1,66,0.6,6
j.rndn,1,67,0.9,9
j.rndn,1,68,0.6,6
j.rndn,1,69,0.6,6
j.rndn,1,70,1,10
j.rndn,1,71,0.6,6
j.rndn,1,72,0.8,8
j.rndn,1,73,0.8,8
j.rndn,1,74,0.8,8
j.rndn,1,75,0.6,6
j.rndn,1,76,0.9,9
j.rndn,1,77,0.7,7
j.rndn,1,78,0.7,7
j.rndn,1,79,0.7,7
j.rndn,1,80,0.9,9
j.rndn,1,81,0.7,7
j.rndn,1,82,1,10
j.rndn,1,83,0.7,7
j.rndn,1,84,0.7,7
j.rndn,1,85,0.6,6
j.rndn,1,86,0.7,7
j.rndn,1,87,0.6,6
j.rndn,1,88,0.7,7
j.rndn,1,89,0.7,7
j.rndn,1,90,0.9,9
j.rndn,1,91,0.9,9
j.rndn,1,92,0.6,6
j.rndn,1,93,0.5,5
j.rndn,1,94,0.6,6
j.rndn,1,95,0.7,7
j.rndn,1,96,0.9,9
j.rndn,1,97,0.6,6
j.rndn,1,98,0.8,8
j.rndn,1,99,0.7,7
j.rndn,1,100,0.5,5
j.rndn,1,101,0.8,8
j.rndn,1,102,0.7,7
j.rndn,1,103,0.9,9
j.rndn,1,104,0.5,5
j.rndn,1,105,0.9,9
j.rndn,1,106,0.9,9
j.rndn,1,107,0.8,8
j.rndn,1,108,0.8,8
j.rndn,1,109,0.7,7
j.rndn,1,110,0.7,7
j.rndn,1,111,0.8,8
j.rndn,1,112,0.9,9
j.rndn,1,113,0.8,8
j.rndn,1,114,0.6,6
j.rndn,1,115,0.9,9
j.rndn,1,116,0.6,6
j.rndn,1,117,0.7,7
j.rndn,1,118,0.7,7
j.rndn,1,119,0.8,8
j.rndn,1,120,0.7,7
j.rndn,1,121,0.9,9
j.rndn,1,122,0.7,7
j.rndn,1,123,0.7,7
j.rndn,1,124,0.9,9
j.rndn,1,125,0.7,7
j.rndn,1,126,0.7,7
j.rndn,1,127,0.7,7
j.rndn,1,128,0.7,7
j.rndn,1,129,0.8,8
j.rndn,1,130,0.7,7
j.rndn,1,131,0.6,6
j.rndn,1,132,0.7,7
j.rndn,1,133,1,10
j.rndn,1,134,0.7,7
j.rndn,1,135,1,10
j.rndn,1,136,0.4,4
j.rndn,1,137,0.7,7
j.rndn,1,138,0.7,7
j.rndn,1,139,0.9,9
j.rndn,1,140,0.9,9
j.rndn,1,141,0.6,6
j.rndn,1,142,0.7,7
j.rndn,1,143,1,10
j.rndn,1,144,0.8,8
j.rndn,1,145,0.7,7
j.rndn,1,146,0.9,9
j.rndn,1,147,0.6,6
j.rndn,1,148,0.8,8
j.rndn,1,149,0.8,8
j.rndn,1,150,0.9,9
j.rndn,1,151,0.8,8
j.rndn,1,152,0.9,9
j.rndn,1,153,0.7,7
j.rndn,1,154,0.6,6
j.rndn,1,155,0.7,7
j.rndn,1,156,0.8,8
j.rndn,1,157,0.5,5
j.rndn,1,158,1,10
j.rndn,1,159,1,10
j.rndn,1,160,0.7,7
j.rndn,1,161,0.8,8
j.rndn,1,162,0.8,8
j.rndn,1,163,0.7,7
j.rndn,1,164,0.8,8
j.rndn,1,165,0.6,6
j.rndn,1,166,0.9,9
j.rndn,1,167,0.9,9
j.rndn,1,168,0.7,7
j.rndn,1,169,0.6,6
j.rndn,1,170,0.7,7
j.rndn,1,171,0.7,7
j.rndn,1,172,0.7,7
j.rndn,1,173,0.7,7
j.rndn,1,174,0.8,8
j.rndn,1,175,0.7,7
j.rndn,1,176,0.8,8
j.rndn,1,177,0.5,5
j.rndn,1,178,0.7,7
j.rndn,1,179,0.7,7
j.rndn,1,180,0.8,8
j.rndn,1,181,0.7,7
j.rndn,1,182,0.7,7
j.rndn,1,183,0.6,6
j.rndn,1,184,0.6,6
j.rndn,1,185,0.8,8
j.rndn,1,186,0.7,7
j.rndn,1,187,0.8,8
j.rndn,1,188,0.8,8
j.rndn,1,189,0.5,5
j.rndn,1,190,0.9,9
j.rndn,1,191,0.8,8
j.rndn,1,192,0.5,5
j.rndn,1,193,0.7,7
j.rndn,1,194,0.7,7
j.rndn,1,195,0.8,8
j.rndn,1,196,0.7,7
j.rndn,1,197,0.6,6
j.rndn,1,198,0.8,8
j.rndn,1,199,0.9,9
j.rndn,1,200,0.6,6
j.rndn,1,201,0.9,9
j.rndn,1,202,0.8,8
j.rndn,1,203,0.8,8
j.rndn,1,204,0.6,6
j.rndn,1,205,0.4,4
j.rndn,1,206,0.5,5
j.rndn,1,207,0.5,5
j.rndn,1,208,0.8,8
j.rndn,1,209,0.9,9
j.rndn,1,210,0.7,7
j.rndn,1,211,0.9,9
j.rndn,1,212,0.7,7
j.rndn,1,213,0.7,7
j.rndn,1,214,0.7,7
j.rndn,1,215,0.9,9
j.rndn,1,216,0.5,5
j.rndn,1,217,0.7,7
j.rndn,1,218,0.9,9
j.rndn,1,219,0.6,6
j.rndn,1,220,0.9,9
j.rndn,1,221,0.7,7
j.rndn,1,222,0.5,5
j.rndn,1,223,0.6,6
j.rndn,1,224,0.9,9
j.rndn,1,225,0.7,7
j.rndn,1,226,0.7,7
j.rndn,1,227,0.8,8
j.rndn,1,228,0.8,8
j.rndn,1,229,0.8,8
j.rndn,1,230,0.7,7
j.rndn,1,231,0.7,7
j.rndn,1,232,0.6,6
j.rndn,1,233,0.7,7
j.rndn,1,234,0.5,5
j.rndn,1,235,0.8,8
j.rndn,1,236,0.9,9
j.rndn,1,237,0.5,5
j.rndn,1,238,0.6,6
j.rndn,1,239,0.8,8
j.rndn,1,240,0.9,9
j.rndn,1,241,0.7,7
j.rndn,1,242,0.9,9
j.rndn,1,243,0.9,9
j.rndn,1,244,0.8,8
j.rndn,1,245,0.9,9
j.rndn,1,246,0.5,5
j.rndn,1,247,0.7,7
j.rndn,1,248,1,10
j.rndn,1,249,0.8,8
j.rndn,1,250,0.8,8
j.rndn,1,251,0.6,6
j.rndn,1,252,0.8,8
j.rndn,1,253,0.9,9
j.rndn,1,254,0.6,6
j.rndn,1,255,0.5,5
j.rndn,1,256,0.7,7
j.rndn,1,257,0.7,7
j.rndn,1,258,0.7,7
j.rndn,1,259,0.9,9
j.rndn,1,260,0.8,8
j.rndn,1,261,0.7,7
j.rndn,1,262,0.7,7
j.rndn,1,263,0.5,5
j.rndn,1,264,0.7,7
j.rndn,1,265,0.4,4
j.rndn,2,1,0.7,7
j.rndn,2,2,0.9,9
j.rndn,2,3,1,10
j.rndn,2,4,0.8,8
j.rndn,2,5,0.6,6
j.rndn,2,6,0.6,6
j.rndn,2,7,0.5,5
j.rndn,2,8,0.7,7
j.rndn,2,9,0.6,6
j.rndn,2,10,0.9,9
j.rndn,2,11,0.8,8
j.rndn,2,12,0.7,7
j.rndn,2,13,0.6,6
j.rndn,2,14,0.6,6
j.rndn,2,15,0.7,7
j.rndn,2,16,0.8,8
j.rndn,2,17,0.5,5
j.rndn,2,18,0.7,7
j.rndn,2,19,0.8,8
j.rndn,2,20,0.8,8
j.rndn,2,21,0.5,5
j.rndn,2,22,0.7,7
j.rndn,2,23,0.6,6
j.rndn,2,24,0.8,8
j.rndn,2,25,0.8,8
j.rndn,2,26,0.7,7
j.rndn,2,27,0.8,8
j.rndn,2,28,0.6,6
j.rndn,2,29,0.7,7
j.rndn,2,30,0.8,8
j.rndn,2,31,0.8,8
j.rndn,2,32,0.4,4
j.rndn,2,33,0.6,6
j.rndn,2,34,0.4,4
j.rndn,2,35,0.8,8
j.rndn,2,36,0.7,7
j.rndn,2,37,0.8,8
j.rndn,2,38,0.8,8
j.rndn,2,39,0.7,7
j.rndn,2,40,0.4,4
j.rndn,2,41,0.7,7
j.rndn,2,42,0.5,5
j.rndn,2,43,0.9,9
j.rndn,2,44,0.5,5
j.rndn,2,45,0.5,5
j.rndn,2,46,0.6,6
j.rndn,2,47,0.8,8
j.rndn,2,48,0.9,9
j.rndn,2,49,0.7,7
j.rndn,2,50,0.7,7
j.rndn,2,51,0.7,7
j.rndn,2,52,0.7,7
j.rndn,2,53,0.8,8
j.rndn,2,54,0.9,9
j.rndn,2,55,0.6,6
j.rndn,2,56,0.7,7
j.rndn,2,57,0.3,3
j.rndn,2,58,0.7,7
j.rndn,2,59,0.5,5
j.rndn,2,60,0.7,7
j.rndn,2,61,0.7,7
j.rndn,2,62,0.7,7
j.rndn,2,63,0.7,7
j.rndn,2,64,0.9,9
j.rndn,2,65,0.7,7
j.rndn,2,66,0.7,7
j.rndn,2,67,0.9,9
j.rndn,2,68,0.7,7
j.rndn,2,69,0.6,6
j.rndn,2,70,1,10
j.rndn,2,71,0.7,7
j.rndn,2,72,0.7,7
j.rndn,2,73,0.9,9
j.rndn,2,74,0.8,8
j.rndn,2,75,0.5,5
j.rndn,2,76,0.9,9
j.rndn,2,77,0.6,6
j.rndn,2,78,0.7,7
j.rndn,2,79,0.7,7
j.rndn,2,80,0.9,9
j.rndn,2,81,0.7,7
j.rndn,2,82,1,10
j.rndn,2,83,0.7,7
j.rndn,2,84,0.7,7
j.rndn,2,85,0.6,6
j.rndn,2,86,0.6,6
j.rndn,2,87,0.5,5
j.rndn,2,88,0.8,8
j.rndn,2,89,0.7,7
j.rndn,2,90,0.9,9
j.rndn,2,91,1,10
j.rndn,2,92,0.6,6
j.rndn,2,93,0.5,5
j.rndn,2,94,0.7,7
j.rndn,2,95,0.7,7
j.rndn,2,96,0.8,8
j.rndn,2,97,0.6,6
j.rndn,2,98,0.7,7
j.rndn,2,99,0.8,8
j.rndn,2,100,0.5,5
j.rndn,2,101,0.8,8
j.rndn,2,102,0.6,6
