Problem,Step,PID,rnd,unique
f.jc,1,1,0.666666666666667,4
f.jc,1,2,0.666666666666667,4
f.jc,1,3,0.666666666666667,4
f.jc,1,4,0.5,3
f.jc,1,5,0.166666666666667,1
f.jc,1,6,0.833333333333333,5
f.jc,1,7,0.5,3
f.jc,1,8,0.5,3
f.jc,1,9,0.333333333333333,2
f.jc,1,10,0.666666666666667,4
f.jc,1,11,0.166666666666667,1
f.jc,1,12,0.5,3
f.jc,1,13,0.5,3
f.jc,1,14,0.5,3
f.jc,1,15,0.666666666666667,4
f.jc,1,16,0.166666666666667,1
f.jc,1,17,0.333333333333333,2
f.jc,1,18,0.666666666666667,4
f.jc,1,19,0.333333333333333,2
f.jc,1,20,0.166666666666667,1
f.jc,1,21,0.666666666666667,4
f.jc,1,22,0.833333333333333,5
f.jc,1,23,0.666666666666667,4
f.jc,1,24,0.166666666666667,1
f.jc,1,25,0.666666666666667,4
f.jc,1,26,0.5,3
f.jc,1,27,0.5,3
f.jc,1,28,0.333333333333333,2
f.jc,1,29,0.166666666666667,1
f.jc,1,30,0.333333333333333,2
f.jc,1,31,0.333333333333333,2
f.jc,1,32,0.333333333333333,2
f.jc,1,33,0.166666666666667,1
f.jc,1,34,0.166666666666667,1
f.jc,1,35,0.333333333333333,2
f.jc,1,36,0.333333333333333,2
f.jc,1,37,0.166666666666667,1
f.jc,1,38,0.5,3
f.jc,1,39,0.5,3
f.jc,1,40,0.166666666666667,1
f.jc,1,41,0.166666666666667,1
f.jc,1,42,0.5,3
f.jc,1,43,0.666666666666667,4
f.jc,1,44,0.5,3
f.jc,1,45,0.333333333333333,2
f.jc,1,46,0.5,3
f.jc,1,47,0.5,3
f.jc,1,48,0.5,3
f.jc,1,49,0.166666666666667,1
f.jc,1,50,0.5,3
f.jc,1,51,0.666666666666667,4
f.jc,1,52,0.333333333333333,2
f.jc,1,53,0.333333333333333,2
f.jc,1,54,0.5,3
f.jc,1,55,0.333333333333333,2
f.jc,1,56,0.5,3
f.jc,1,57,0.333333333333333,2
f.jc,1,58,0.5,3
f.jc,1,59,0.666666666666667,4
f.jc,1,60,0.5,3
f.jc,1,61,0.666666666666667,4
f.jc,1,62,0.833333333333333,5
f.jc,1,63,0.5,3
f.jc,1,64,0.5,3
f.jc,1,65,0.666666666666667,4
f.jc,1,66,0.333333333333333,2
f.jc,1,67,0.5,3
f.jc,1,68,0.666666666666667,4
f.jc,1,69,0.666666666666667,4
f.jc,1,70,0.5,3
f.jc,1,71,0.5,3
f.jc,1,72,0.5,3
f.jc,1,73,0.333333333333333,2
f.jc,1,74,0.5,3
f.jc,1,75,0.5,3
f.jc,1,76,0.833333333333333,5
f.jc,1,77,0.5,3
f.jc,1,78,0.5,3
f.jc,1,79,0.666666666666667,4
f.jc,1,80,0.5,3
f.jc,1,81,0.333333333333333,2
f.jc,1,82,0.5,3
f.jc,1,83,0.666666666666667,4
f.jc,1,84,0.5,3
f.jc,1,85,0.333333333333333,2
f.jc,1,86,0.666666666666667,4
f.jc,1,87,0.333333333333333,2
f.jc,1,88,0.166666666666667,1
f.jc,1,89,0.5,3
f.jc,1,90,0.5,3
f.jc,1,91,0.5,3
f.jc,1,92,0.333333333333333,2
f.jc,1,93,0.333333333333333,2
f.jc,1,94,0.333333333333333,2
f.jc,1,95,0.666666666666667,4
f.jc,1,96,0.5,3
f.jc,1,97,0.333333333333333,2
f.jc,1,98,0.5,3
f.jc,1,99,0.666666666666667,4
f.jc,1,100,0.666666666666667,4
f.jc,1,101,0.5,3
f.jc,1,102,0.5,3
f.jc,1,103,0.666666666666667,4
f.jc,1,104,0.333333333333333,2
f.jc,1,105,0.333333333333333,2
f.jc,1,106,0.666666666666667,4
f.jc,1,107,0.5,3
f.jc,1,108,0.5,3
f.jc,1,109,0.333333333333333,2
f.jc,1,110,0.333333333333333,2
f.jc,1,111,0.5,3
f.jc,1,112,0.5,3
f.jc,1,113,0.166666666666667,1
f.jc,1,114,0.333333333333333,2
f.jc,1,115,0.5,3
f.jc,1,116,0.166666666666667,1
f.jc,1,117,0.833333333333333,5
f.jc,1,118,0.666666666666667,4
f.jc,1,119,0.5,3
f.jc,1,120,0.666666666666667,4
f.jc,1,121,0.333333333333333,2
f.jc,1,122,0.5,3
f.jc,1,123,0.166666666666667,1
f.jc,1,124,0.666666666666667,4
f.jc,1,125,0.333333333333333,2
f.jc,1,126,0.166666666666667,1
f.jc,1,127,0.5,3
f.jc,1,128,0.5,3
f.jc,1,129,0.333333333333333,2
f.jc,1,130,0.166666666666667,1
f.jc,1,131,0.333333333333333,2
f.jc,1,132,0.5,3
f.jc,1,133,0.5,3
f.jc,1,134,0.5,3
f.jc,1,135,0.5,3
f.jc,1,136,0.833333333333333,5
f.jc,1,137,0.666666666666667,4
f.jc,1,138,0.166666666666667,1
f.jc,1,139,0.333333333333333,2
f.jc,1,140,0.666666666666667,4
f.jc,1,141,0.333333333333333,2
f.jc,1,142,0.333333333333333,2
f.jc,1,143,0.5,3
f.jc,1,144,0.333333333333333,2
f.jc,1,145,0.5,3
f.jc,1,146,0.166666666666667,1
f.jc,1,147,0.5,3
f.jc,1,148,0.666666666666667,4
f.jc,1,149,0.666666666666667,4
f.jc,1,150,0.333333333333333,2
f.jc,1,151,0.666666666666667,4
f.jc,1,152,0.5,3
f.jc,1,153,0.333333333333333,2
f.jc,1,154,0.333333333333333,2
f.jc,1,155,0.333333333333333,2
f.jc,1,156,0.333333333333333,2
f.jc,1,157,0.333333333333333,2
f.jc,1,158,0.333333333333333,2
f.jc,1,159,0.5,3
f.jc,1,160,0.333333333333333,2
f.jc,1,161,0.5,3
f.jc,1,162,0.5,3
f.jc,1,163,0.5,3
f.jc,1,164,0.5,3
f.jc,1,165,0.666666666666667,4
f.jc,1,166,0.666666666666667,4
f.jc,1,167,0.5,3
f.jc,1,168,0.666666666666667,4
f.jc,1,169,0.333333333333333,2
f.jc,1,170,0.166666666666667,1
f.jc,1,171,0.5,3
f.jc,1,172,0.333333333333333,2
f.jc,1,173,0.333333333333333,2
f.jc,1,174,0.666666666666667,4
f.jc,1,175,0.333333333333333,2
f.jc,1,176,0.333333333333333,2
f.jc,1,177,0.833333333333333,5
f.jc,1,178,0.5,3
f.jc,1,179,0.5,3
f.jc,1,180,0.833333333333333,5
f.jc,1,181,0.166666666666667,1
f.jc,1,182,0.666666666666667,4
f.jc,1,183,0.666666666666667,4
f.jc,1,184,0.666666666666667,4
f.jc,1,185,0.5,3
f.jc,1,186,0.166666666666667,1
f.jc,1,187,0.5,3
f.jc,1,188,0.5,3
f.jc,1,189,0.333333333333333,2
f.jc,1,190,0.333333333333333,2
f.jc,1,191,0.333333333333333,2
f.jc,1,192,0.666666666666667,4
f.jc,1,193,0.5,3
f.jc,1,194,0.166666666666667,1
f.jc,1,195,0.5,3
f.jc,1,196,0.5,3
f.jc,1,197,0.666666666666667,4
f.jc,1,198,0.333333333333333,2
f.jc,1,199,0.333333333333333,2
f.jc,1,200,0.166666666666667,1
f.jc,1,201,0.333333333333333,2
f.jc,1,202,0.333333333333333,2
f.jc,1,203,0.5,3
f.jc,1,204,0.5,3
f.jc,1,205,0.5,3
f.jc,1,206,0.166666666666667,1
f.jc,1,207,0.5,3
f.jc,1,208,0.833333333333333,5
f.jc,1,209,0.833333333333333,5
f.jc,1,210,0.5,3
f.jc,1,211,0.333333333333333,2
f.jc,1,212,0.5,3
f.jc,1,213,0.666666666666667,4
f.jc,1,214,0.5,3
f.jc,1,215,0.5,3
f.jc,1,216,0.666666666666667,4
f.jc,1,217,0.5,3
f.jc,1,218,0.5,3
f.jc,1,219,0.333333333333333,2
f.jc,1,220,0.333333333333333,2
f.jc,1,221,0.666666666666667,4
f.jc,1,222,0.666666666666667,4
f.jc,1,223,0.333333333333333,2
f.jc,1,224,0.333333333333333,2
f.jc,1,225,0.333333333333333,2
f.jc,1,226,0.666666666666667,4
f.jc,1,227,0.333333333333333,2
f.jc,1,228,0.833333333333333,5
f.jc,1,229,0.5,3
f.jc,1,230,0.5,3
f.jc,1,231,0.666666666666667,4
f.jc,1,232,0.5,3
f.jc,1,233,0.5,3
f.jc,1,234,0.5,3
f.jc,1,235,0.333333333333333,2
f.jc,1,236,0.333333333333333,2
f.jc,1,237,0.666666666666667,4
f.jc,1,238,0.5,3
f.jc,1,239,0.666666666666667,4
f.jc,1,240,0.333333333333333,2
f.jc,1,241,0.333333333333333,2
f.jc,1,242,0.833333333333333,5
f.jc,1,243,0.166666666666667,1
f.jc,1,244,0.5,3
f.jc,1,245,0.666666666666667,4
f.jc,1,246,0.5,3
f.jc,1,247,0.5,3
f.jc,1,248,0.333333333333333,2
f.jc,1,249,0.666666666666667,4
f.jc,1,250,0.5,3
f.jc,1,251,0.333333333333333,2
f.jc,1,252,0.5,3
f.jc,1,253,0.333333333333333,2
f.jc,1,254,0.333333333333333,2
f.jc,1,255,0.5,3
f.jc,1,256,0.666666666666667,4
f.jc,1,257,0.333333333333333,2
f.jc,1,258,0.666666666666667,4
f.jc,1,259,0.333333333333333,2
f.jc,1,260,0.333333333333333,2
f.jc,1,261,0.5,3
f.jc,1,262,0.333333333333333,2
f.jc,1,263,0.666666666666667,4
f.jc,1,264,0.333333333333333,2
f.jc,1,265,0.333333333333333,2
f.jc,1,266,0.5,3
f.jc,1,267,0.333333333333333,2
