Problem,Step,PID,rnd,unique
f.rndn,1,1,0.333333333333333,2
f.rndn,1,2,0.166666666666667,1
f.rndn,1,3,0.166666666666667,1
f.rndn,1,4,0.166666666666667,1
f.rndn,1,5,0.5,3
f.rndn,1,6,0.166666666666667,1
f.rndn,1,7,0.666666666666667,4
f.rndn,1,8,0.166666666666667,1
f.rndn,1,9,0.5,3
f.rndn,1,10,0.166666666666667,1
f.rndn,1,11,0.333333333333333,2
f.rndn,1,12,0.333333333333333,2
f.rndn,1,13,0.333333333333333,2
f.rndn,1,14,0.333333333333333,2
f.rndn,1,15,0.166666666666667,1
f.rndn,1,16,0.166666666666667,1
f.rndn,1,17,0.166666666666667,1
f.rndn,1,18,0.166666666666667,1
f.rndn,1,19,0.166666666666667,1
f.rndn,1,20,0.5,3
f.rndn,1,21,0.166666666666667,1
f.rndn,1,22,0.833333333333333,5
f.rndn,1,23,0.333333333333333,2
f.rndn,1,24,0.333333333333333,2
f.rndn,1,25,0.166666666666667,1
f.rndn,1,26,0.166666666666667,1
f.rndn,1,27,0.166666666666667,1
f.rndn,1,28,0.166666666666667,1
f.rndn,1,29,0.166666666666667,1
f.rndn,1,30,0.333333333333333,2
f.rndn,1,31,0.166666666666667,1
f.rndn,1,32,0.166666666666667,1
f.rndn,1,33,0.166666666666667,1
f.rndn,1,34,0.166666666666667,1
f.rndn,1,35,0.166666666666667,1
f.rndn,1,36,0.166666666666667,1
f.rndn,1,37,0.166666666666667,1
f.rndn,1,38,0.166666666666667,1
f.rndn,1,39,0.166666666666667,1
f.rndn,1,40,0.166666666666667,1
f.rndn,1,41,0.166666666666667,1
f.rndn,1,42,0.166666666666667,1
f.rndn,1,43,0.333333333333333,2
f.rndn,1,44,0.166666666666667,1
f.rndn,1,45,0.166666666666667,1
f.rndn,1,46,0.166666666666667,1
f.rndn,1,47,0.166666666666667,1
f.rndn,1,48,0.166666666666667,1
f.rndn,1,49,0.166666666666667,1
f.rndn,1,50,0.333333333333333,2
f.rndn,1,51,0.166666666666667,1
f.rndn,1,52,0.5,3
f.rndn,1,53,0.166666666666667,1
f.rndn,1,54,0.333333333333333,2
f.rndn,1,55,0.166666666666667,1
f.rndn,1,56,0.333333333333333,2
f.rndn,1,57,0.166666666666667,1
f.rndn,1,58,0.166666666666667,1
f.rndn,1,59,0.166666666666667,1
f.rndn,1,60,0.333333333333333,2
f.rndn,1,61,0.833333333333333,5
f.rndn,1,62,0.166666666666667,1
f.rndn,1,63,0.166666666666667,1
f.rndn,1,64,0.166666666666667,1
f.rndn,1,65,0.333333333333333,2
f.rndn,1,66,0.166666666666667,1
f.rndn,1,67,0.166666666666667,1
f.rndn,1,68,0.666666666666667,4
f.rndn,1,69,0.166666666666667,1
f.rndn,1,70,0.166666666666667,1
f.rndn,1,71,0.166666666666667,1
f.rndn,1,72,0.166666666666667,1
f.rndn,1,73,0.166666666666667,1
f.rndn,1,74,0.333333333333333,2
f.rndn,1,75,0.333333333333333,2
f.rndn,1,76,0.333333333333333,2
f.rndn,1,77,0.5,3
f.rndn,1,78,0.333333333333333,2
f.rndn,1,79,0.166666666666667,1
f.rndn,1,80,0.166666666666667,1
f.rndn,1,81,0.166666666666667,1
f.rndn,1,82,0.166666666666667,1
f.rndn,1,83,0.166666666666667,1
f.rndn,1,84,0.166666666666667,1
f.rndn,1,85,0.166666666666667,1
f.rndn,1,86,0.333333333333333,2
f.rndn,1,87,0.333333333333333,2
f.rndn,1,88,0.166666666666667,1
f.rndn,1,89,0.166666666666667,1
f.rndn,1,90,0.333333333333333,2
f.rndn,1,91,0.333333333333333,2
f.rndn,1,92,0.333333333333333,2
f.rndn,1,93,0.166666666666667,1
f.rndn,1,94,0.166666666666667,1
f.rndn,1,95,0.166666666666667,1
f.rndn,1,96,0.166666666666667,1
f.rndn,1,97,0.166666666666667,1
f.rndn,1,98,0.333333333333333,2
f.rndn,1,99,0.333333333333333,2
f.rndn,1,100,0.166666666666667,1
f.rndn,1,101,0.333333333333333,2
f.rndn,1,102,0.166666666666667,1
f.rndn,1,103,0.5,3
f.rndn,1,104,0.166666666666667,1
f.rndn,1,105,0.5,3
f.rndn,1,106,0.166666666666667,1
f.rndn,1,107,0.666666666666667,4
f.rndn,1,108,0.166666666666667,1
f.rndn,1,109,0.666666666666667,4
f.rndn,1,110,0.166666666666667,1
f.rndn,1,111,0.166666666666667,1
f.rndn,1,112,0.166666666666667,1
f.rndn,1,113,0.166666666666667,1
f.rndn,1,114,0.333333333333333,2
f.rndn,1,115,0.333333333333333,2
f.rndn,1,116,0.166666666666667,1
f.rndn,1,117,0.166666666666667,1
f.rndn,1,118,0.333333333333333,2
f.rndn,1,119,0.166666666666667,1
f.rndn,1,120,0.666666666666667,4
f.rndn,1,121,0.166666666666667,1
f.rndn,1,122,0.166666666666667,1
f.rndn,1,123,0.166666666666667,1
f.rndn,1,124,0.333333333333333,2
f.rndn,1,125,0.166666666666667,1
f.rndn,1,126,0.166666666666667,1
f.rndn,1,127,0.5,3
f.rndn,1,128,0.166666666666667,1
f.rndn,1,129,0.166666666666667,1
f.rndn,1,130,0.166666666666667,1
f.rndn,1,131,0.166666666666667,1
f.rndn,1,132,0.166666666666667,1
f.rndn,1,133,0.5,3
f.rndn,1,134,0.166666666666667,1
f.rndn,1,135,0.166666666666667,1
f.rndn,1,136,0.166666666666667,1
f.rndn,1,137,0.666666666666667,4
f.rndn,1,138,0.333333333333333,2
f.rndn,1,139,0.166666666666667,1
f.rndn,1,140,0.5,3
f.rndn,1,141,0.333333333333333,2
f.rndn,1,142,0.333333333333333,2
f.rndn,1,143,0.166666666666667,1
f.rndn,1,144,0.166666666666667,1
f.rndn,1,145,0.166666666666667,1
f.rndn,1,146,0.166666666666667,1
f.rndn,1,147,0.333333333333333,2
f.rndn,1,148,0.5,3
f.rndn,1,149,0.333333333333333,2
f.rndn,1,150,0.166666666666667,1
f.rndn,1,151,0.333333333333333,2
f.rndn,1,152,0.166666666666667,1
f.rndn,1,153,0.166666666666667,1
f.rndn,1,154,0.166666666666667,1
f.rndn,1,155,0.166666666666667,1
f.rndn,1,156,0.166666666666667,1
f.rndn,1,157,0.166666666666667,1
f.rndn,1,158,0.166666666666667,1
f.rndn,1,159,0.166666666666667,1
f.rndn,1,160,0.166666666666667,1
f.rndn,1,161,0.166666666666667,1
f.rndn,1,162,0.166666666666667,1
f.rndn,1,163,0.666666666666667,4
f.rndn,1,164,0.333333333333333,2
f.rndn,1,165,0.166666666666667,1
f.rndn,1,166,0.333333333333333,2
f.rndn,1,167,0.166666666666667,1
f.rndn,1,168,0.333333333333333,2
f.rndn,1,169,0.166666666666667,1
f.rndn,1,170,0.166666666666667,1
f.rndn,1,171,0.166666666666667,1
f.rndn,1,172,0.166666666666667,1
f.rndn,1,173,0.166666666666667,1
f.rndn,1,174,0.166666666666667,1
f.rndn,1,175,0.166666666666667,1
f.rndn,1,176,0.5,3
f.rndn,1,177,0.166666666666667,1
f.rndn,1,178,0.166666666666667,1
f.rndn,1,179,0.166666666666667,1
f.rndn,1,180,0.333333333333333,2
f.rndn,1,181,0.166666666666667,1
f.rndn,1,182,0.5,3
f.rndn,1,183,0.666666666666667,4
f.rndn,1,184,0.166666666666667,1
f.rndn,1,185,0.166666666666667,1
f.rndn,1,186,0.166666666666667,1
