Problem,Step,PID,rnd,unique
j.rnd,1,1,0.8,8
j.rnd,1,2,0.9,9
j.rnd,1,3,0.8,8
j.rnd,1,4,0.5,5
j.rnd,1,5,0.6,6
j.rnd,1,6,0.7,7
j.rnd,1,7,0.5,5
j.rnd,1,8,0.7,7
j.rnd,1,9,0.7,7
j.rnd,1,10,0.7,7
j.rnd,1,11,0.7,7
j.rnd,1,12,0.8,8
j.rnd,1,13,0.6,6
j.rnd,1,14,1,10
j.rnd,1,15,0.8,8
j.rnd,1,16,0.7,7
j.rnd,1,17,0.6,6
j.rnd,1,18,0.6,6
j.rnd,1,19,0.8,8
j.rnd,1,20,0.6,6
j.rnd,1,21,0.5,5
j.rnd,1,22,0.8,8
j.rnd,1,23,0.8,8
j.rnd,1,24,0.5,5
j.rnd,1,25,0.8,8
j.rnd,1,26,0.8,8
j.rnd,1,27,0.8,8
j.rnd,1,28,0.6,6
j.rnd,1,29,0.6,6
j.rnd,1,30,0.9,9
j.rnd,1,31,0.5,5
j.rnd,1,32,0.6,6
j.rnd,1,33,0.8,8
j.rnd,1,144,0.7,7
j.rnd,1,145,0.8,8
j.rnd,1,146,0.9,9
j.rnd,1,147,0.5,5
j.rnd,1,148,0.8,8
j.rnd,1,149,0.6,6
j.rnd,1,150,0.8,8
j.rnd,1,151,0.9,9
j.rnd,1,152,1,10
j.rnd,1,153,0.7,7
j.rnd,1,154,0.6,6
j.rnd,1,155,0.7,7
j.rnd,1,156,0.8,8
j.rnd,1,157,0.7,7
j.rnd,1,158,0.6,6
j.rnd,1,159,0.8,8
j.rnd,1,160,0.8,8
j.rnd,1,161,0.8,8
j.rnd,1,162,0.8,8
j.rnd,1,163,0.9,9
j.rnd,1,164,0.5,5
j.rnd,1,165,0.6,6
j.rnd,1,166,1,10
j.rnd,1,167,0.9,9
j.rnd,1,168,0.7,7
j.rnd,1,169,0.6,6
j.rnd,1,170,0.5,5
j.rnd,1,171,0.7,7
j.rnd,1,172,0.8,8
j.rnd,1,173,0.7,7
j.rnd,1,174,0.7,7
j.rnd,1,175,0.4,4
j.rnd,1,176,0.5,5
j.rnd,1,177,0.5,5
j.rnd,1,178,0.8,8
j.rnd,1,179,0.8,8
j.rnd,1,180,0.8,8
j.rnd,1,181,0.7,7
j.rnd,1,182,0.9,9
j.rnd,1,183,0.6,6
j.rnd,1,184,0.8,8
j.rnd,1,185,0.5,5
j.rnd,1,186,0.7,7
j.rnd,1,187,0.7,7
j.rnd,1,188,0.8,8
j.rnd,1,189,0.8,8
j.rnd,1,190,1,10
j.rnd,1,191,0.7,7
j.rnd,1,192,0.6,6
j.rnd,1,193,0.5,5
j.rnd,1,194,0.7,7
j.rnd,1,195,0.9,9
j.rnd,1,196,0.7,7
j.rnd,1,197,0.8,8
j.rnd,1,198,0.8,8
j.rnd,1,199,0.7,7
j.rnd,1,200,0.7,7
j.rnd,1,201,0.6,6
j.rnd,1,202,0.8,8
j.rnd,1,203,0.9,9
j.rnd,1,204,0.8,8
j.rnd,1,205,0.3,3
j.rnd,1,206,0.7,7
j.rnd,1,207,0.4,4
j.rnd,1,208,0.8,8
j.rnd,1,209,0.9,9
j.rnd,1,210,0.6,6
j.rnd,1,211,0.8,8
j.rnd,1,212,0.5,5
j.rnd,1,213,0.9,9
j.rnd,1,214,0.7,7
j.rnd,1,215,0.9,9
j.rnd,1,216,0.6,6
j.rnd,1,217,0.7,7
j.rnd,1,218,0.9,9
j.rnd,1,219,0.5,5
j.rnd,1,220,0.7,7
j.rnd,1,221,0.7,7
j.rnd,1,222,0.7,7
j.rnd,1,223,0.9,9
j.rnd,1,224,1,10
j.rnd,1,225,0.7,7
j.rnd,1,226,0.9,9
j.rnd,1,227,0.6,6
j.rnd,1,228,0.8,8
j.rnd,1,229,0.7,7
j.rnd,1,230,0.6,6
j.rnd,1,231,0.6,6
j.rnd,1,232,1,10
j.rnd,1,233,0.9,9
j.rnd,1,234,0.5,5
j.rnd,1,235,1,10
j.rnd,1,236,0.8,8
j.rnd,1,237,0.6,6
j.rnd,1,238,0.6,6
j.rnd,1,239,1,10
j.rnd,1,240,0.7,7
j.rnd,1,241,0.8,8
j.rnd,1,242,0.6,6
j.rnd,1,243,0.9,9
j.rnd,1,244,0.7,7
j.rnd,1,245,0.9,9
j.rnd,1,246,0.5,5
j.rnd,1,247,0.9,9
j.rnd,1,248,0.7,7
j.rnd,1,249,0.8,8
j.rnd,1,250,0.8,8
j.rnd,1,251,0.7,7
j.rnd,1,252,1,10
j.rnd,1,253,0.7,7
j.rnd,1,254,0.6,6
j.rnd,1,255,0.6,6
j.rnd,1,256,0.6,6
j.rnd,1,257,0.8,8
j.rnd,1,258,0.8,8
j.rnd,1,259,0.9,9
j.rnd,1,260,0.6,6
j.rnd,1,261,0.9,9
j.rnd,1,262,1,10
j.rnd,1,263,0.4,4
j.rnd,1,264,0.8,8
j.rnd,1,265,0.6,6
j.rnd,1,266,0.4,4
j.rnd,1,267,0.8,8
j.rnd,1,268,0.8,8
j.rnd,1,269,0.9,9
j.rnd,1,270,1,10
j.rnd,1,271,0.6,6
j.rnd,1,272,0.6,6
j.rnd,1,273,0.6,6
j.rnd,1,274,0.8,8
j.rnd,1,275,0.7,7
j.rnd,1,276,0.8,8
j.rnd,1,277,0.7,7
j.rnd,1,278,0.8,8
j.rnd,1,279,0.7,7
j.rnd,1,280,0.8,8
j.rnd,1,281,0.6,6
j.rnd,1,282,0.9,9
j.rnd,1,283,1,10
j.rnd,1,284,1,10
j.rnd,1,285,0.6,6
j.rnd,1,286,1,10
j.rnd,1,287,0.7,7
j.rnd,1,288,0.9,9
j.rnd,1,289,0.6,6
j.rnd,1,290,0.6,6
j.rnd,1,291,0.7,7
j.rnd,1,292,0.7,7
j.rnd,1,293,0.8,8
j.rnd,1,294,0.8,8
j.rnd,1,295,0.6,6
j.rnd,1,296,0.5,5
j.rnd,1,297,0.5,5
j.rnd,1,298,0.8,8
j.rnd,1,299,0.6,6
j.rnd,1,300,0.7,7
j.rnd,2,1,0.7,7
j.rnd,2,2,0.9,9
j.rnd,2,3,0.8,8
j.rnd,2,4,0.5,5
j.rnd,2,5,0.5,5
j.rnd,2,6,0.7,7
j.rnd,2,7,0.6,6
j.rnd,2,8,0.6,6
j.rnd,2,9,0.6,6
j.rnd,2,10,0.6,6
j.rnd,2,11,0.7,7
j.rnd,2,12,0.7,7
j.rnd,2,13,0.6,6
j.rnd,2,14,0.9,9
j.rnd,2,15,0.8,8
j.rnd,2,16,0.8,8
j.rnd,2,17,0.5,5
j.rnd,2,18,0.6,6
j.rnd,2,19,0.8,8
j.rnd,2,20,0.5,5
j.rnd,2,21,0.4,4
j.rnd,2,22,0,0
j.rnd,2,23,0.9,9
j.rnd,2,24,0.5,5
