Problem,Step,PID,rnd,unique
j.rnd_p1mdoubled,1,1,1,6
j.rnd_p1mdoubled,1,2,0.666666666666667,4
j.rnd_p1mdoubled,1,3,0.833333333333333,5
j.rnd_p1mdoubled,1,4,1,6
j.rnd_p1mdoubled,1,5,0.666666666666667,4
j.rnd_p1mdoubled,1,6,0.833333333333333,5
j.rnd_p1mdoubled,1,7,1,6
j.rnd_p1mdoubled,1,8,0.833333333333333,5
j.rnd_p1mdoubled,1,9,0.666666666666667,4
j.rnd_p1mdoubled,1,10,1,6
j.rnd_p1mdoubled,1,11,0.666666666666667,4
j.rnd_p1mdoubled,1,12,1,6
j.rnd_p1mdoubled,1,13,1,6
j.rnd_p1mdoubled,1,14,0.833333333333333,5
j.rnd_p1mdoubled,1,15,0.666666666666667,4
j.rnd_p1mdoubled,1,16,0.5,3
j.rnd_p1mdoubled,1,17,1,6
j.rnd_p1mdoubled,1,18,1,6
j.rnd_p1mdoubled,1,19,0.833333333333333,5
j.rnd_p1mdoubled,1,20,1,6
j.rnd_p1mdoubled,1,21,0.5,3
j.rnd_p1mdoubled,1,22,1,6
j.rnd_p1mdoubled,1,23,0.5,3
j.rnd_p1mdoubled,1,24,0.5,3
j.rnd_p1mdoubled,1,25,0.666666666666667,4
j.rnd_p1mdoubled,1,26,1,6
j.rnd_p1mdoubled,1,27,1,6
j.rnd_p1mdoubled,1,28,0.833333333333333,5
j.rnd_p1mdoubled,1,29,0.333333333333333,2
j.rnd_p1mdoubled,1,30,0.666666666666667,4
j.rnd_p1mdoubled,1,31,0.666666666666667,4
j.rnd_p1mdoubled,1,32,1,6
j.rnd_p1mdoubled,1,33,1,6
j.rnd_p1mdoubled,1,34,0.833333333333333,5
j.rnd_p1mdoubled,1,35,1,6
j.rnd_p1mdoubled,1,36,1,6
j.rnd_p1mdoubled,1,37,1,6
j.rnd_p1mdoubled,1,38,0.666666666666667,4
j.rnd_p1mdoubled,1,39,1,6
j.rnd_p1mdoubled,1,40,1,6
j.rnd_p1mdoubled,1,41,1,6
j.rnd_p1mdoubled,1,42,1,6
j.rnd_p1mdoubled,1,43,0.666666666666667,4
j.rnd_p1mdoubled,1,44,1,6
j.rnd_p1mdoubled,1,45,0.5,3
j.rnd_p1mdoubled,1,46,0.833333333333333,5
j.rnd_p1mdoubled,1,47,1,6
j.rnd_p1mdoubled,1,48,1,6
j.rnd_p1mdoubled,1,49,0.5,3
j.rnd_p1mdoubled,1,50,0.666666666666667,4
j.rnd_p1mdoubled,1,51,0.833333333333333,5
j.rnd_p1mdoubled,1,52,0.833333333333333,5
j.rnd_p1mdoubled,1,53,0.833333333333333,5
j.rnd_p1mdoubled,1,54,0.666666666666667,4
j.rnd_p1mdoubled,1,55,0.833333333333333,5
j.rnd_p1mdoubled,1,56,0.5,3
j.rnd_p1mdoubled,1,57,1,6
j.rnd_p1mdoubled,1,58,1,6
j.rnd_p1mdoubled,1,59,0.833333333333333,5
j.rnd_p1mdoubled,1,60,1,6
j.rnd_p1mdoubled,1,61,0.5,3
j.rnd_p1mdoubled,1,62,0.333333333333333,2
j.rnd_p1mdoubled,1,63,0.666666666666667,4
j.rnd_p1mdoubled,1,64,1,6
j.rnd_p1mdoubled,1,65,0.833333333333333,5
j.rnd_p1mdoubled,1,66,1,6
j.rnd_p1mdoubled,1,67,1,6
j.rnd_p1mdoubled,1,68,0.5,3
j.rnd_p1mdoubled,1,69,1,6
j.rnd_p1mdoubled,1,70,0.833333333333333,5
j.rnd_p1mdoubled,1,71,1,6
j.rnd_p1mdoubled,1,72,0.666666666666667,4
j.rnd_p1mdoubled,1,73,0.333333333333333,2
j.rnd_p1mdoubled,1,74,0.666666666666667,4
j.rnd_p1mdoubled,1,75,0.833333333333333,5
j.rnd_p1mdoubled,1,76,1,6
j.rnd_p1mdoubled,1,77,1,6
j.rnd_p1mdoubled,1,78,0.833333333333333,5
j.rnd_p1mdoubled,1,79,1,6
j.rnd_p1mdoubled,1,80,0.833333333333333,5
j.rnd_p1mdoubled,1,81,0.833333333333333,5
j.rnd_p1mdoubled,1,82,1,6
j.rnd_p1mdoubled,1,83,0.833333333333333,5
j.rnd_p1mdoubled,1,84,0.666666666666667,4
j.rnd_p1mdoubled,1,85,1,6
j.rnd_p1mdoubled,1,86,0.5,3
j.rnd_p1mdoubled,1,87,1,6
j.rnd_p1mdoubled,1,88,1,6
j.rnd_p1mdoubled,1,89,0.666666666666667,4
j.rnd_p1mdoubled,1,90,0.833333333333333,5
j.rnd_p1mdoubled,1,91,0.666666666666667,4
j.rnd_p1mdoubled,1,92,0.666666666666667,4
j.rnd_p1mdoubled,1,93,1,6
j.rnd_p1mdoubled,1,94,1,6
j.rnd_p1mdoubled,1,95,1,6
j.rnd_p1mdoubled,1,96,0.666666666666667,4
j.rnd_p1mdoubled,1,97,1,6
j.rnd_p1mdoubled,1,98,0.666666666666667,4
j.rnd_p1mdoubled,1,99,0.666666666666667,4
j.rnd_p1mdoubled,1,100,1,6
j.rnd_p1mdoubled,1,101,0.833333333333333,5
j.rnd_p1mdoubled,1,102,1,6
j.rnd_p1mdoubled,1,103,0.666666666666667,4
j.rnd_p1mdoubled,1,104,1,6
j.rnd_p1mdoubled,1,105,1,6
j.rnd_p1mdoubled,1,106,0.833333333333333,5
j.rnd_p1mdoubled,1,107,0.833333333333333,5
j.rnd_p1mdoubled,1,108,1,6
j.rnd_p1mdoubled,1,109,0.5,3
j.rnd_p1mdoubled,1,110,1,6
j.rnd_p1mdoubled,1,111,0.666666666666667,4
j.rnd_p1mdoubled,1,112,1,6
j.rnd_p1mdoubled,1,113,0.666666666666667,4
j.rnd_p1mdoubled,1,114,0.5,3
j.rnd_p1mdoubled,1,115,0.5,3
j.rnd_p1mdoubled,1,116,1,6
j.rnd_p1mdoubled,1,117,1,6
j.rnd_p1mdoubled,1,118,0.833333333333333,5
j.rnd_p1mdoubled,1,119,0.333333333333333,2
j.rnd_p1mdoubled,1,120,1,6
j.rnd_p1mdoubled,1,121,0.666666666666667,4
j.rnd_p1mdoubled,1,122,1,6
j.rnd_p1mdoubled,1,123,0.666666666666667,4
j.rnd_p1mdoubled,1,124,1,6
j.rnd_p1mdoubled,1,125,1,6
j.rnd_p1mdoubled,1,126,1,6
j.rnd_p1mdoubled,1,127,0.833333333333333,5
j.rnd_p1mdoubled,1,128,0.666666666666667,4
j.rnd_p1mdoubled,1,129,1,6
j.rnd_p1mdoubled,1,130,1,6
j.rnd_p1mdoubled,1,131,0.666666666666667,4
j.rnd_p1mdoubled,1,132,1,6
j.rnd_p1mdoubled,1,133,0.5,3
j.rnd_p1mdoubled,1,134,1,6
j.rnd_p1mdoubled,1,135,0.833333333333333,5
j.rnd_p1mdoubled,1,136,0.5,3
j.rnd_p1mdoubled,1,137,1,6
j.rnd_p1mdoubled,1,138,0.833333333333333,5
j.rnd_p1mdoubled,1,139,1,6
j.rnd_p1mdoubled,1,140,0.666666666666667,4
j.rnd_p1mdoubled,1,141,1,6
j.rnd_p1mdoubled,1,142,1,6
j.rnd_p1mdoubled,1,143,0.833333333333333,5
j.rnd_p1mdoubled,1,144,1,6
j.rnd_p1mdoubled,1,145,0.666666666666667,4
j.rnd_p1mdoubled,1,146,0.5,3
j.rnd_p1mdoubled,1,147,1,6
j.rnd_p1mdoubled,1,148,1,6
j.rnd_p1mdoubled,1,149,0.5,3
j.rnd_p1mdoubled,1,150,0.666666666666667,4
j.rnd_p1mdoubled,1,151,0.833333333333333,5
j.rnd_p1mdoubled,1,152,1,6
j.rnd_p1mdoubled,1,153,0.833333333333333,5
j.rnd_p1mdoubled,1,154,1,6
j.rnd_p1mdoubled,1,155,1,6
j.rnd_p1mdoubled,1,156,1,6
j.rnd_p1mdoubled,1,157,0.833333333333333,5
j.rnd_p1mdoubled,1,158,0.833333333333333,5
j.rnd_p1mdoubled,1,159,0.666666666666667,4
j.rnd_p1mdoubled,1,160,1,6
j.rnd_p1mdoubled,1,161,0.5,3
j.rnd_p1mdoubled,1,162,0.666666666666667,4
j.rnd_p1mdoubled,1,163,0.833333333333333,5
j.rnd_p1mdoubled,1,164,0.833333333333333,5
j.rnd_p1mdoubled,1,165,0.5,3
j.rnd_p1mdoubled,1,166,1,6
j.rnd_p1mdoubled,1,167,0.666666666666667,4
j.rnd_p1mdoubled,1,168,0.833333333333333,5
j.rnd_p1mdoubled,1,169,1,6
j.rnd_p1mdoubled,1,170,1,6
j.rnd_p1mdoubled,1,171,1,6
j.rnd_p1mdoubled,1,172,0.333333333333333,2
j.rnd_p1mdoubled,1,173,1,6
j.rnd_p1mdoubled,1,174,0.666666666666667,4
j.rnd_p1mdoubled,1,175,1,6
j.rnd_p1mdoubled,1,176,1,6
j.rnd_p1mdoubled,1,177,0.666666666666667,4
j.rnd_p1mdoubled,1,178,1,6
j.rnd_p1mdoubled,1,179,1,6
j.rnd_p1mdoubled,1,180,0.666666666666667,4
j.rnd_p1mdoubled,1,181,1,6
j.rnd_p1mdoubled,1,182,1,6
j.rnd_p1mdoubled,1,183,0.666666666666667,4
j.rnd_p1mdoubled,1,184,0.833333333333333,5
j.rnd_p1mdoubled,1,185,1,6
j.rnd_p1mdoubled,1,186,0.666666666666667,4
j.rnd_p1mdoubled,1,187,0.833333333333333,5
j.rnd_p1mdoubled,1,188,0.833333333333333,5
j.rnd_p1mdoubled,1,189,1,6
j.rnd_p1mdoubled,1,190,0.666666666666667,4
j.rnd_p1mdoubled,1,191,1,6
j.rnd_p1mdoubled,1,192,0.5,3
j.rnd_p1mdoubled,1,193,0.666666666666667,4
j.rnd_p1mdoubled,1,194,1,6
j.rnd_p1mdoubled,1,195,0.666666666666667,4
j.rnd_p1mdoubled,1,196,0.666666666666667,4
j.rnd_p1mdoubled,1,197,0.833333333333333,5
j.rnd_p1mdoubled,1,198,0.5,3
j.rnd_p1mdoubled,1,199,0.666666666666667,4
j.rnd_p1mdoubled,1,200,1,6
j.rnd_p1mdoubled,1,201,1,6
j.rnd_p1mdoubled,1,202,1,6
j.rnd_p1mdoubled,1,203,0.833333333333333,5
j.rnd_p1mdoubled,1,204,0.833333333333333,5
j.rnd_p1mdoubled,1,205,0.833333333333333,5
j.rnd_p1mdoubled,1,206,1,6
j.rnd_p1mdoubled,1,207,1,6
j.rnd_p1mdoubled,1,208,0.833333333333333,5
j.rnd_p1mdoubled,1,209,0.833333333333333,5
j.rnd_p1mdoubled,1,210,0.833333333333333,5
j.rnd_p1mdoubled,1,211,0.833333333333333,5
j.rnd_p1mdoubled,1,212,0.833333333333333,5
j.rnd_p1mdoubled,1,213,0.833333333333333,5
j.rnd_p1mdoubled,1,214,0.833333333333333,5
j.rnd_p1mdoubled,1,215,1,6
j.rnd_p1mdoubled,1,216,0.5,3
j.rnd_p1mdoubled,1,217,0.333333333333333,2
j.rnd_p1mdoubled,1,218,0.666666666666667,4
j.rnd_p1mdoubled,1,219,0.5,3
j.rnd_p1mdoubled,1,220,0.5,3
j.rnd_p1mdoubled,1,221,0.833333333333333,5
j.rnd_p1mdoubled,1,222,1,6
j.rnd_p1mdoubled,1,223,1,6
j.rnd_p1mdoubled,1,224,0.666666666666667,4
j.rnd_p1mdoubled,1,225,1,6
j.rnd_p1mdoubled,1,226,0.833333333333333,5
