Name,BDR,Makespan
j.rnd.10x10.train.3190,SPT.MWR.40,1049
j.rnd.10x10.train.3191,SPT.MWR.40,989
j.rnd.10x10.train.3192,SPT.MWR.40,1013
j.rnd.10x10.train.3193,SPT.MWR.40,1095
j.rnd.10x10.train.3194,SPT.MWR.40,1017
j.rnd.10x10.train.3195,SPT.MWR.40,935
j.rnd.10x10.train.3196,SPT.MWR.40,1195
j.rnd.10x10.train.3197,SPT.MWR.40,1033
j.rnd.10x10.train.3198,SPT.MWR.40,1015
j.rnd.10x10.train.3199,SPT.MWR.40,1035
j.rnd.10x10.train.3200,SPT.MWR.40,934
j.rnd.10x10.train.3201,SPT.MWR.40,1046
j.rnd.10x10.train.3202,SPT.MWR.40,949
j.rnd.10x10.train.3203,SPT.MWR.40,1097
j.rnd.10x10.train.3204,SPT.MWR.40,885
j.rnd.10x10.train.3205,SPT.MWR.40,1002
j.rnd.10x10.train.3206,SPT.MWR.40,1132
j.rnd.10x10.train.3207,SPT.MWR.40,1061
j.rnd.10x10.train.3208,SPT.MWR.40,950
j.rnd.10x10.train.3209,SPT.MWR.40,866
j.rnd.10x10.train.3210,SPT.MWR.40,922
j.rnd.10x10.train.3211,SPT.MWR.40,1117
j.rnd.10x10.train.3212,SPT.MWR.40,1014
j.rnd.10x10.train.3213,SPT.MWR.40,1129
j.rnd.10x10.train.3214,SPT.MWR.40,1021
j.rnd.10x10.train.3215,SPT.MWR.40,1092
j.rnd.10x10.train.3216,SPT.MWR.40,1032
j.rnd.10x10.train.3217,SPT.MWR.40,1192
j.rnd.10x10.train.3218,SPT.MWR.40,845
j.rnd.10x10.train.3219,SPT.MWR.40,1190
j.rnd.10x10.train.3220,SPT.MWR.40,870
j.rnd.10x10.train.3221,SPT.MWR.40,1103
j.rnd.10x10.train.3222,SPT.MWR.40,1053
j.rnd.10x10.train.3223,SPT.MWR.40,1086
j.rnd.10x10.train.3224,SPT.MWR.40,1074
j.rnd.10x10.train.3225,SPT.MWR.40,1022
j.rnd.10x10.train.3226,SPT.MWR.40,1009
j.rnd.10x10.train.3227,SPT.MWR.40,981
j.rnd.10x10.train.3228,SPT.MWR.40,1001
j.rnd.10x10.train.3229,SPT.MWR.40,1205
j.rnd.10x10.train.3230,SPT.MWR.40,1022
j.rnd.10x10.train.3231,SPT.MWR.40,1091
j.rnd.10x10.train.3232,SPT.MWR.40,1204
j.rnd.10x10.train.3233,SPT.MWR.40,1026
j.rnd.10x10.train.3234,SPT.MWR.40,1042
j.rnd.10x10.train.3235,SPT.MWR.40,913
j.rnd.10x10.train.3236,SPT.MWR.40,1109
j.rnd.10x10.train.3237,SPT.MWR.40,904
j.rnd.10x10.train.3238,SPT.MWR.40,1029
j.rnd.10x10.train.3239,SPT.MWR.40,976
j.rnd.10x10.train.3240,SPT.MWR.40,1074
j.rnd.10x10.train.3241,SPT.MWR.40,1031
j.rnd.10x10.train.3242,SPT.MWR.40,1037
j.rnd.10x10.train.3243,SPT.MWR.40,1070
j.rnd.10x10.train.3244,SPT.MWR.40,900
j.rnd.10x10.train.3245,SPT.MWR.40,1076
j.rnd.10x10.train.3246,SPT.MWR.40,1187
j.rnd.10x10.train.3247,SPT.MWR.40,1113
j.rnd.10x10.train.3248,SPT.MWR.40,1035
j.rnd.10x10.train.3249,SPT.MWR.40,1181
j.rnd.10x10.train.3250,SPT.MWR.40,1077
j.rnd.10x10.train.3251,SPT.MWR.40,1025
j.rnd.10x10.train.3252,SPT.MWR.40,998
j.rnd.10x10.train.3253,SPT.MWR.40,1186
j.rnd.10x10.train.3254,SPT.MWR.40,974
j.rnd.10x10.train.3255,SPT.MWR.40,1048
j.rnd.10x10.train.3256,SPT.MWR.40,963
j.rnd.10x10.train.3257,SPT.MWR.40,933
j.rnd.10x10.train.3258,SPT.MWR.40,1050
j.rnd.10x10.train.3259,SPT.MWR.40,867
j.rnd.10x10.train.3260,SPT.MWR.40,1087
j.rnd.10x10.train.3261,SPT.MWR.40,1074
j.rnd.10x10.train.3262,SPT.MWR.40,1094
j.rnd.10x10.train.3263,SPT.MWR.40,936
j.rnd.10x10.train.3264,SPT.MWR.40,1091
j.rnd.10x10.train.3265,SPT.MWR.40,1033
j.rnd.10x10.train.3266,SPT.MWR.40,1172
j.rnd.10x10.train.3267,SPT.MWR.40,1071
j.rnd.10x10.train.3268,SPT.MWR.40,1321
j.rnd.10x10.train.3269,SPT.MWR.40,1086
j.rnd.10x10.train.3270,SPT.MWR.40,1127
j.rnd.10x10.train.3271,SPT.MWR.40,959
j.rnd.10x10.train.3272,SPT.MWR.40,1119
j.rnd.10x10.train.3273,SPT.MWR.40,1010
j.rnd.10x10.train.3274,SPT.MWR.40,980
j.rnd.10x10.train.3275,SPT.MWR.40,990
j.rnd.10x10.train.3276,SPT.MWR.40,851
j.rnd.10x10.train.3277,SPT.MWR.40,1051
j.rnd.10x10.train.3278,SPT.MWR.40,1047
j.rnd.10x10.train.3279,SPT.MWR.40,1061
j.rnd.10x10.train.3280,SPT.MWR.40,1010
j.rnd.10x10.train.3281,SPT.MWR.40,1167
j.rnd.10x10.train.3282,SPT.MWR.40,1201
j.rnd.10x10.train.3283,SPT.MWR.40,1055
j.rnd.10x10.train.3284,SPT.MWR.40,1027
j.rnd.10x10.train.3285,SPT.MWR.40,1051
j.rnd.10x10.train.3286,SPT.MWR.40,1167
j.rnd.10x10.train.3287,SPT.MWR.40,1033
j.rnd.10x10.train.3288,SPT.MWR.40,1099
j.rnd.10x10.train.3289,SPT.MWR.40,1074
j.rnd.10x10.train.3290,SPT.MWR.40,931
j.rnd.10x10.train.3291,SPT.MWR.40,1115
j.rnd.10x10.train.3292,SPT.MWR.40,1169
j.rnd.10x10.train.3293,SPT.MWR.40,997
j.rnd.10x10.train.3294,SPT.MWR.40,1202
j.rnd.10x10.train.3295,SPT.MWR.40,1073
j.rnd.10x10.train.3296,SPT.MWR.40,1082
j.rnd.10x10.train.3297,SPT.MWR.40,992
j.rnd.10x10.train.3298,SPT.MWR.40,1010
j.rnd.10x10.train.3299,SPT.MWR.40,1055
j.rnd.10x10.train.3300,SPT.MWR.40,1045
j.rnd.10x10.train.3301,SPT.MWR.40,1010
j.rnd.10x10.train.3302,SPT.MWR.40,1178
j.rnd.10x10.train.3303,SPT.MWR.40,933
j.rnd.10x10.train.3304,SPT.MWR.40,958
j.rnd.10x10.train.3305,SPT.MWR.40,900
j.rnd.10x10.train.3306,SPT.MWR.40,962
j.rnd.10x10.train.3307,SPT.MWR.40,1067
j.rnd.10x10.train.3308,SPT.MWR.40,1043
j.rnd.10x10.train.3309,SPT.MWR.40,1097
j.rnd.10x10.train.3310,SPT.MWR.40,1027
j.rnd.10x10.train.3311,SPT.MWR.40,1078
j.rnd.10x10.train.3312,SPT.MWR.40,993
j.rnd.10x10.train.3313,SPT.MWR.40,1162
j.rnd.10x10.train.3314,SPT.MWR.40,1072
j.rnd.10x10.train.3315,SPT.MWR.40,1118
j.rnd.10x10.train.3316,SPT.MWR.40,1152
j.rnd.10x10.train.3317,SPT.MWR.40,985
j.rnd.10x10.train.3318,SPT.MWR.40,958
j.rnd.10x10.train.3319,SPT.MWR.40,910
j.rnd.10x10.train.3320,SPT.MWR.40,998
j.rnd.10x10.train.3321,SPT.MWR.40,1167
j.rnd.10x10.train.3322,SPT.MWR.40,1040
j.rnd.10x10.train.3323,SPT.MWR.40,1029
j.rnd.10x10.train.3324,SPT.MWR.40,988
j.rnd.10x10.train.3325,SPT.MWR.40,1170
j.rnd.10x10.train.3326,SPT.MWR.40,1277
j.rnd.10x10.train.3327,SPT.MWR.40,1196
j.rnd.10x10.train.3328,SPT.MWR.40,1277
j.rnd.10x10.train.3329,SPT.MWR.40,955
j.rnd.10x10.train.3330,SPT.MWR.40,1189
j.rnd.10x10.train.3331,SPT.MWR.40,1011
j.rnd.10x10.train.3332,SPT.MWR.40,993
j.rnd.10x10.train.3333,SPT.MWR.40,1121
j.rnd.10x10.train.3334,SPT.MWR.40,951
j.rnd.10x10.train.3335,SPT.MWR.40,930
j.rnd.10x10.train.3336,SPT.MWR.40,1026
j.rnd.10x10.train.3337,SPT.MWR.40,977
j.rnd.10x10.train.3338,SPT.MWR.40,1094
j.rnd.10x10.train.3339,SPT.MWR.40,1172
j.rnd.10x10.train.3340,SPT.MWR.40,1096
j.rnd.10x10.train.3341,SPT.MWR.40,1058
j.rnd.10x10.train.3342,SPT.MWR.40,1016
j.rnd.10x10.train.3343,SPT.MWR.40,1044
j.rnd.10x10.train.3344,SPT.MWR.40,1054
j.rnd.10x10.train.3345,SPT.MWR.40,1082
j.rnd.10x10.train.3346,SPT.MWR.40,976
j.rnd.10x10.train.3347,SPT.MWR.40,1026
j.rnd.10x10.train.3348,SPT.MWR.40,960
j.rnd.10x10.train.3349,SPT.MWR.40,1034
j.rnd.10x10.train.3350,SPT.MWR.40,1100
j.rnd.10x10.train.3351,SPT.MWR.40,968
j.rnd.10x10.train.3352,SPT.MWR.40,1133
j.rnd.10x10.train.3353,SPT.MWR.40,1054
j.rnd.10x10.train.3354,SPT.MWR.40,1085
j.rnd.10x10.train.3355,SPT.MWR.40,1190
j.rnd.10x10.train.3356,SPT.MWR.40,1251
j.rnd.10x10.train.3357,SPT.MWR.40,1030
j.rnd.10x10.train.3358,SPT.MWR.40,972
j.rnd.10x10.train.3359,SPT.MWR.40,1174
j.rnd.10x10.train.3360,SPT.MWR.40,1000
j.rnd.10x10.train.3361,SPT.MWR.40,1128
j.rnd.10x10.train.3362,SPT.MWR.40,1135
j.rnd.10x10.train.3363,SPT.MWR.40,1005
j.rnd.10x10.train.3364,SPT.MWR.40,1062
j.rnd.10x10.train.3365,SPT.MWR.40,1061
j.rnd.10x10.train.3366,SPT.MWR.40,1042
j.rnd.10x10.train.3367,SPT.MWR.40,1141
j.rnd.10x10.train.3368,SPT.MWR.40,905
j.rnd.10x10.train.3369,SPT.MWR.40,1073
j.rnd.10x10.train.3370,SPT.MWR.40,1027
j.rnd.10x10.train.3371,SPT.MWR.40,1033
j.rnd.10x10.train.3372,SPT.MWR.40,948
j.rnd.10x10.train.3373,SPT.MWR.40,979
j.rnd.10x10.train.3374,SPT.MWR.40,1072
j.rnd.10x10.train.3375,SPT.MWR.40,1073
j.rnd.10x10.train.3376,SPT.MWR.40,951
j.rnd.10x10.train.3377,SPT.MWR.40,965
j.rnd.10x10.train.3378,SPT.MWR.40,1031
j.rnd.10x10.train.3379,SPT.MWR.40,1167
j.rnd.10x10.train.3380,SPT.MWR.40,992
j.rnd.10x10.train.3381,SPT.MWR.40,1114
j.rnd.10x10.train.3382,SPT.MWR.40,983
j.rnd.10x10.train.3383,SPT.MWR.40,1050
j.rnd.10x10.train.3384,SPT.MWR.40,944
j.rnd.10x10.train.3385,SPT.MWR.40,1160
j.rnd.10x10.train.3386,SPT.MWR.40,1110
j.rnd.10x10.train.3387,SPT.MWR.40,1068
j.rnd.10x10.train.3388,SPT.MWR.40,956
j.rnd.10x10.train.3389,SPT.MWR.40,866
j.rnd.10x10.train.3390,SPT.MWR.40,1131
j.rnd.10x10.train.3391,SPT.MWR.40,1110
j.rnd.10x10.train.3392,SPT.MWR.40,1086
j.rnd.10x10.train.3393,SPT.MWR.40,1156
j.rnd.10x10.train.3394,SPT.MWR.40,1186
j.rnd.10x10.train.3395,SPT.MWR.40,931
j.rnd.10x10.train.3396,SPT.MWR.40,1031
j.rnd.10x10.train.3397,SPT.MWR.40,976
j.rnd.10x10.train.3398,SPT.MWR.40,1033
j.rnd.10x10.train.3399,SPT.MWR.40,1119
j.rnd.10x10.train.3400,SPT.MWR.40,1155
j.rnd.10x10.train.3401,SPT.MWR.40,913
j.rnd.10x10.train.3402,SPT.MWR.40,975
j.rnd.10x10.train.3403,SPT.MWR.40,1089
j.rnd.10x10.train.3404,SPT.MWR.40,1069
j.rnd.10x10.train.3405,SPT.MWR.40,1052
j.rnd.10x10.train.3406,SPT.MWR.40,1030
j.rnd.10x10.train.3407,SPT.MWR.40,1219
j.rnd.10x10.train.3408,SPT.MWR.40,1214
j.rnd.10x10.train.3409,SPT.MWR.40,1065
j.rnd.10x10.train.3410,SPT.MWR.40,1083
j.rnd.10x10.train.3411,SPT.MWR.40,1189
j.rnd.10x10.train.3412,SPT.MWR.40,1141
j.rnd.10x10.train.3413,SPT.MWR.40,1026
j.rnd.10x10.train.3414,SPT.MWR.40,1054
j.rnd.10x10.train.3415,SPT.MWR.40,1177
j.rnd.10x10.train.3416,SPT.MWR.40,1027
j.rnd.10x10.train.3417,SPT.MWR.40,927
j.rnd.10x10.train.3418,SPT.MWR.40,1015
j.rnd.10x10.train.3419,SPT.MWR.40,987
j.rnd.10x10.train.3420,SPT.MWR.40,1087
j.rnd.10x10.train.3421,SPT.MWR.40,1069
j.rnd.10x10.train.3422,SPT.MWR.40,1007
j.rnd.10x10.train.3423,SPT.MWR.40,987
j.rnd.10x10.train.3424,SPT.MWR.40,1085
j.rnd.10x10.train.3425,SPT.MWR.40,923
j.rnd.10x10.train.3426,SPT.MWR.40,999
j.rnd.10x10.train.3427,SPT.MWR.40,931
j.rnd.10x10.train.3428,SPT.MWR.40,989
j.rnd.10x10.train.3429,SPT.MWR.40,1139
j.rnd.10x10.train.3430,SPT.MWR.40,1150
j.rnd.10x10.train.3431,SPT.MWR.40,1061
j.rnd.10x10.train.3432,SPT.MWR.40,1138
j.rnd.10x10.train.3433,SPT.MWR.40,1010
j.rnd.10x10.train.3434,SPT.MWR.40,1192
j.rnd.10x10.train.3435,SPT.MWR.40,1009
j.rnd.10x10.train.3436,SPT.MWR.40,968
j.rnd.10x10.train.3437,SPT.MWR.40,1005
j.rnd.10x10.train.3438,SPT.MWR.40,953
j.rnd.10x10.train.3439,SPT.MWR.40,1041
j.rnd.10x10.train.3440,SPT.MWR.40,1069
j.rnd.10x10.train.3441,SPT.MWR.40,1035
j.rnd.10x10.train.3442,SPT.MWR.40,1127
j.rnd.10x10.train.3443,SPT.MWR.40,1012
j.rnd.10x10.train.3444,SPT.MWR.40,872
j.rnd.10x10.train.3445,SPT.MWR.40,1092
j.rnd.10x10.train.3446,SPT.MWR.40,1019
j.rnd.10x10.train.3447,SPT.MWR.40,1101
j.rnd.10x10.train.3448,SPT.MWR.40,1036
j.rnd.10x10.train.3449,SPT.MWR.40,933
j.rnd.10x10.train.3450,SPT.MWR.40,1327
j.rnd.10x10.train.3451,SPT.MWR.40,1122
j.rnd.10x10.train.3452,SPT.MWR.40,1097
j.rnd.10x10.train.3453,SPT.MWR.40,1148
j.rnd.10x10.train.3454,SPT.MWR.40,977
j.rnd.10x10.train.3455,SPT.MWR.40,965
j.rnd.10x10.train.3456,SPT.MWR.40,1162
j.rnd.10x10.train.3457,SPT.MWR.40,1076
j.rnd.10x10.train.3458,SPT.MWR.40,948
j.rnd.10x10.train.3459,SPT.MWR.40,1132
j.rnd.10x10.train.3460,SPT.MWR.40,1174
j.rnd.10x10.train.3461,SPT.MWR.40,846
j.rnd.10x10.train.3462,SPT.MWR.40,1121
j.rnd.10x10.train.3463,SPT.MWR.40,1079
j.rnd.10x10.train.3464,SPT.MWR.40,1064
j.rnd.10x10.train.3465,SPT.MWR.40,1170
j.rnd.10x10.train.3466,SPT.MWR.40,978
j.rnd.10x10.train.3467,SPT.MWR.40,1147
j.rnd.10x10.train.3468,SPT.MWR.40,1094
j.rnd.10x10.train.3469,SPT.MWR.40,900
j.rnd.10x10.train.3470,SPT.MWR.40,1017
j.rnd.10x10.train.3471,SPT.MWR.40,1112
j.rnd.10x10.train.3472,SPT.MWR.40,1170
j.rnd.10x10.train.3473,SPT.MWR.40,1006
j.rnd.10x10.train.3474,SPT.MWR.40,959
j.rnd.10x10.train.3475,SPT.MWR.40,1053
j.rnd.10x10.train.3476,SPT.MWR.40,1061
j.rnd.10x10.train.3477,SPT.MWR.40,1051
j.rnd.10x10.train.3478,SPT.MWR.40,1080
j.rnd.10x10.train.3479,SPT.MWR.40,1049
j.rnd.10x10.train.3480,SPT.MWR.40,1026
j.rnd.10x10.train.3481,SPT.MWR.40,980
j.rnd.10x10.train.3482,SPT.MWR.40,997
j.rnd.10x10.train.3483,SPT.MWR.40,953
j.rnd.10x10.train.3484,SPT.MWR.40,1036
j.rnd.10x10.train.3485,SPT.MWR.40,884
j.rnd.10x10.train.3486,SPT.MWR.40,1066
j.rnd.10x10.train.3487,SPT.MWR.40,947
j.rnd.10x10.train.3488,SPT.MWR.40,966
j.rnd.10x10.train.3489,SPT.MWR.40,1139
j.rnd.10x10.train.3490,SPT.MWR.40,1102
j.rnd.10x10.train.3491,SPT.MWR.40,1037
j.rnd.10x10.train.3492,SPT.MWR.40,1082
j.rnd.10x10.train.3493,SPT.MWR.40,1026
j.rnd.10x10.train.3494,SPT.MWR.40,1039
j.rnd.10x10.train.3495,SPT.MWR.40,1112
j.rnd.10x10.train.3496,SPT.MWR.40,1041
j.rnd.10x10.train.3497,SPT.MWR.40,1210
j.rnd.10x10.train.3498,SPT.MWR.40,1101
j.rnd.10x10.train.3499,SPT.MWR.40,909
j.rnd.10x10.train.3500,SPT.MWR.40,1112
j.rnd.10x10.train.3501,SPT.MWR.40,1101
j.rnd.10x10.train.3502,SPT.MWR.40,1064
j.rnd.10x10.train.3503,SPT.MWR.40,997
j.rnd.10x10.train.3504,SPT.MWR.40,1116
j.rnd.10x10.train.3505,SPT.MWR.40,1068
j.rnd.10x10.train.3506,SPT.MWR.40,991
j.rnd.10x10.train.3507,SPT.MWR.40,943
j.rnd.10x10.train.3508,SPT.MWR.40,1314
j.rnd.10x10.train.3509,SPT.MWR.40,942
j.rnd.10x10.train.3510,SPT.MWR.40,1079
j.rnd.10x10.train.3511,SPT.MWR.40,1129
j.rnd.10x10.train.3512,SPT.MWR.40,1076
j.rnd.10x10.train.3513,SPT.MWR.40,1129
j.rnd.10x10.train.3514,SPT.MWR.40,1040
j.rnd.10x10.train.3515,SPT.MWR.40,987
j.rnd.10x10.train.3516,SPT.MWR.40,1049
j.rnd.10x10.train.3517,SPT.MWR.40,1088
j.rnd.10x10.train.3518,SPT.MWR.40,950
j.rnd.10x10.train.3519,SPT.MWR.40,1073
j.rnd.10x10.train.3520,SPT.MWR.40,1011
j.rnd.10x10.train.3521,SPT.MWR.40,1026
j.rnd.10x10.train.3522,SPT.MWR.40,954
j.rnd.10x10.train.3523,SPT.MWR.40,947
j.rnd.10x10.train.3524,SPT.MWR.40,995
j.rnd.10x10.train.3525,SPT.MWR.40,1153
j.rnd.10x10.train.3526,SPT.MWR.40,983
j.rnd.10x10.train.3527,SPT.MWR.40,1093
j.rnd.10x10.train.3528,SPT.MWR.40,942
j.rnd.10x10.train.3529,SPT.MWR.40,1096
j.rnd.10x10.train.3530,SPT.MWR.40,1084
j.rnd.10x10.train.3531,SPT.MWR.40,1107
j.rnd.10x10.train.3532,SPT.MWR.40,1148
j.rnd.10x10.train.3533,SPT.MWR.40,1038
j.rnd.10x10.train.3534,SPT.MWR.40,1015
j.rnd.10x10.train.3535,SPT.MWR.40,1026
j.rnd.10x10.train.3536,SPT.MWR.40,1106
j.rnd.10x10.train.3537,SPT.MWR.40,1262
j.rnd.10x10.train.3538,SPT.MWR.40,1197
j.rnd.10x10.train.3539,SPT.MWR.40,1076
j.rnd.10x10.train.3540,SPT.MWR.40,1081
j.rnd.10x10.train.3541,SPT.MWR.40,992
j.rnd.10x10.train.3542,SPT.MWR.40,988
j.rnd.10x10.train.3543,SPT.MWR.40,971
j.rnd.10x10.train.3544,SPT.MWR.40,1165
j.rnd.10x10.train.3545,SPT.MWR.40,1098
j.rnd.10x10.train.3546,SPT.MWR.40,1046
j.rnd.10x10.train.3547,SPT.MWR.40,971
j.rnd.10x10.train.3548,SPT.MWR.40,1050
j.rnd.10x10.train.3549,SPT.MWR.40,966
j.rnd.10x10.train.3550,SPT.MWR.40,899
j.rnd.10x10.train.3551,SPT.MWR.40,969
j.rnd.10x10.train.3552,SPT.MWR.40,1024
j.rnd.10x10.train.3553,SPT.MWR.40,964
j.rnd.10x10.train.3554,SPT.MWR.40,1224
j.rnd.10x10.train.3555,SPT.MWR.40,1124
j.rnd.10x10.train.3556,SPT.MWR.40,1166
j.rnd.10x10.train.3557,SPT.MWR.40,1029
j.rnd.10x10.train.3558,SPT.MWR.40,1127
j.rnd.10x10.train.3559,SPT.MWR.40,1095
j.rnd.10x10.train.3560,SPT.MWR.40,1030
j.rnd.10x10.train.3561,SPT.MWR.40,1061
j.rnd.10x10.train.3562,SPT.MWR.40,974
j.rnd.10x10.train.3563,SPT.MWR.40,976
j.rnd.10x10.train.3564,SPT.MWR.40,1085
j.rnd.10x10.train.3565,SPT.MWR.40,985
j.rnd.10x10.train.3566,SPT.MWR.40,1046
j.rnd.10x10.train.3567,SPT.MWR.40,909
j.rnd.10x10.train.3568,SPT.MWR.40,1101
j.rnd.10x10.train.3569,SPT.MWR.40,1066
j.rnd.10x10.train.3570,SPT.MWR.40,1032
j.rnd.10x10.train.3571,SPT.MWR.40,989
j.rnd.10x10.train.3572,SPT.MWR.40,1221
j.rnd.10x10.train.3573,SPT.MWR.40,1209
j.rnd.10x10.train.3574,SPT.MWR.40,1133
j.rnd.10x10.train.3575,SPT.MWR.40,1138
j.rnd.10x10.train.3576,SPT.MWR.40,1017
j.rnd.10x10.train.3577,SPT.MWR.40,1167
j.rnd.10x10.train.3578,SPT.MWR.40,1036
j.rnd.10x10.train.3579,SPT.MWR.40,944
j.rnd.10x10.train.3580,SPT.MWR.40,1082
j.rnd.10x10.train.3581,SPT.MWR.40,1013
j.rnd.10x10.train.3582,SPT.MWR.40,1144
j.rnd.10x10.train.3583,SPT.MWR.40,992
j.rnd.10x10.train.3584,SPT.MWR.40,1058
j.rnd.10x10.train.3585,SPT.MWR.40,1088
j.rnd.10x10.train.3586,SPT.MWR.40,1146
j.rnd.10x10.train.3587,SPT.MWR.40,1041
j.rnd.10x10.train.3588,SPT.MWR.40,985
j.rnd.10x10.train.3589,SPT.MWR.40,1062
j.rnd.10x10.train.3590,SPT.MWR.40,1140
j.rnd.10x10.train.3591,SPT.MWR.40,980
j.rnd.10x10.train.3592,SPT.MWR.40,1065
j.rnd.10x10.train.3593,SPT.MWR.40,1162
j.rnd.10x10.train.3594,SPT.MWR.40,1007
j.rnd.10x10.train.3595,SPT.MWR.40,1255
j.rnd.10x10.train.3596,SPT.MWR.40,1101
j.rnd.10x10.train.3597,SPT.MWR.40,977
j.rnd.10x10.train.3598,SPT.MWR.40,920
j.rnd.10x10.train.3599,SPT.MWR.40,1130
j.rnd.10x10.train.3600,SPT.MWR.40,1136
j.rnd.10x10.train.3601,SPT.MWR.40,1087
j.rnd.10x10.train.3602,SPT.MWR.40,1002
j.rnd.10x10.train.3603,SPT.MWR.40,1063
j.rnd.10x10.train.3604,SPT.MWR.40,955
j.rnd.10x10.train.3605,SPT.MWR.40,976
j.rnd.10x10.train.3606,SPT.MWR.40,1106
j.rnd.10x10.train.3607,SPT.MWR.40,972
j.rnd.10x10.train.3608,SPT.MWR.40,1016
j.rnd.10x10.train.3609,SPT.MWR.40,1009
j.rnd.10x10.train.3610,SPT.MWR.40,1045
j.rnd.10x10.train.3611,SPT.MWR.40,1008
j.rnd.10x10.train.3612,SPT.MWR.40,1050
j.rnd.10x10.train.3613,SPT.MWR.40,1108
j.rnd.10x10.train.3614,SPT.MWR.40,1188
j.rnd.10x10.train.3615,SPT.MWR.40,1068
j.rnd.10x10.train.3616,SPT.MWR.40,904
j.rnd.10x10.train.3617,SPT.MWR.40,1027
j.rnd.10x10.train.3618,SPT.MWR.40,1000
j.rnd.10x10.train.3619,SPT.MWR.40,946
j.rnd.10x10.train.3620,SPT.MWR.40,1028
j.rnd.10x10.train.3621,SPT.MWR.40,1040
j.rnd.10x10.train.3622,SPT.MWR.40,1202
j.rnd.10x10.train.3623,SPT.MWR.40,1077
j.rnd.10x10.train.3624,SPT.MWR.40,1084
j.rnd.10x10.train.3625,SPT.MWR.40,1154
j.rnd.10x10.train.3626,SPT.MWR.40,1252
j.rnd.10x10.train.3627,SPT.MWR.40,1079
j.rnd.10x10.train.3628,SPT.MWR.40,1038
j.rnd.10x10.train.3629,SPT.MWR.40,960
j.rnd.10x10.train.3630,SPT.MWR.40,1107
j.rnd.10x10.train.3631,SPT.MWR.40,1080
j.rnd.10x10.train.3632,SPT.MWR.40,1052
j.rnd.10x10.train.3633,SPT.MWR.40,1050
j.rnd.10x10.train.3634,SPT.MWR.40,1103
j.rnd.10x10.train.3635,SPT.MWR.40,1087
j.rnd.10x10.train.3636,SPT.MWR.40,1086
j.rnd.10x10.train.3637,SPT.MWR.40,919
j.rnd.10x10.train.3638,SPT.MWR.40,1149
j.rnd.10x10.train.3639,SPT.MWR.40,1037
j.rnd.10x10.train.3640,SPT.MWR.40,1047
j.rnd.10x10.train.3641,SPT.MWR.40,1007
j.rnd.10x10.train.3642,SPT.MWR.40,1124
j.rnd.10x10.train.3643,SPT.MWR.40,1046
j.rnd.10x10.train.3644,SPT.MWR.40,1048
j.rnd.10x10.train.3645,SPT.MWR.40,1170
j.rnd.10x10.train.3646,SPT.MWR.40,1129
j.rnd.10x10.train.3647,SPT.MWR.40,1038
j.rnd.10x10.train.3648,SPT.MWR.40,1124
j.rnd.10x10.train.3649,SPT.MWR.40,1010
j.rnd.10x10.train.3650,SPT.MWR.40,1018
j.rnd.10x10.train.3651,SPT.MWR.40,1088
j.rnd.10x10.train.3652,SPT.MWR.40,1000
j.rnd.10x10.train.3653,SPT.MWR.40,989
j.rnd.10x10.train.3654,SPT.MWR.40,1036
j.rnd.10x10.train.3655,SPT.MWR.40,1109
j.rnd.10x10.train.3656,SPT.MWR.40,1145
j.rnd.10x10.train.3657,SPT.MWR.40,1026
j.rnd.10x10.train.3658,SPT.MWR.40,997
j.rnd.10x10.train.3659,SPT.MWR.40,938
j.rnd.10x10.train.3660,SPT.MWR.40,1250
j.rnd.10x10.train.3661,SPT.MWR.40,1027
j.rnd.10x10.train.3662,SPT.MWR.40,1006
j.rnd.10x10.train.3663,SPT.MWR.40,1072
j.rnd.10x10.train.3664,SPT.MWR.40,1083
j.rnd.10x10.train.3665,SPT.MWR.40,1162
j.rnd.10x10.train.3666,SPT.MWR.40,1079
j.rnd.10x10.train.3667,SPT.MWR.40,1031
j.rnd.10x10.train.3668,SPT.MWR.40,1180
j.rnd.10x10.train.3669,SPT.MWR.40,1095
j.rnd.10x10.train.3670,SPT.MWR.40,1037
j.rnd.10x10.train.3671,SPT.MWR.40,1086
j.rnd.10x10.train.3672,SPT.MWR.40,1069
j.rnd.10x10.train.3673,SPT.MWR.40,972
j.rnd.10x10.train.3674,SPT.MWR.40,971
j.rnd.10x10.train.3675,SPT.MWR.40,978
j.rnd.10x10.train.3676,SPT.MWR.40,981
j.rnd.10x10.train.3677,SPT.MWR.40,967
j.rnd.10x10.train.3678,SPT.MWR.40,981
j.rnd.10x10.train.3679,SPT.MWR.40,1029
j.rnd.10x10.train.3680,SPT.MWR.40,1170
j.rnd.10x10.train.3681,SPT.MWR.40,1120
j.rnd.10x10.train.3682,SPT.MWR.40,1141
j.rnd.10x10.train.3683,SPT.MWR.40,1183
j.rnd.10x10.train.3684,SPT.MWR.40,1099
j.rnd.10x10.train.3685,SPT.MWR.40,995
j.rnd.10x10.train.3686,SPT.MWR.40,1201
j.rnd.10x10.train.3687,SPT.MWR.40,1093
j.rnd.10x10.train.3688,SPT.MWR.40,1171
j.rnd.10x10.train.3689,SPT.MWR.40,864
j.rnd.10x10.train.3690,SPT.MWR.40,1202
j.rnd.10x10.train.3691,SPT.MWR.40,1029
j.rnd.10x10.train.3692,SPT.MWR.40,967
j.rnd.10x10.train.3693,SPT.MWR.40,1025
