Name,Optimum,Solved
f.rndn.10x10.train.1,973,bks
f.rndn.10x10.train.2,959,bks
f.rndn.10x10.train.3,953,bks
f.rndn.10x10.train.4,969,bks
f.rndn.10x10.train.5,950,bks
f.rndn.10x10.train.6,972,bks
f.rndn.10x10.train.7,962,bks
f.rndn.10x10.train.8,951,bks
f.rndn.10x10.train.9,960,bks
f.rndn.10x10.train.10,969,bks
f.rndn.10x10.train.11,978,bks
f.rndn.10x10.train.12,953,bks
f.rndn.10x10.train.13,974,bks
f.rndn.10x10.train.14,962,bks
f.rndn.10x10.train.15,962,bks
f.rndn.10x10.train.16,969,bks
f.rndn.10x10.train.17,965,bks
f.rndn.10x10.train.18,968,bks
f.rndn.10x10.train.19,970,bks
f.rndn.10x10.train.20,963,bks
f.rndn.10x10.train.21,958,bks
f.rndn.10x10.train.22,959,bks
f.rndn.10x10.train.23,971,bks
