Name,Optimum,Solved
f.rnd.6x5.train.1,567,opt
f.rnd.6x5.train.2,461,opt
f.rnd.6x5.train.3,471,opt
f.rnd.6x5.train.4,554,opt
f.rnd.6x5.train.5,525,opt
f.rnd.6x5.train.6,552,opt
f.rnd.6x5.train.7,524,opt
f.rnd.6x5.train.8,516,opt
f.rnd.6x5.train.9,517,opt
f.rnd.6x5.train.10,544,opt
f.rnd.6x5.train.11,532,opt
f.rnd.6x5.train.12,506,opt
f.rnd.6x5.train.13,614,opt
f.rnd.6x5.train.14,521,opt
f.rnd.6x5.train.15,615,opt
f.rnd.6x5.train.16,564,opt
f.rnd.6x5.train.17,526,opt
f.rnd.6x5.train.18,527,opt
f.rnd.6x5.train.19,579,opt
f.rnd.6x5.train.20,521,opt
f.rnd.6x5.train.21,458,opt
f.rnd.6x5.train.22,557,opt
f.rnd.6x5.train.23,551,opt
f.rnd.6x5.train.24,523,opt
f.rnd.6x5.train.25,489,opt
f.rnd.6x5.train.26,562,opt
f.rnd.6x5.train.27,484,opt
f.rnd.6x5.train.28,444,opt
f.rnd.6x5.train.29,528,opt
f.rnd.6x5.train.30,564,opt
f.rnd.6x5.train.31,545,opt
f.rnd.6x5.train.32,610,opt
f.rnd.6x5.train.33,558,opt
f.rnd.6x5.train.34,536,opt
f.rnd.6x5.train.35,613,opt
f.rnd.6x5.train.36,474,opt
f.rnd.6x5.train.37,433,opt
f.rnd.6x5.train.38,584,opt
f.rnd.6x5.train.39,503,opt
f.rnd.6x5.train.40,429,opt
f.rnd.6x5.train.41,488,opt
f.rnd.6x5.train.42,496,opt
f.rnd.6x5.train.43,386,opt
f.rnd.6x5.train.44,535,opt
f.rnd.6x5.train.45,479,opt
f.rnd.6x5.train.46,622,opt
f.rnd.6x5.train.47,609,opt
f.rnd.6x5.train.48,563,opt
f.rnd.6x5.train.49,556,opt
f.rnd.6x5.train.50,551,opt
f.rnd.6x5.train.51,561,opt
f.rnd.6x5.train.52,622,opt
f.rnd.6x5.train.53,545,opt
f.rnd.6x5.train.54,644,opt
f.rnd.6x5.train.55,583,opt
f.rnd.6x5.train.56,537,opt
f.rnd.6x5.train.57,501,opt
f.rnd.6x5.train.58,592,opt
f.rnd.6x5.train.59,557,opt
f.rnd.6x5.train.60,552,opt
f.rnd.6x5.train.61,497,opt
f.rnd.6x5.train.62,442,opt
f.rnd.6x5.train.63,573,opt
f.rnd.6x5.train.64,554,opt
f.rnd.6x5.train.65,546,opt
f.rnd.6x5.train.66,548,opt
f.rnd.6x5.train.67,520,opt
f.rnd.6x5.train.68,539,opt
f.rnd.6x5.train.69,537,opt
f.rnd.6x5.train.70,512,opt
f.rnd.6x5.train.71,519,opt
f.rnd.6x5.train.72,584,opt
f.rnd.6x5.train.73,473,opt
f.rnd.6x5.train.74,451,opt
f.rnd.6x5.train.75,546,opt
f.rnd.6x5.train.76,521,opt
f.rnd.6x5.train.77,509,opt
f.rnd.6x5.train.78,554,opt
f.rnd.6x5.train.79,564,opt
f.rnd.6x5.train.80,428,opt
f.rnd.6x5.train.81,465,opt
f.rnd.6x5.train.82,559,opt
f.rnd.6x5.train.83,547,opt
f.rnd.6x5.train.84,476,opt
f.rnd.6x5.train.85,554,opt
f.rnd.6x5.train.86,451,opt
f.rnd.6x5.train.87,602,opt
f.rnd.6x5.train.88,508,opt
f.rnd.6x5.train.89,503,opt
f.rnd.6x5.train.90,552,opt
f.rnd.6x5.train.91,524,opt
f.rnd.6x5.train.92,588,opt
f.rnd.6x5.train.93,442,opt
f.rnd.6x5.train.94,528,opt
f.rnd.6x5.train.95,457,opt
f.rnd.6x5.train.96,522,opt
f.rnd.6x5.train.97,572,opt
f.rnd.6x5.train.98,508,opt
f.rnd.6x5.train.99,588,opt
f.rnd.6x5.train.100,597,opt
f.rnd.6x5.train.101,470,opt
f.rnd.6x5.train.102,550,opt
f.rnd.6x5.train.103,466,opt
f.rnd.6x5.train.104,500,opt
f.rnd.6x5.train.105,538,opt
f.rnd.6x5.train.106,509,opt
f.rnd.6x5.train.107,625,opt
f.rnd.6x5.train.108,461,opt
f.rnd.6x5.train.109,536,opt
f.rnd.6x5.train.110,499,opt
f.rnd.6x5.train.111,574,opt
f.rnd.6x5.train.112,537,opt
f.rnd.6x5.train.113,540,opt
f.rnd.6x5.train.114,538,opt
f.rnd.6x5.train.115,462,opt
f.rnd.6x5.train.116,617,opt
f.rnd.6x5.train.117,436,opt
f.rnd.6x5.train.118,503,opt
f.rnd.6x5.train.119,561,opt
f.rnd.6x5.train.120,567,opt
f.rnd.6x5.train.121,470,opt
f.rnd.6x5.train.122,547,opt
f.rnd.6x5.train.123,515,opt
f.rnd.6x5.train.124,614,opt
f.rnd.6x5.train.125,566,opt
