Name,Optimum,Solved
j.rnd_pj1doubled.8x8.train.1,862,opt
j.rnd_pj1doubled.8x8.train.2,741,opt
j.rnd_pj1doubled.8x8.train.3,964,opt
j.rnd_pj1doubled.8x8.train.4,912,opt
j.rnd_pj1doubled.8x8.train.5,864,opt
j.rnd_pj1doubled.8x8.train.6,1012,opt
j.rnd_pj1doubled.8x8.train.7,869,opt
j.rnd_pj1doubled.8x8.train.8,712,opt
j.rnd_pj1doubled.8x8.train.9,740,opt
j.rnd_pj1doubled.8x8.train.10,829,opt
j.rnd_pj1doubled.8x8.train.11,802,opt
j.rnd_pj1doubled.8x8.train.12,910,opt
j.rnd_pj1doubled.8x8.train.13,880,opt
j.rnd_pj1doubled.8x8.train.14,1010,opt
j.rnd_pj1doubled.8x8.train.15,805,opt
j.rnd_pj1doubled.8x8.train.16,910,opt
j.rnd_pj1doubled.8x8.train.17,1058,opt
j.rnd_pj1doubled.8x8.train.18,687,opt
j.rnd_pj1doubled.8x8.train.19,783,opt
j.rnd_pj1doubled.8x8.train.20,670,opt
j.rnd_pj1doubled.8x8.train.21,860,opt
j.rnd_pj1doubled.8x8.train.22,810,opt
j.rnd_pj1doubled.8x8.train.23,794,opt
j.rnd_pj1doubled.8x8.train.24,910,opt
j.rnd_pj1doubled.8x8.train.25,860,opt
j.rnd_pj1doubled.8x8.train.26,810,opt
j.rnd_pj1doubled.8x8.train.27,960,opt
j.rnd_pj1doubled.8x8.train.28,774,opt
j.rnd_pj1doubled.8x8.train.29,718,opt
j.rnd_pj1doubled.8x8.train.30,795,opt
j.rnd_pj1doubled.8x8.train.31,778,opt
j.rnd_pj1doubled.8x8.train.32,768,opt
j.rnd_pj1doubled.8x8.train.33,856,opt
j.rnd_pj1doubled.8x8.train.34,1006,opt
j.rnd_pj1doubled.8x8.train.35,992,opt
j.rnd_pj1doubled.8x8.train.36,717,opt
j.rnd_pj1doubled.8x8.train.37,858,opt
j.rnd_pj1doubled.8x8.train.38,1008,opt
j.rnd_pj1doubled.8x8.train.39,956,opt
j.rnd_pj1doubled.8x8.train.40,706,opt
j.rnd_pj1doubled.8x8.train.41,656,opt
j.rnd_pj1doubled.8x8.train.42,1009,opt
j.rnd_pj1doubled.8x8.train.43,756,opt
j.rnd_pj1doubled.8x8.train.44,713,opt
j.rnd_pj1doubled.8x8.train.45,716,opt
j.rnd_pj1doubled.8x8.train.46,1204,opt
j.rnd_pj1doubled.8x8.train.47,954,opt
j.rnd_pj1doubled.8x8.train.48,726,opt
j.rnd_pj1doubled.8x8.train.49,762,opt
j.rnd_pj1doubled.8x8.train.50,1200,opt
j.rnd_pj1doubled.8x8.train.51,845,opt
j.rnd_pj1doubled.8x8.train.52,791,opt
j.rnd_pj1doubled.8x8.train.53,911,opt
j.rnd_pj1doubled.8x8.train.54,766,opt
j.rnd_pj1doubled.8x8.train.55,954,opt
j.rnd_pj1doubled.8x8.train.56,813,opt
j.rnd_pj1doubled.8x8.train.57,850,opt
j.rnd_pj1doubled.8x8.train.58,998,opt
j.rnd_pj1doubled.8x8.train.59,971,opt
j.rnd_pj1doubled.8x8.train.60,902,opt
j.rnd_pj1doubled.8x8.train.61,850,opt
j.rnd_pj1doubled.8x8.train.62,743,opt
j.rnd_pj1doubled.8x8.train.63,810,opt
j.rnd_pj1doubled.8x8.train.64,838,opt
j.rnd_pj1doubled.8x8.train.65,742,opt
j.rnd_pj1doubled.8x8.train.66,1014,opt
j.rnd_pj1doubled.8x8.train.67,750,opt
j.rnd_pj1doubled.8x8.train.68,1098,opt
j.rnd_pj1doubled.8x8.train.69,850,opt
j.rnd_pj1doubled.8x8.train.70,726,opt
j.rnd_pj1doubled.8x8.train.71,960,opt
j.rnd_pj1doubled.8x8.train.72,1098,opt
j.rnd_pj1doubled.8x8.train.73,788,opt
j.rnd_pj1doubled.8x8.train.74,722,opt
