PID,Step,Rank,ResultingOptMakespan,Followed,phi.MWR,phi.LWR,phi.SPT,phi.LPT,phi.RNDmean,phi.RNDstd,phi.RNDmax,phi.RNDmin,sdr.MWR,sdr.LWR,sdr.SPT,sdr.LPT
0,0,-1,-17,1,-65,144,0,50,-17,5,-26,-61,0,1,0,1
0,0,1,17,1,65,-144,0,-50,17,-5,26,61,0,1,0,1
0,0,-1,-17,0,-57,130,0,46,-2,6,-13,-42,0,1,1,1
0,0,1,17,0,57,-130,0,-46,2,-6,13,42,0,1,1,1
0,0,-1,-17,0,-13,124,0,83,0,16,16,-51,0,0,1,1
0,0,1,17,0,13,-124,0,-83,0,-16,-16,51,0,0,1,1
0,0,-1,-24,0,-57,-212,0,-110,-38,-10,-33,17,0,1,1,1
0,0,1,24,0,57,212,0,110,38,10,33,-17,0,1,1,1
0,0,-1,-24,0,57,64,-46,14,-27,13,6,-58,1,1,1,0
0,0,1,24,0,-57,-64,46,-14,27,-13,-6,58,1,1,1,0
0,1,-1,-2,0,-47,-26,0,-24,-31,-7,-97,-41,1,1,1,1
0,1,1,2,0,47,26,0,24,31,7,97,41,1,1,1,1
0,1,-1,-2,0,-91,14,86,-13,-6,-5,-84,-43,1,1,1,1
0,1,1,2,0,91,-14,-86,13,6,5,84,43,1,1,1,1
0,1,-1,-2,0,-26,-173,86,-120,-26,-11,-70,-2,0,1,1,1
0,1,1,2,0,26,173,-86,120,26,11,70,2,0,1,1,1
0,1,-1,-2,1,-60,8,86,-2,-23,-5,-83,-24,1,0,0,1
0,1,1,2,1,60,-8,-86,2,23,5,83,24,1,0,0,1
0,1,-1,-22,0,39,64,-92,24,7,23,98,-19,1,1,1,0
0,1,1,22,0,-39,-64,92,-24,-7,-23,-98,19,1,1,1,0
0,2,-1,-2,0,-32,-78,13,0,-32,-2,-44,-2,1,1,1,1
0,2,1,2,0,32,78,-13,0,32,2,44,2,1,1,1,1
0,2,-1,-2,1,-24,-44,99,-37,-15,-4,-60,-2,1,1,0,1
0,2,1,2,1,24,44,-99,37,15,4,60,2,1,1,0,1
0,2,-1,-2,0,-32,-172,99,-131,-52,-15,-88,0,0,1,1,1
0,2,1,2,0,32,172,-99,131,52,15,88,0,0,1,1,1
0,2,-1,-3,0,11,44,-99,3,5,9,52,-18,1,0,1,1
0,2,1,3,0,-11,-44,99,-3,-5,-9,-52,18,1,0,1,1
0,2,-1,-19,0,-75,20,-42,-3,-31,1,-30,-4,1,0,1,0
0,2,1,19,0,75,-20,42,3,31,-1,30,4,1,0,1,0
0,3,-1,-5,1,40,-34,-86,27,-30,3,-19,-12,1,0,0,1
0,3,1,5,1,-40,34,86,-27,30,-3,19,12,1,0,0,1
0,3,-1,-5,1,40,-153,0,-97,-23,3,22,-12,0,0,0,1
0,3,1,5,1,-40,153,0,97,23,-3,-22,12,0,0,0,1
0,3,-1,-8,1,-28,-12,99,-60,-11,-9,-61,-16,1,0,0,1
0,3,1,8,1,28,12,-99,60,11,9,61,16,1,0,0,1
0,3,-1,-11,0,-47,64,-137,33,-14,8,11,4,1,1,1,0
0,3,1,11,0,47,-64,137,-33,14,-8,-11,-4,1,1,1,0
0,3,-1,-21,0,16,-92,38,-57,-5,4,24,-37,1,1,1,0
0,3,1,21,0,-16,92,-38,57,5,-4,-24,37,1,1,1,0
0,4,-1,-4,0,72,0,-83,-45,-7,5,-15,-4,1,1,1,1
0,4,1,4,0,-72,0,83,45,7,-5,15,4,1,1,1,1
0,4,-1,-4,0,0,-153,0,15,-30,-9,-47,0,0,1,1,1
0,4,1,4,0,0,153,0,-15,30,9,47,0,0,1,1,1
0,4,-1,-4,1,0,0,0,-45,-12,1,-12,0,1,0,0,1
0,4,1,4,1,0,0,0,45,12,-1,12,0,1,0,0,1
0,4,-1,-11,0,-101,-12,99,-12,1,3,14,-19,1,1,1,1
0,4,1,11,0,101,12,-99,12,-1,-3,-14,19,1,1,1,1
0,4,-1,-4,0,21,64,-137,57,-14,12,-14,-12,1,1,1,0
0,4,1,4,0,-21,-64,137,-57,14,-12,14,12,1,1,1,0
0,5,-1,-4,0,72,0,-83,-45,-13,3,1,-27,1,1,1,1
0,5,1,4,0,-72,0,83,45,13,-3,-1,27,1,1,1,1
0,5,-1,-4,0,0,-153,0,15,-33,-5,15,-23,0,1,1,1
0,5,1,4,0,0,153,0,-15,33,5,-15,23,0,1,1,1
0,5,-1,-4,1,0,0,0,-45,-9,1,27,-12,1,0,0,1
0,5,1,4,1,0,0,0,45,9,-1,-27,12,1,0,0,1
0,5,-1,-11,0,-101,-12,99,-12,0,-1,13,12,1,1,1,1
0,5,1,11,0,101,12,-99,12,0,1,-13,-12,1,1,1,1
0,5,-1,-4,0,21,64,-137,57,-19,14,-40,-4,1,1,1,0
0,5,1,4,0,-21,-64,137,-57,19,-14,40,4,1,1,1,0
0,6,-1,-4,0,72,0,-83,-45,-21,5,-9,-8,1,1,1,1
0,6,1,4,0,-72,0,83,45,21,-5,9,8,1,1,1,1
0,6,-1,-4,0,0,-153,0,15,-43,6,-17,-23,0,1,1,1
0,6,1,4,0,0,153,0,-15,43,-6,17,23,0,1,1,1
0,6,-1,-4,1,0,0,0,-45,-16,6,-28,-19,1,0,0,1
0,6,1,4,1,0,0,0,45,16,-6,28,19,1,0,0,1
0,6,-1,-11,0,-101,-12,99,-12,2,-8,3,0,1,1,1,1
0,6,1,11,0,101,12,-99,12,-2,8,-3,0,1,1,1,1
0,6,-1,-4,0,21,64,-137,57,-8,15,-9,-12,1,1,1,0
0,6,1,4,0,-21,-64,137,-57,8,-15,9,12,1,1,1,0
0,7,-1,-4,1,72,0,-83,-45,-1,-3,-47,-7,1,0,0,1
0,7,1,4,1,-72,0,83,45,1,3,47,7,1,0,0,1
0,7,-1,-4,1,0,-153,0,15,-23,-5,-12,-3,0,0,0,1
0,7,1,4,1,0,153,0,-15,23,5,12,3,0,0,0,1
0,7,-1,-11,1,-101,-12,99,-12,-5,6,14,-8,1,0,0,1
0,7,1,11,1,101,12,-99,12,5,-6,-14,8,1,0,0,1
0,7,-1,-4,0,21,64,-137,57,-16,9,13,-12,1,1,1,0
0,7,1,4,0,-21,-64,137,-57,16,-9,-13,12,1,1,1,0
0,8,-1,-19,1,-4,-12,99,-12,-4,-2,9,-19,1,0,0,1
0,8,1,19,1,4,12,-99,12,4,2,-9,19,1,0,0,1
0,8,-1,-19,0,-4,-165,99,3,-40,-8,-40,-19,0,1,1,1
0,8,1,19,0,4,165,-99,-3,40,8,40,19,0,1,1,1
0,8,-1,-4,0,-111,64,-137,12,-20,13,-9,-12,1,1,1,0
0,8,1,4,0,111,-64,137,-12,20,-13,9,12,1,1,1,0
0,8,-1,-4,0,-107,12,-16,12,8,-3,0,-4,1,1,1,1
0,8,1,4,0,107,-12,16,-12,-8,3,0,4,1,1,1,1
0,9,-1,-19,1,-4,-12,99,-12,-16,0,-13,-19,1,0,0,1
0,9,1,19,1,4,12,-99,12,16,0,13,19,1,0,0,1
