PID,Step,Dispatch,Followed,ResultingOptMakespan,Rank,phi.MWR,phi.LWR,phi.SPT,phi.LPT,phi.RNDmin,phi.RNDmean,phi.RNDmax,phi.RNDstd
48,20,3.2.272,0,513,1,578,563,540,595,513,544,602,26
48,20,4.2.246,0,487,0,493,537,511,487,487,500,537,17
48,20,5.2.274,0,515,2,642,515,515,595,515,536,642,34
48,21,0.2.339,0,493,1,642,493,493,642,493,546,642,62
48,21,1.4.286,0,487,0,642,537,511,642,487,544,642,50
48,21,2.0.286,0,487,0,595,537,511,595,487,546,642,42
48,21,3.2.272,0,513,2,578,563,540,578,513,555,625,28
48,21,4.2.246,1,487,0,493,537,511,493,487,497,537,13
48,21,5.2.274,0,515,3,642,515,515,642,515,561,642,44
48,22,0.2.339,0,493,1,493,493,493,493,493,493,493,0
48,22,1.4.286,0,487,0,493,537,511,493,487,497,537,13
48,22,2.0.286,1,487,0,515,537,511,515,487,503,537,15
48,22,3.2.330,0,487,0,487,537,511,487,487,505,537,17
48,22,4.1.330,0,487,0,493,537,511,493,487,497,537,11
48,22,5.2.330,0,487,0,493,487,487,493,487,493,515,9
48,23,0.2.339,0,493,1,493,493,493,493,493,493,493,0
48,23,1.4.286,1,487,0,515,537,511,515,487,506,537,16
48,23,2.2.361,0,515,2,515,515,515,515,515,515,515,0
48,23,3.2.330,0,487,0,487,537,511,487,487,507,537,23
48,23,4.1.330,0,487,0,515,537,511,515,487,506,537,16
48,23,5.2.330,0,487,0,515,487,487,515,487,500,515,12
48,24,0.2.339,0,493,1,493,493,493,493,493,493,493,0
48,24,2.2.361,0,515,2,515,515,515,515,515,515,515,0
48,24,3.2.330,0,487,0,487,537,511,487,487,509,537,23
48,24,4.1.330,0,487,0,515,537,511,515,487,501,537,14
48,24,5.2.330,1,487,0,515,487,487,515,487,497,515,12
48,25,0.2.339,0,493,1,493,493,493,493,493,493,493,0
48,25,2.2.361,0,515,2,515,515,515,515,515,515,515,0
48,25,3.2.333,0,487,0,487,487,487,487,487,487,487,0
48,25,4.1.330,0,487,0,515,487,487,515,487,500,515,12
48,25,5.1.333,1,487,0,515,487,487,515,487,499,515,12
48,26,0.2.339,0,493,1,493,493,493,493,493,493,493,0
48,26,2.2.361,0,515,2,515,515,515,515,515,515,515,0
48,26,3.2.333,1,487,0,487,487,487,487,487,487,487,0
48,26,4.1.383,0,487,0,515,487,487,515,487,497,515,12
48,27,0.2.402,0,487,0,487,487,487,487,487,487,487,0
48,27,2.2.402,0,487,0,487,487,487,487,487,487,487,0
48,27,4.1.383,1,487,0,487,487,487,487,487,487,487,0
48,28,0.2.402,0,487,0,487,487,487,487,487,487,487,0
48,28,2.2.402,1,487,0,487,487,487,487,487,487,487,0
48,29,0.2.428,1,487,0,487,487,487,487,487,487,487,0
49,0,0.1.0,0,416,1,672,626,532,780,447,559,725,61
49,0,1.1.0,0,416,1,635,565,497,692,428,562,680,52
49,0,2.4.0,0,415,0,594,552,497,596,432,542,683,51
49,0,3.1.0,1,415,0,635,519,488,720,439,538,749,59
49,0,4.1.0,0,415,0,635,552,452,651,433,523,735,58
49,0,5.3.0,0,415,0,635,626,497,780,430,542,721,61
49,1,0.1.13,0,416,1,586,519,482,720,432,535,712,58
49,1,1.1.13,0,416,1,635,565,488,706,451,558,743,64
49,1,2.4.0,0,415,0,594,519,488,559,417,528,666,53
49,1,3.0.13,0,417,2,786,519,488,725,432,535,777,65
49,1,4.1.13,1,415,0,635,475,488,525,439,522,687,62
49,1,5.3.0,0,415,0,635,543,488,720,450,541,688,55
49,2,0.1.31,0,415,0,529,518,482,525,421,506,713,56
49,2,1.1.31,1,415,0,635,475,488,692,416,552,744,71
49,2,2.4.0,0,415,0,594,475,488,525,439,512,676,49
49,2,3.0.13,0,421,1,786,475,488,558,424,522,707,54
49,2,4.0.31,0,415,0,635,529,452,626,416,494,690,50
49,2,5.3.0,0,415,0,635,475,488,525,439,545,765,67
49,3,0.1.63,0,415,0,635,456,488,692,446,554,721,65
49,3,1.4.63,0,459,2,639,527,583,692,479,585,799,59
49,3,2.4.0,0,415,0,594,475,488,666,416,521,651,45
49,3,3.0.13,0,436,1,786,475,488,707,453,553,798,61
49,3,4.0.31,0,415,0,635,529,452,654,416,531,839,69
49,3,5.3.0,1,415,0,635,475,488,692,416,561,774,65
49,4,0.1.63,0,415,0,635,469,488,692,447,541,718,59
49,4,1.4.63,0,459,2,639,527,583,692,479,576,795,59
49,4,2.4.0,0,415,0,594,475,488,666,439,526,677,53
49,4,3.0.13,0,436,1,786,475,488,724,441,545,745,57
49,4,4.0.31,1,415,0,635,529,452,654,439,536,721,56
49,4,5.2.18,0,415,0,635,475,488,692,441,550,810,65
49,5,0.1.63,0,415,0,635,513,452,696,439,551,743,71
49,5,1.4.63,0,459,1,639,496,479,666,479,555,692,59
49,5,2.4.0,1,415,0,594,529,452,554,418,500,684,52
49,5,3.0.63,0,415,0,655,529,452,613,427,548,727,78
49,5,4.3.63,0,415,0,587,463,452,654,439,541,851,74
49,5,5.2.18,0,415,0,635,529,452,654,417,547,697,69
49,6,0.1.63,1,415,0,594,513,452,562,439,501,679,48
49,6,1.4.94,0,415,0,594,529,452,581,416,504,657,49
49,6,2.2.94,0,415,0,554,529,452,554,417,514,693,52
49,6,3.0.63,0,415,0,467,529,452,541,433,495,642,44
49,6,4.3.63,0,415,0,564,463,452,554,433,491,631,42
49,6,5.2.18,0,415,0,594,529,452,554,416,499,644,45
49,7,0.3.98,0,447,1,594,513,489,594,452,512,668,44
49,7,1.4.94,0,415,0,594,513,452,615,421,525,630,50
49,7,2.2.94,0,415,0,554,513,452,562,416,498,642,47
49,7,3.0.63,0,415,0,467,513,452,691,415,492,606,39
49,7,4.3.63,0,415,0,564,463,452,554,416,497,654,56
49,7,5.2.18,1,415,0,594,513,452,562,417,521,698,55
49,8,0.3.98,0,447,2,594,513,489,562,452,517,630,41
49,8,1.4.94,0,415,0,594,513,452,615,439,511,617,45
49,8,2.2.94,0,415,0,554,513,452,562,429,509,658,45
49,8,3.0.63,1,415,0,467,513,452,691,416,508,719,49
49,8,4.3.63,0,415,0,564,463,452,554,417,506,649,52
49,8,5.0.63,0,417,1,562,513,437,562,437,524,635,53
49,9,0.3.98,0,447,2,467,513,489,691,452,508,719,46
49,9,1.4.94,0,415,0,541,513,452,578,416,502,634,47
49,9,2.2.94,0,415,0,679,513,452,713,415,505,679,53
49,9,3.3.159,0,443,1,467,455,452,691,443,507,719,56
49,9,4.3.63,1,415,0,528,463,452,541,416,495,679,58
49,9,5.0.159,0,415,0,691,513,435,691,429,513,719,55
49,10,0.3.125,0,415,0,695,463,452,691,416,522,696,63
49,10,1.4.94,1,415,0,587,463,452,613,416,493,683,51
49,10,2.2.94,0,415,0,528,513,452,541,416,490,605,43
49,10,3.3.159,0,443,1,528,463,452,541,443,494,594,43
49,10,4.2.125,0,446,2,593,463,446,498,446,486,643,40
49,10,5.0.159,0,415,0,458,463,435,541,446,502,677,48
49,11,0.3.125,1,415,0,522,463,452,644,415,487,623,47
49,11,1.0.179,0,416,1,587,460,452,649,416,493,609,46
49,11,2.2.94,0,415,0,587,513,452,541,416,475,548,37
49,11,3.3.159,0,443,2,587,463,452,515,443,496,665,49
49,11,4.2.125,0,446,3,652,463,446,712,446,486,596,41
49,11,5.0.159,0,415,0,458,463,435,613,416,483,712,46
49,12,0.4.179,0,415,0,522,446,452,618,416,499,655,54
49,12,1.0.179,0,416,1,522,460,452,655,416,497,639,51
49,12,2.2.94,1,415,0,522,513,452,536,415,467,572,41
49,12,3.3.175,0,415,0,522,463,452,608,416,487,643,48
49,12,4.2.125,0,446,2,587,463,446,493,446,494,695,55
49,12,5.0.159,0,415,0,534,463,435,644,415,480,656,49
49,13,0.4.179,0,415,0,522,513,452,588,415,487,630,53
49,13,1.0.179,0,416,1,522,439,452,518,416,473,576,34
49,13,2.0.173,1,416,1,522,439,452,543,416,468,570,38
49,13,3.3.175,0,415,0,522,513,452,513,416,465,578,37
49,13,4.2.173,0,415,0,433,513,452,513,416,451,522,27
49,13,5.0.159,0,415,0,556,513,435,536,415,466,600,40
49,14,0.4.179,0,416,0,522,439,452,588,416,476,594,43
49,14,1.0.195,0,416,0,522,455,452,534,416,475,588,36
49,14,2.1.195,0,416,0,588,439,452,552,416,473,588,40
49,14,3.3.175,1,416,0,522,439,452,579,416,467,588,36
49,14,4.2.173,0,416,0,433,439,452,543,416,450,522,25
49,14,5.0.195,0,421,1,570,439,452,543,421,463,588,29
49,15,0.4.179,0,416,0,522,439,452,588,416,468,588,36
49,15,1.0.195,1,416,0,522,459,452,570,416,470,570,32
49,15,2.1.195,0,416,0,588,439,452,588,416,471,588,39
49,15,3.2.215,0,457,2,522,457,457,579,457,472,588,22
49,15,4.2.173,0,416,0,433,439,452,430,416,442,522,18
49,15,5.0.195,0,421,1,570,439,452,579,421,468,579,26
49,16,0.4.179,1,416,0,522,459,452,588,416,479,588,44
49,16,1.3.215,0,416,0,558,459,452,558,416,487,570,42
49,16,2.1.195,0,416,0,588,459,452,588,416,474,588,40
49,16,3.2.215,0,457,1,522,457,457,570,457,488,588,37
49,16,4.2.173,0,416,0,433,459,452,421,416,444,524,25
49,16,5.0.211,0,416,0,570,459,452,570,416,475,588,40
49,17,0.0.218,0,416,0,522,492,452,588,416,500,630,51
49,17,1.3.215,0,416,0,558,459,452,558,416,485,594,43
49,17,2.1.195,0,416,0,588,459,452,588,416,480,588,43
49,17,3.2.215,0,457,1,522,457,457,588,457,480,588,31
49,17,4.2.173,1,416,0,433,459,452,439,416,444,524,29
49,17,5.0.211,0,416,0,570,459,452,570,417,475,588,42
49,18,0.0.218,0,416,0,433,492,452,439,416,447,522,23
49,18,1.3.215,0,416,0,433,459,452,522,416,457,524,32
49,18,2.1.195,0,416,0,439,459,452,439,416,444,522,21
49,18,3.2.257,0,416,0,433,452,452,439,416,441,470,16
49,18,4.4.257,0,416,0,433,459,421,439,416,430,522,21
49,18,5.0.211,1,416,0,463,459,452,463,416,442,524,27
49,19,0.0.271,0,416,0,463,421,452,463,416,442,524,26
49,19,1.3.215,1,416,0,463,459,452,522,416,454,524,34
49,19,2.1.195,0,416,0,470,459,452,470,416,447,524,26
49,19,3.2.257,0,416,0,463,452,452,463,416,440,470,16
49,19,4.4.257,0,416,0,421,459,421,421,416,432,522,27
49,19,5.1.271,0,417,1,463,459,452,463,417,452,522,30
49,20,0.0.271,0,416,0,463,421,452,522,416,458,524,38
49,20,1.2.287,0,459,2,463,459,459,522,459,487,524,32
49,20,2.1.195,1,416,0,470,459,452,522,416,460,524,36
49,20,3.2.257,0,416,0,463,452,452,463,416,437,470,19
49,20,4.4.257,0,416,0,417,459,421,522,416,446,522,36
49,20,5.1.271,0,417,1,463,459,452,522,417,466,524,33
49,21,0.0.271,1,416,0,470,421,452,522,416,453,524,34
49,21,1.2.287,0,459,1,470,459,459,522,459,482,524,30
49,21,2.3.287,0,416,0,470,459,452,522,416,456,524,37
49,21,3.2.257,0,416,0,470,452,452,470,416,440,470,19
49,21,4.4.257,0,416,0,416,459,421,522,416,444,522,34
49,21,5.1.278,0,416,0,470,459,452,522,416,470,524,34
49,22,0.2.299,0,421,1,470,421,452,470,421,437,470,20
49,22,1.2.287,0,459,2,470,522,459,522,459,496,524,31
49,22,2.3.287,0,416,0,470,421,452,522,416,455,524,37
49,22,3.2.257,1,416,0,470,452,452,470,416,441,470,20
49,22,4.4.257,0,416,0,416,421,421,522,416,446,522,40
49,22,5.1.278,0,416,0,470,421,452,522,416,462,524,37
49,23,0.2.299,0,421,1,470,452,452,470,421,438,470,18
49,23,1.2.293,0,416,0,470,452,452,470,416,439,470,20
49,23,2.3.287,0,416,0,470,452,452,470,416,436,470,19
49,23,3.4.293,0,452,2,452,452,452,452,452,452,452,0
49,23,4.4.257,0,416,0,416,421,421,416,416,418,421,2
49,23,5.1.278,1,416,0,470,452,452,470,416,446,470,21
49,24,0.2.299,0,421,1,470,452,452,470,421,449,470,20
49,24,1.2.293,0,416,0,470,452,452,470,416,446,470,23
49,24,2.3.287,1,416,0,470,452,452,470,416,445,470,21
49,24,3.4.293,0,452,2,452,452,452,452,452,452,452,0
49,24,4.4.257,0,416,0,416,421,421,416,416,419,421,2
49,24,5.4.311,0,470,3,470,470,470,470,470,470,470,0
49,25,0.2.299,0,421,1,470,452,452,470,421,448,470,21
49,25,1.2.293,0,416,0,470,452,452,470,416,447,470,21
49,25,3.4.293,0,452,2,452,452,452,452,452,452,452,0
49,25,4.4.257,1,416,0,416,421,421,416,416,419,421,2
49,25,5.4.311,0,470,3,470,470,470,470,470,470,470,0
49,26,0.2.299,0,421,1,421,421,421,421,421,421,421,0
49,26,1.2.293,1,416,0,416,416,416,416,416,416,416,0
49,26,3.4.322,0,416,0,416,421,421,416,416,419,421,3
49,26,5.4.322,0,416,0,416,421,421,416,416,418,421,2
49,27,0.2.352,0,416,0,416,416,416,416,416,416,416,0
49,27,3.4.322,0,416,0,416,416,416,416,416,416,416,0
49,27,5.4.322,1,416,0,416,416,416,416,416,416,416,0
49,28,0.2.352,0,416,0,416,416,416,416,416,416,416,0
49,28,3.4.339,1,416,0,416,416,416,416,416,416,416,0
49,29,0.2.352,1,416,0,416,416,416,416,416,416,416,0
50,0,0.3.0,0,449,0,650,572,532,733,475,578,705,53
50,0,1.0.0,0,456,1,584,557,552,622,472,584,754,64
50,0,2.0.0,0,449,0,556,650,532,587,497,597,720,48
50,0,3.3.0,0,472,2,654,557,551,762,472,594,720,54
50,0,4.1.0,1,449,0,650,557,532,603,464,580,707,54
50,0,5.4.0,0,449,0,577,557,532,736,472,602,742,55
50,1,0.3.0,0,449,0,650,572,532,617,468,560,718,50
50,1,1.0.0,0,469,1,605,557,552,589,472,582,734,63
50,1,2.0.0,1,449,0,601,650,532,603,489,585,693,44
50,1,3.3.0,0,472,2,639,557,551,683,472,594,756,55
50,1,4.0.69,0,449,0,601,610,496,586,464,583,747,48
50,1,5.4.0,0,449,0,601,557,532,603,472,596,771,56
50,2,0.3.0,1,449,0,541,666,532,617,489,571,678,47
50,2,1.0.67,0,463,1,566,650,532,572,475,587,709,45
50,2,2.2.67,0,465,2,601,615,532,603,483,599,711,51
50,2,3.3.0,0,508,3,639,650,551,683,509,600,720,43
50,2,4.0.69,0,449,0,541,610,496,586,477,581,681,42
50,2,5.4.0,0,449,0,601,650,532,603,468,590,726,50
50,3,0.1.69,0,449,0,541,489,532,643,464,549,659,46
50,3,1.0.67,0,463,1,585,666,532,572,475,580,702,49
50,3,2.2.67,0,465,2,601,615,532,561,468,571,673,50
50,3,3.3.56,0,449,0,660,666,532,660,449,561,677,50
50,3,4.0.69,0,449,0,541,535,496,586,464,551,671,45
50,3,5.4.0,1,449,0,601,666,532,617,468,561,692,50
50,4,0.1.69,1,449,0,601,489,532,643,449,555,746,51
50,4,1.0.67,0,463,2,585,666,532,572,475,580,746,56
50,4,2.2.67,0,465,3,541,615,532,561,471,577,703,50
50,4,3.3.56,0,449,0,674,666,532,660,468,563,715,50
50,4,4.0.69,0,449,0,601,535,496,586,464,560,666,39
50,4,5.1.69,0,454,1,541,666,532,617,468,569,686,49
50,5,0.2.72,0,449,0,650,489,532,643,464,546,669,47
50,5,1.0.67,0,463,1,566,489,532,621,475,557,677,49
50,5,2.2.67,0,465,2,541,534,532,564,465,557,673,48
50,5,3.3.56,0,449,0,674,489,532,660,468,553,707,46
50,5,4.0.69,0,449,0,601,535,496,586,449,542,646,40
50,5,5.1.72,1,449,0,601,489,532,643,468,556,671,45
50,6,0.2.72,0,449,0,601,489,532,643,464,557,693,46
50,6,1.0.67,0,463,1,566,489,532,621,475,566,746,57
50,6,2.2.67,1,465,2,541,534,532,564,468,569,693,44
50,6,3.3.56,0,449,0,674,489,532,660,449,564,713,51
50,6,4.0.69,0,449,0,601,535,496,586,464,550,675,44
50,6,5.3.88,0,465,2,601,568,532,643,475,575,746,50
50,7,0.2.99,0,465,0,541,534,532,611,468,559,674,46
50,7,1.0.67,0,471,1,585,534,532,537,475,586,710,52
50,7,2.1.99,0,465,0,601,534,532,630,483,579,727,54
50,7,3.3.56,0,465,0,674,534,532,660,500,571,666,40
50,7,4.0.69,1,465,0,601,534,496,578,468,554,658,41
50,7,5.3.88,0,465,0,541,495,532,564,475,576,699,47
50,8,0.2.99,0,465,0,601,534,496,695,465,545,646,43
50,8,1.0.122,0,465,0,514,534,496,586,465,554,680,42
50,8,2.1.99,0,465,0,601,534,496,655,482,562,721,48
50,8,3.3.56,1,465,0,674,534,496,674,468,554,680,45
50,8,4.3.122,0,468,1,541,546,560,605,468,556,645,35
50,8,5.3.88,0,465,0,541,495,509,578,468,556,650,37
50,9,0.2.99,0,465,0,674,534,496,701,465,538,655,41
50,9,1.0.122,0,465,0,527,534,496,536,465,542,648,36
50,9,2.1.99,1,465,0,568,534,496,654,468,543,649,44
50,9,3.1.154,0,465,0,660,535,548,674,465,559,680,39
50,9,4.3.154,0,465,0,660,490,496,674,468,562,743,47
50,9,5.3.154,0,465,0,660,483,496,674,482,558,715,44
50,10,0.2.99,0,465,0,568,534,496,654,465,543,647,45
50,10,1.0.122,1,465,0,545,534,496,575,480,549,675,47
50,10,2.3.176,0,483,1,623,534,538,647,483,536,647,44
50,10,3.1.176,0,465,0,568,534,496,654,482,555,649,42
50,10,4.3.154,0,465,0,597,490,496,597,480,559,720,46
50,10,5.3.154,0,465,0,568,483,496,654,482,548,643,48
50,11,0.2.99,1,465,0,545,534,496,575,465,527,623,36
50,11,1.2.213,0,465,0,595,534,496,585,483,556,675,39
50,11,2.3.176,0,483,1,520,534,538,568,483,537,647,37
50,11,3.1.176,0,465,0,545,534,496,575,482,552,646,39
50,11,4.3.154,0,465,0,545,490,496,597,480,567,713,50
50,11,5.3.154,0,465,0,545,483,496,575,482,545,646,43
50,12,0.4.165,0,465,0,520,534,496,581,468,525,649,37
50,12,1.2.213,0,465,0,595,534,496,585,468,536,645,41
50,12,2.3.176,0,483,1,520,534,538,568,483,537,628,33
50,12,3.1.176,0,465,0,545,534,496,575,467,536,629,38
50,12,4.3.154,0,465,0,545,490,496,597,468,535,649,45
50,12,5.3.154,1,465,0,545,483,496,575,468,539,628,39
50,13,0.4.165,0,465,0,520,483,496,581,468,529,629,38
50,13,1.2.213,0,465,0,595,483,496,585,465,538,628,40
50,13,2.3.176,0,483,1,520,483,538,568,483,535,628,35
50,13,3.1.176,0,465,0,545,483,496,575,467,542,660,40
50,13,4.3.156,1,465,0,545,514,496,597,465,539,646,49
50,13,5.0.213,0,465,0,591,483,496,649,468,532,628,40
50,14,0.4.165,0,465,0,520,514,496,663,465,521,663,44
50,14,1.2.213,0,465,0,595,514,496,586,465,532,646,41
50,14,2.3.211,0,466,1,555,514,496,597,482,536,665,50
50,14,3.1.176,1,465,0,545,514,496,597,465,546,660,49
50,14,4.4.211,0,511,2,545,584,514,597,511,550,636,39
50,14,5.0.213,0,465,0,591,514,496,614,465,543,665,45
50,15,0.4.165,0,465,0,520,514,496,663,465,512,629,30
50,15,1.2.213,0,465,0,595,514,496,595,465,538,646,46
50,15,2.3.211,0,466,1,555,514,496,597,477,545,663,51
50,15,3.2.227,0,466,1,545,483,496,597,477,545,629,43
50,15,4.4.211,0,511,2,545,584,514,597,511,546,636,38
50,15,5.0.213,1,465,0,591,514,496,614,465,543,665,51
50,16,0.4.165,0,465,0,541,514,496,614,465,524,629,47
50,16,1.2.213,0,465,0,595,514,496,595,468,535,646,41
50,16,2.3.211,1,482,2,592,514,496,614,482,544,660,50
50,16,3.2.227,0,482,2,591,529,496,614,482,555,660,51
50,16,4.4.211,0,511,3,591,584,514,614,511,562,715,44
50,16,5.2.277,0,468,1,591,514,514,614,468,549,660,49
50,17,0.4.165,0,482,0,542,514,496,614,482,528,629,44
50,17,1.2.213,1,482,0,596,514,496,614,482,537,655,48
50,17,2.4.309,0,482,0,574,514,482,614,482,552,660,48
50,17,3.2.227,0,482,0,592,529,496,614,482,556,660,51
50,17,4.4.211,0,511,1,592,584,514,614,511,564,661,38
50,17,5.2.277,0,482,0,592,514,514,614,482,563,665,49
50,18,0.4.165,1,482,0,542,514,496,483,482,495,542,16
50,18,1.3.309,0,482,0,596,514,496,614,482,545,655,54
50,18,2.4.309,0,482,0,574,514,482,614,482,546,665,54
50,18,3.2.277,0,482,0,596,483,496,614,482,529,636,49
50,18,4.4.211,0,511,1,596,514,514,614,511,560,665,43
50,18,5.2.277,0,482,0,615,514,514,655,482,539,655,48
50,19,0.0.277,0,482,0,542,514,496,483,482,495,542,17
50,19,1.3.309,1,482,0,542,514,496,483,482,495,541,12
50,19,2.4.309,0,482,0,483,514,482,483,482,490,524,14
50,19,3.2.277,0,482,0,542,483,496,483,482,490,542,14
50,19,4.4.256,0,482,0,542,482,496,483,482,495,542,15
50,19,5.2.277,0,482,0,524,514,514,524,482,506,524,17
50,20,0.0.277,0,482,0,542,514,496,483,482,496,542,16
50,20,1.4.323,0,496,1,496,514,496,496,496,499,514,7
50,20,2.4.309,0,482,0,483,514,482,483,482,489,524,14
50,20,3.2.277,0,482,0,542,496,496,483,482,491,542,10
50,20,4.4.256,1,482,0,542,496,496,483,482,496,541,15
50,20,5.2.277,0,482,0,524,514,514,524,482,498,524,15
50,21,0.0.277,0,482,0,542,496,496,483,482,495,542,14
50,21,1.4.323,0,496,1,496,496,496,496,496,499,514,6
50,21,2.4.309,0,482,0,483,482,482,483,482,487,524,12
50,21,3.2.277,1,482,0,542,496,496,483,482,489,542,9
50,21,4.2.292,0,482,0,542,496,496,483,482,490,505,7
50,21,5.2.277,0,482,0,524,514,514,524,482,505,524,13
50,22,0.0.277,1,482,0,542,496,496,483,482,496,542,18
50,22,1.4.323,0,496,1,496,496,496,496,496,496,496,0
50,22,2.4.309,0,482,0,483,482,482,483,482,482,483,0
50,22,3.0.281,0,482,0,505,496,496,505,482,494,505,8
50,22,4.2.292,0,482,0,542,496,496,483,482,492,542,11
50,22,5.2.281,0,482,0,542,496,496,483,482,492,542,12
50,23,1.4.323,0,496,1,496,496,496,496,496,496,496,0
50,23,2.4.309,0,482,0,483,482,482,483,482,482,483,0
50,23,3.0.318,1,482,0,542,496,496,542,482,511,542,26
50,23,4.2.292,0,482,0,542,496,496,483,482,496,542,19
50,23,5.2.281,0,482,0,542,496,496,483,482,493,542,15
50,24,1.4.323,0,496,1,496,496,496,496,496,496,496,0
50,24,2.4.309,0,482,0,483,482,482,483,482,483,483,1
50,24,3.4.368,0,541,2,542,541,541,542,541,541,542,0
50,24,4.2.292,0,482,0,542,496,496,542,482,508,542,25
50,24,5.2.281,1,482,0,542,496,496,542,482,506,542,25
50,25,1.4.323,0,496,1,496,496,496,496,496,496,496,0
50,25,2.4.309,1,482,0,483,482,482,483,482,483,483,0
50,25,3.4.368,0,541,2,542,541,541,542,541,542,542,0
50,25,4.2.360,0,482,0,542,496,496,542,482,503,542,23
50,26,1.4.369,0,482,0,482,482,482,482,482,482,482,0
50,26,3.4.369,0,483,1,483,483,483,483,483,483,483,0
50,26,4.2.360,1,482,0,483,482,482,483,482,483,483,0
50,27,1.4.369,0,482,0,482,482,482,482,482,482,482,0
50,27,3.4.369,1,483,1,483,483,483,483,483,483,483,0
50,28,1.4.388,1,483,0,483,483,483,483,483,483,483,0
50,29,1.1.482,1,483,0,483,483,483,483,483,483,483,0
51,0,0.4.0,0,547,0,725,646,609,676,569,657,766,45
51,0,1.0.0,0,547,0,725,629,690,721,562,670,805,47
51,0,2.2.0,0,547,0,684,629,667,759,548,646,770,44
51,0,3.3.0,0,547,0,725,629,690,676,548,655,756,44
51,0,4.3.0,0,562,1,725,640,621,698,571,675,802,41
51,0,5.2.0,1,565,2,725,675,690,698,570,653,768,43
51,1,0.4.0,1,565,0,725,682,609,676,570,665,784,43
51,1,1.0.0,0,565,0,725,675,690,721,582,658,769,41
51,1,2.2.18,0,565,0,662,675,690,635,567,643,822,43
51,1,3.3.0,0,565,0,725,675,690,676,569,644,753,45
51,1,4.3.0,0,565,0,725,675,621,698,572,673,773,45
51,1,5.4.18,0,565,0,712,675,690,617,582,664,798,46
51,2,0.3.44,0,565,0,735,682,632,739,584,659,748,37
51,2,1.0.0,1,565,0,725,682,609,761,572,664,806,44
51,2,2.2.18,0,565,0,662,682,609,673,572,646,763,37
51,2,3.3.0,0,565,0,725,682,609,676,572,641,786,48
51,2,4.3.0,0,565,0,725,701,636,676,583,672,784,37
51,2,5.4.44,0,565,0,694,682,609,637,566,664,766,42
51,3,0.3.44,0,565,0,735,682,632,686,585,666,753,38
51,3,1.2.66,0,569,1,725,682,679,761,593,675,755,37
51,3,2.2.18,0,565,0,662,682,609,673,565,642,786,39
51,3,3.3.0,1,565,0,725,682,609,815,570,651,753,46
51,3,4.3.0,0,565,0,725,649,636,761,565,672,775,41
51,3,5.4.44,0,565,0,694,682,609,757,580,658,795,42
51,4,0.3.58,0,565,0,693,682,609,640,570,637,805,45
51,4,1.2.66,0,569,1,725,763,679,815,584,660,769,41
51,4,2.2.18,0,565,0,662,682,609,635,567,643,749,41
51,4,3.4.58,0,565,0,725,617,595,813,569,633,760,42
51,4,4.3.58,0,565,0,725,714,706,718,591,681,797,47
51,4,5.4.44,1,565,0,694,682,609,754,583,667,794,49
51,5,0.3.58,0,565,0,694,682,609,610,572,639,766,51
51,5,1.2.66,0,596,2,725,763,679,754,610,685,753,35
51,5,2.2.18,1,565,0,624,682,609,617,567,643,763,45
51,5,3.4.142,0,572,1,694,606,609,781,572,655,782,52
51,5,4.3.58,0,565,0,694,714,706,783,583,681,776,41
51,5,5.3.142,0,565,0,731,682,609,749,579,673,826,54
51,6,0.3.58,0,565,0,624,682,609,628,572,620,719,36
51,6,1.2.102,0,565,0,662,682,609,671,583,639,750,40
51,6,2.0.102,0,565,0,624,682,609,617,567,628,769,38
51,6,3.4.142,0,572,1,624,606,609,605,572,623,739,39
51,6,4.3.58,1,565,0,624,714,706,618,583,662,760,43
51,6,5.3.142,0,565,0,688,682,609,630,572,642,752,43
51,7,0.3.106,0,565,0,624,728,706,673,567,668,766,49
51,7,1.2.102,0,565,0,662,714,706,693,583,659,769,41
51,7,2.0.102,1,565,0,624,644,636,618,583,628,722,27
51,7,3.4.142,0,583,1,624,676,706,605,583,647,768,42
51,7,4.0.106,0,625,2,694,714,706,721,644,688,766,27
51,7,5.3.142,0,565,0,688,714,679,630,583,664,761,46
51,8,0.3.106,1,565,0,624,658,636,673,567,636,727,31
51,8,1.2.102,0,565,0,662,644,636,693,583,629,731,32
51,8,2.1.115,0,565,0,624,644,636,618,565,631,748,32
51,8,3.4.142,0,583,1,624,622,636,605,583,621,760,28
51,8,4.0.115,0,565,0,624,644,636,617,567,632,727,30
51,8,5.3.142,0,565,0,688,644,609,630,583,635,688,25
51,9,0.2.169,0,583,1,678,658,636,722,583,640,724,27
51,9,1.2.102,0,565,0,662,658,636,673,567,633,700,32
51,9,2.1.115,0,565,0,624,658,636,673,567,637,689,29
51,9,3.4.142,1,583,1,624,606,636,674,583,622,701,31
51,9,4.0.115,0,565,0,624,658,636,673,567,639,724,31
51,9,5.3.169,0,565,0,624,658,636,609,567,634,677,29
51,10,0.2.169,0,583,0,678,606,636,656,583,631,727,30
51,10,1.2.102,1,583,0,624,606,636,624,583,617,670,24
51,10,2.1.115,0,583,0,624,606,636,674,583,625,760,33
51,10,3.1.203,0,583,0,647,606,584,674,583,612,760,33
51,10,4.0.115,0,583,0,624,606,636,631,583,624,689,24
51,10,5.3.169,0,583,0,624,658,636,630,583,624,677,27
51,11,0.2.171,0,583,0,624,606,636,658,583,621,679,27
51,11,1.4.203,0,583,0,624,584,636,624,583,611,677,25
51,11,2.1.115,0,583,0,624,606,636,624,583,619,678,26
