PID,Step,Dispatch,Followed,ResultingOptMakespan,Rank,phi.MWR,phi.LWR,phi.SPT,phi.LPT,phi.RNDmean,phi.RNDstd,phi.RNDmax,phi.RNDmin
1,0,0.2.0,0,673,4,889,860,758,821,809,57,956,686
1,0,1.2.0,1,611,1,917,844,742,1002,788,63,1054,662
1,0,2.1.0,0,605,0,849,860,742,1002,819,72,1099,686
1,0,3.2.0,0,605,0,843,875,757,1002,811,85,1111,653
1,0,4.3.0,0,666,3,882,860,742,856,831,75,1173,708
1,0,5.3.0,0,617,2,800,786,681,1002,801,66,1093,679
1,1,0.2.6,0,636,2,889,844,742,827,794,50,971,672
1,1,1.4.6,0,611,0,917,836,742,832,766,61,927,630
1,1,2.1.0,0,611,0,960,844,742,1002,789,58,950,656
1,1,3.2.6,1,611,0,917,859,742,1002,784,63,928,635
1,1,4.3.0,0,666,3,882,844,742,856,812,62,1054,670
1,1,5.3.0,0,617,1,828,737,681,1002,783,59,955,630
1,2,0.2.21,0,611,0,834,859,742,800,779,60,1041,651
1,2,1.4.6,0,611,0,917,836,742,832,761,62,966,615
1,2,2.1.0,0,611,0,960,859,742,1002,781,68,934,635
1,2,3.3.21,1,611,0,902,752,662,834,760,71,920,615
1,2,4.3.0,0,666,2,882,859,742,856,798,58,968,687
1,2,5.3.0,0,617,1,828,752,681,1002,775,65,922,635
1,3,0.2.21,0,611,0,902,752,662,902,747,60,905,623
1,3,1.4.6,0,611,0,917,758,662,834,724,61,892,611
1,3,2.1.0,0,611,0,960,752,662,858,764,67,923,611
1,3,3.0.34,1,611,0,917,752,662,832,756,65,926,615
1,3,4.3.34,0,611,0,903,752,662,928,777,64,957,648
1,3,5.3.34,0,611,0,920,752,662,834,750,64,892,611
1,4,0.2.21,0,611,0,920,752,662,832,766,60,926,640
1,4,1.4.6,0,611,0,920,758,662,832,724,65,923,611
1,4,2.1.0,0,611,0,960,752,662,866,761,70,904,615
1,4,3.1.74,0,611,0,849,752,662,832,771,70,928,648
1,4,4.3.34,0,611,0,903,752,662,928,784,56,957,648
1,4,5.3.34,1,611,0,849,752,662,834,746,63,902,611
1,5,0.2.21,0,611,0,902,752,662,902,761,59,952,624
1,5,1.4.6,0,611,0,849,758,662,834,736,69,996,611
1,5,2.1.0,0,611,0,862,752,662,862,761,70,960,611
1,5,3.1.74,0,611,0,902,752,662,832,765,65,924,623
1,5,4.3.90,0,611,0,920,752,662,917,783,67,1000,640
1,5,5.0.90,1,611,0,920,712,645,834,747,63,892,645
1,6,0.2.21,0,611,0,902,712,645,902,746,63,946,611
1,6,1.4.6,0,611,0,917,741,645,834,733,69,892,611
1,6,2.1.0,0,611,0,862,712,645,862,755,71,892,611
