PID,Step,Rank,ResultingOptMakespan,Followed,phi.MWR,phi.LWR,phi.SPT,phi.LPT,phi.RNDmean,phi.RNDstd,phi.RNDmax,phi.RNDmin,sdr.MWR,sdr.LWR,sdr.SPT,sdr.LPT
0,0,-1,-1,1,0,18,-1,59,-5,-1,16,-2,1,1,0,0
0,0,1,1,1,0,-18,1,-59,5,1,-16,2,1,1,0,0
0,0,-1,-1,1,0,12,-5,59,12,6,21,2,1,1,0,1
0,0,1,1,1,0,-12,5,-59,-12,-6,-21,-2,1,1,0,1
0,0,-1,-1,1,0,2,40,105,18,2,17,31,1,1,0,1
0,0,1,1,1,0,-2,-40,-105,-18,-2,-17,-31,1,1,0,1
0,0,-1,-1,1,-45,56,0,59,-13,-1,-31,-2,1,0,0,1
0,0,1,1,1,45,-56,0,-59,13,1,31,2,1,0,0,1
0,0,-1,-3,1,0,-17,-31,-59,-11,4,15,-3,0,1,0,1
0,0,1,3,1,0,17,31,59,11,-4,-15,3,0,1,0,1
0,1,-1,-3,0,0,-43,-37,0,-15,9,2,-37,0,1,1,0
0,1,1,3,0,0,43,37,0,15,-9,-2,37,0,1,1,0
0,1,-1,-3,0,0,-8,-31,54,3,6,-7,-37,0,0,1,1
0,1,1,3,0,0,8,31,-54,-3,-6,7,37,0,0,1,1
0,1,-1,-3,0,0,-2,-36,0,-12,13,44,-37,0,1,1,1
0,1,1,3,0,0,2,36,0,12,-13,-44,37,0,1,1,1
0,1,-1,-3,1,38,-13,-31,37,4,-3,0,-33,0,1,0,1
0,1,1,3,1,-38,13,31,-37,-4,3,0,33,0,1,0,1
0,1,-1,-3,0,-45,-51,-31,-51,-26,10,-3,-40,0,1,1,1
0,1,1,3,0,45,51,31,51,26,-10,3,40,0,1,1,1
0,2,-1,-3,1,0,46,0,-7,-5,0,1,4,1,0,0,0
0,2,1,3,1,0,-46,0,7,5,0,-1,-4,1,0,0,0
0,2,-1,-3,0,0,56,-31,0,-7,-5,-35,34,0,1,1,0
0,2,1,3,0,0,-56,31,0,7,5,35,-34,0,1,1,0
0,2,-1,-3,1,0,58,0,-7,7,3,48,2,1,0,0,1
0,2,1,3,1,0,-58,0,7,-7,-3,-48,-2,1,0,0,1
0,2,-1,-3,1,0,2,-5,-7,1,5,51,0,1,0,0,1
0,2,1,3,1,0,-2,5,7,-1,-5,-51,0,1,0,0,1
0,2,-1,-3,1,-83,0,0,-49,-13,5,3,-27,1,0,0,1
0,2,1,3,1,83,0,0,49,13,-5,-3,27,1,0,0,1
0,3,-1,-1,0,15,46,0,-3,-1,-6,31,9,1,1,1,0
0,3,1,1,0,-15,-46,0,3,1,6,-31,-9,1,1,1,0
0,3,-1,-1,1,15,0,0,-3,7,0,-4,-2,1,1,0,1
0,3,1,1,1,-15,0,0,3,-7,0,4,2,1,1,0,1
0,3,-1,-1,0,15,0,-5,-3,9,2,47,9,1,1,1,1
0,3,1,1,0,-15,0,5,3,-9,-2,-47,-9,1,1,1,1
0,3,-1,-1,0,15,-10,31,-3,6,-3,49,-2,0,1,1,1
0,3,1,1,0,-15,10,-31,3,-6,3,-49,2,0,1,1,1
0,3,-1,-29,0,2,0,0,21,-1,4,7,0,1,0,1,1
0,3,1,29,0,-2,0,0,-21,1,-4,-7,0,1,0,1,1
0,4,-1,-1,0,15,47,0,-4,2,-6,-92,7,1,1,1,0
0,4,1,1,0,-15,-47,0,4,-2,6,92,-7,1,1,1,0
0,4,-1,-1,0,15,0,-5,-4,9,3,-45,7,1,1,1,1
0,4,1,1,0,-15,0,5,4,-9,-3,45,-7,1,1,1,1
0,4,-1,-1,0,15,-10,31,-4,6,-3,-46,-1,0,1,1,1
0,4,1,1,0,-15,10,-31,4,-6,3,46,1,0,1,1,1
0,4,-1,-29,1,2,0,0,22,0,7,99,-38,1,0,0,1
0,4,1,29,1,-2,0,0,-22,0,-7,-99,38,1,0,0,1
0,4,-1,-10,1,-15,-58,-42,-20,-23,-3,-55,28,1,0,0,1
0,4,1,10,1,15,58,42,20,23,3,55,-28,1,0,0,1
