PID,Step,Followed,ResultingOptMakespan,Rank,phi.MWR,phi.LWR,phi.SPT,phi.LPT,phi.RNDmin,phi.RNDmean,phi.RNDmax,phi.RNDstd
1,0,0,-7,-1,-83,-3,-92,-66,-14,-46,-71,-6
1,0,0,7,1,83,3,92,66,14,46,71,6
1,0,1,-7,-1,80,-2,-91,-66,-2,-35,-37,-5
1,0,1,7,1,-80,2,91,66,2,35,37,5
1,0,0,-7,-1,6,-2,-91,-66,-11,-32,-46,-7
1,0,0,7,1,-6,2,91,66,11,32,46,7
1,0,0,-7,-1,6,-7,-176,-7,-8,-32,-78,-10
1,0,0,7,1,-6,7,176,7,8,32,78,10
1,0,0,-7,-1,-6,0,89,-6,-30,8,62,12
1,0,0,7,1,6,0,-89,6,30,-8,-62,-12
1,1,1,-5,-1,-44,-3,-92,-33,-10,-12,-46,-4
1,1,1,5,1,44,3,92,33,10,12,46,4
1,1,0,-5,-1,24,0,-89,-66,-12,-18,-5,2
1,1,0,5,1,-24,0,89,66,12,18,5,-2
1,1,0,-5,-1,6,-2,-91,-27,-9,-9,-18,-10
1,1,0,5,1,-6,2,91,27,9,9,18,10
1,1,0,-5,-1,6,-7,-176,-7,-10,-29,-74,-10
1,1,0,5,1,-6,7,176,7,10,29,74,10
1,1,0,-7,-1,-6,0,89,-6,-21,0,0,4
1,1,0,7,1,6,0,-89,6,21,0,0,-4
1,2,1,-2,-1,6,0,-89,-66,-9,-33,35,1
1,2,1,2,1,-6,0,89,66,9,33,-35,-1
1,2,0,-2,-1,80,57,-32,-27,-2,-14,69,0
1,2,0,2,1,-80,-57,32,27,2,14,-69,0
1,2,0,-2,-1,6,-7,-176,-7,-9,-14,51,12
1,2,0,2,1,-6,7,176,7,9,14,-51,-12
1,2,0,-7,-1,-6,0,89,-6,0,-8,7,2
1,2,0,7,1,6,0,-89,6,0,8,-7,-2
1,2,0,-23,-1,50,-67,-67,39,-24,5,-62,-3
1,2,0,23,1,-50,67,67,-39,24,-5,62,3
1,3,1,-2,-1,24,0,-89,-54,-9,-2,3,1
1,3,1,2,1,-24,0,89,54,9,2,-3,-1
1,3,0,-2,-1,10,0,-89,-66,-9,-13,-21,3
1,3,0,2,1,-10,0,89,66,9,13,21,-3
1,3,0,-2,-1,24,57,-32,-66,-9,-13,80,2
1,3,0,2,1,-24,-57,32,66,9,13,-80,-2
1,3,0,-2,-1,-24,-7,-176,-7,-9,-35,-8,-5
1,3,0,2,1,24,7,176,7,9,35,8,5
1,3,0,-7,-1,-6,0,89,-6,0,-2,-73,3
1,3,0,7,1,6,0,-89,6,0,2,73,-3
1,4,0,-2,-1,10,0,-89,-66,-2,-26,-2,3
1,4,0,2,1,-10,0,89,66,2,26,2,-3
1,4,0,-2,-1,24,57,-32,-54,-2,-17,-2,-8
1,4,0,2,1,-24,-57,32,54,2,17,2,8
1,4,1,-2,-1,6,-7,-176,-7,-2,-16,-5,-2
1,4,1,2,1,-6,7,176,7,2,16,5,2
1,4,0,-7,-1,-6,0,89,-6,-7,-5,4,-2
1,4,0,7,1,6,0,-89,6,7,5,-4,2
1,4,0,-2,-1,0,-67,-67,60,-2,11,1,4
1,4,0,2,1,0,67,67,-60,2,-11,-1,-4
1,5,1,-2,-1,-97,0,0,-37,-2,-26,4,5
1,5,1,2,1,97,0,0,37,2,26,-4,-5
1,5,1,-2,-1,-97,0,-89,-37,-2,-22,7,-3
1,5,1,2,1,97,0,89,37,2,22,-7,3
1,5,0,-2,-1,-97,-2,-2,-37,-2,-1,15,8
1,5,0,2,1,97,2,2,37,2,1,-15,-8
1,5,0,-2,-1,-47,0,0,-84,-2,-7,23,13
1,5,0,2,1,47,0,0,84,2,7,-23,-13
1,5,0,-9,-1,97,-67,-67,37,-9,-14,-95,-7
1,5,0,9,1,-97,67,67,-37,9,14,95,7
1,6,0,-2,-1,0,0,0,-9,-2,5,80,17
1,6,0,2,1,0,0,0,9,2,-5,-80,-17
1,6,0,-2,-1,-61,0,-89,-9,-2,13,-11,1
1,6,0,2,1,61,0,89,9,2,-13,11,-1
1,6,1,-2,-1,-30,0,0,-9,-2,-12,61,15
1,6,1,2,1,30,0,0,9,2,12,-61,-15
1,6,0,-2,-1,0,-2,-2,-9,-2,17,81,13
1,6,0,2,1,0,2,2,9,2,-17,-81,-13
1,6,0,-2,-1,0,0,0,-68,-2,-10,0,9
1,6,0,2,1,0,0,0,68,2,10,0,-9
1,7,0,-2,-1,-30,0,0,-9,-2,7,115,18
1,7,0,2,1,30,0,0,9,2,-7,-115,-18
1,7,0,-2,-1,-91,0,-89,-9,-2,1,26,-9
1,7,0,2,1,91,0,89,9,2,-1,-26,9
1,7,0,-2,-1,0,0,0,-9,-2,-5,24,19
1,7,0,2,1,0,0,0,9,2,5,-24,-19
1,7,1,-2,-1,0,-2,-2,-9,-2,20,106,31
1,7,1,2,1,0,2,2,9,2,-20,-106,-31
1,7,0,-2,-1,50,0,0,-68,-2,4,24,11
1,7,0,2,1,-50,0,0,68,2,-4,-24,-11
1,8,0,-59,-1,30,-92,-172,0,-59,-3,82,16
1,8,0,59,1,-30,92,172,0,59,3,-82,-16
1,8,0,-59,-1,0,-92,-172,0,-59,-14,82,15
1,8,0,59,1,0,92,172,0,59,14,-82,-15
1,8,1,-59,-1,0,-92,-172,0,-59,-16,71,13
1,8,1,59,1,0,92,172,0,59,16,-71,-13
1,8,0,-59,-1,0,-92,-83,0,-59,-16,83,21
1,8,0,59,1,0,92,83,0,59,16,-83,-21
1,8,0,-59,-1,30,-92,-172,-9,-59,-41,-3,10
1,8,0,59,1,-30,92,172,9,59,41,3,-10
1,9,0,-59,-1,30,-92,-172,0,-59,-10,-11,7
1,9,0,59,1,-30,92,172,0,59,10,11,-7
1,9,1,-59,-1,0,-92,-172,0,-59,-6,0,13
1,9,1,59,1,0,92,172,0,59,6,0,-13
1,9,0,-59,-1,0,-92,-83,0,-59,-6,-12,15
1,9,0,59,1,0,92,83,0,59,6,12,-15
1,9,0,-59,-1,30,-92,-172,-9,-59,-38,-94,2
1,9,0,59,1,-30,92,172,9,59,38,94,-2
1,10,0,-59,-1,30,-92,-172,0,-59,-14,-91,12
1,10,0,59,1,-30,92,172,0,59,14,91,-12
1,10,0,-59,-1,0,-92,-172,0,-59,-15,-11,13
1,10,0,59,1,0,92,172,0,59,15,11,-13
1,10,0,-59,-1,0,-92,-83,0,-59,-12,-91,10
1,10,0,59,1,0,92,83,0,59,12,91,-10
1,10,1,-59,-1,80,-92,-172,-9,-59,-41,-97,10
1,10,1,59,1,-80,92,172,9,59,41,97,-10
1,15,0,-46,-1,0,43,0,0,-46,30,0,23
1,15,0,46,1,0,-43,0,0,46,-30,0,-23
1,15,1,-46,-1,0,-46,0,0,-46,-12,0,22
1,15,1,46,1,0,46,0,0,46,12,0,-22
1,15,0,-46,-1,0,-46,-89,0,-46,-30,-1,7
1,15,0,46,1,0,46,89,0,46,30,1,-7
1,15,0,-46,-1,-51,-46,0,-46,-46,-35,-3,24
1,15,0,46,1,51,46,0,46,46,35,3,-24
1,16,0,-46,-1,0,43,0,0,-46,5,1,24
1,16,0,46,1,0,-43,0,0,46,-5,-1,-24
1,16,0,-46,-1,0,-46,0,0,-46,-20,-2,12
1,16,0,46,1,0,46,0,0,46,20,2,-12
1,16,0,-46,-1,0,-46,-89,0,-46,-34,1,1
1,16,0,46,1,0,46,89,0,46,34,-1,-1
1,16,1,-46,-1,-51,-46,0,-46,-46,-39,-2,15
1,16,1,46,1,51,46,0,46,46,39,2,-15
2,0,0,-1,-1,1,-2,-12,1,-1,2,-15,-1
2,0,0,1,1,-1,2,12,-1,1,-2,15,1
2,0,0,-1,-1,7,-2,-12,7,-1,10,-11,1
2,0,0,1,1,-7,2,12,-7,1,-10,11,-1
2,0,1,-1,-1,0,-5,-14,0,-1,-1,-13,0
2,0,1,1,1,0,5,14,0,1,1,13,0
2,0,0,-1,-1,0,-2,7,0,-1,1,-13,1
2,0,0,1,1,0,2,-7,0,1,-1,13,-1
2,0,0,-6,-1,-32,1,-8,-32,-6,-20,-17,-4
2,0,0,6,1,32,-1,8,32,6,20,17,4
2,1,0,-1,-1,1,-2,-12,1,-1,0,4,-3
2,1,0,1,1,-1,2,12,-1,1,0,-4,3
2,1,1,-1,-1,7,-2,-12,7,-1,-1,4,-1
2,1,1,1,1,-7,2,12,-7,1,1,-4,1
2,1,0,-1,-1,0,-1,-1,0,-1,4,13,3
2,1,0,1,1,0,1,1,0,1,-4,-13,-3
2,1,0,-1,-1,0,-2,7,0,-1,-1,30,1
2,1,0,1,1,0,2,-7,0,1,1,-30,-1
2,1,0,-2,-1,-32,1,-8,-32,-2,-21,-30,0
2,1,0,2,1,32,-1,8,32,2,21,30,0
2,2,0,-1,-1,3,-2,-2,3,-1,-17,9,-8
2,2,0,1,1,-3,2,2,-3,1,17,-9,8
2,2,1,-1,-1,-7,-1,-1,-7,-1,-11,-34,-9
2,2,1,1,1,7,1,1,7,1,11,34,9
2,2,0,-1,-1,0,-1,-1,0,-1,-6,-23,-4
2,2,0,1,1,0,1,1,0,1,6,23,4
2,2,0,-1,-1,7,-2,-2,1,-1,-8,-14,-6
2,2,0,1,1,-7,2,2,-1,1,8,14,6
