PID,Step,Dispatch,Followed,ResultingOptMakespan,Rank,phi.MWR,phi.LWR,phi.SPT,phi.LPT,phi.RNDmean,phi.RNDstd,phi.RNDmax,phi.RNDmin
1,0,0.2.0,0,546,3,622,721,656,591,658,52,822,559
1,0,1.2.0,1,500,1,624,665,656,625,652,46,766,560
1,0,2.1.0,0,497,0,656,721,656,625,655,48,786,559
1,0,3.2.0,0,497,0,557,736,656,625,642,46,772,511
1,0,4.3.0,0,520,2,598,721,656,667,665,44,782,588
1,0,5.3.0,0,520,2,603,582,651,625,647,41,758,569
1,1,0.2.3,0,520,1,566,665,656,594,655,44,790,559
1,1,1.4.3,0,500,0,622,753,656,625,643,43,753,531
1,1,2.1.0,0,500,0,587,665,656,625,651,41,756,570
1,1,3.2.3,1,500,0,624,680,656,625,636,49,792,549
1,1,4.3.0,0,520,1,598,665,656,667,653,39,742,575
1,1,5.3.0,0,520,1,529,610,624,625,628,44,734,553
1,2,0.2.18,0,500,0,622,680,656,585,640,44,793,549
1,2,1.4.3,0,500,0,624,768,656,625,630,43,747,549
1,2,2.1.0,0,500,0,656,680,656,625,639,47,759,520
1,2,3.3.18,1,500,0,624,573,590,615,611,36,718,520
1,2,4.3.0,0,520,1,598,680,656,667,652,48,798,551
1,2,5.3.0,0,520,1,529,625,624,625,639,44,758,553
1,3,0.2.18,0,500,0,624,573,590,624,616,38,725,538
1,3,1.4.3,0,500,0,624,661,590,624,615,34,701,520
1,3,2.1.0,0,500,0,531,573,590,587,621,44,714,526
1,3,3.0.31,1,500,0,624,573,590,642,610,37,714,531
1,3,4.3.31,0,500,0,578,573,590,661,606,35,734,559
1,3,5.3.31,0,504,1,624,573,632,615,610,34,714,560
1,4,0.2.18,0,500,0,624,573,590,634,620,40,751,544
1,4,1.4.3,1,500,0,560,661,590,642,605,40,730,528
1,4,2.1.0,0,500,0,656,573,590,588,608,40,714,520
1,4,3.1.71,0,506,2,560,573,590,642,616,42,761,506
1,4,4.3.31,0,500,0,710,573,590,661,607,49,806,520
1,4,5.3.31,0,504,1,624,573,576,615,608,38,721,510
1,5,0.2.18,0,500,0,622,661,590,576,615,41,710,533
1,5,1.0.71,0,500,0,606,618,551,655,610,43,730,514
1,5,2.1.0,0,500,0,531,661,590,588,594,33,668,504
1,5,3.1.71,0,506,2,624,661,590,642,596,33,702,506
1,5,4.3.31,0,500,0,578,661,590,601,608,38,760,526
1,5,5.3.31,1,504,1,624,661,576,624,597,34,718,504
1,6,0.2.18,0,504,0,560,661,576,707,611,41,707,504
1,6,1.0.71,0,504,0,554,618,576,625,600,39,710,514
1,6,2.1.0,0,504,0,531,661,576,656,590,41,718,514
1,6,3.1.71,0,506,1,624,661,575,642,601,37,689,506
1,6,4.3.87,0,504,0,595,661,576,629,598,40,714,520
1,6,5.0.87,1,520,2,624,621,562,624,600,39,726,520
1,7,0.2.18,0,520,0,622,621,562,707,607,37,707,520
1,7,1.0.121,0,520,0,624,621,554,624,594,36,694,520
1,7,2.1.0,0,520,0,531,621,562,656,584,42,718,520
1,7,3.1.71,0,520,0,624,621,585,642,613,36,726,520
1,7,4.3.87,0,520,0,582,621,562,629,600,37,707,520
1,7,5.4.121,1,520,0,624,621,562,624,597,34,697,520
1,8,0.2.18,0,520,0,624,621,562,707,605,38,721,544
1,8,1.0.121,0,520,0,560,621,554,624,594,44,737,520
1,8,2.1.0,0,520,0,531,621,562,656,584,40,714,520
1,8,3.1.71,0,520,0,624,621,585,624,609,40,721,520
1,8,4.3.87,0,520,0,582,621,562,629,594,41,702,520
1,8,5.1.168,1,520,0,624,621,562,624,600,39,707,520
1,9,0.2.18,0,520,0,624,621,562,707,607,32,707,520
1,9,1.0.121,0,520,0,624,621,554,624,593,37,680,520
1,9,2.1.0,0,520,0,531,621,562,656,584,35,663,520
1,9,3.1.71,0,554,1,560,621,585,624,614,33,690,554
1,9,4.3.87,0,520,0,582,621,562,629,598,38,695,520
1,9,5.2.212,1,520,0,560,621,562,624,605,39,730,520
1,10,0.2.18,0,520,0,560,621,562,707,600,38,721,520
1,10,1.0.121,0,520,0,624,621,554,624,588,37,680,520
1,10,2.1.0,0,520,0,531,621,562,656,584,44,718,520
1,10,3.1.71,1,554,1,624,621,585,624,618,32,734,554
1,10,4.3.87,0,520,0,595,621,562,629,603,50,763,520
1,11,0.2.18,0,554,0,624,621,585,707,616,37,758,560
1,11,1.0.121,0,554,0,624,621,554,624,612,29,668,554
1,11,2.1.212,0,554,0,615,621,585,615,623,37,763,560
1,11,3.4.168,1,554,0,624,621,585,624,618,32,732,554
1,11,4.3.87,0,554,0,582,621,585,629,617,39,763,554
1,12,0.2.18,0,554,0,560,621,585,707,619,30,707,554
1,12,1.0.121,1,554,0,624,621,554,624,612,33,680,554
1,12,2.1.212,0,554,0,575,621,585,615,622,31,758,560
1,12,4.3.87,0,554,0,582,621,585,629,614,38,721,554
1,13,0.2.18,0,554,0,622,621,554,622,615,29,690,554
1,13,1.1.212,1,554,0,624,650,554,624,610,32,661,554
1,13,2.1.212,0,554,0,575,621,554,615,609,27,658,560
1,13,4.3.87,0,554,0,624,621,554,629,594,32,687,554
1,14,0.2.18,0,554,0,624,650,554,622,623,31,690,554
1,14,1.3.283,1,554,0,624,650,554,624,609,32,661,554
1,14,2.1.283,0,554,0,624,650,554,624,616,31,690,554
1,14,4.3.87,0,554,0,624,650,554,629,591,33,668,554
1,15,0.2.18,1,554,0,622,650,554,622,625,29,680,554
1,15,2.1.283,0,554,0,624,650,554,624,618,29,661,554
1,15,4.3.87,0,554,0,624,650,554,629,592,32,661,554
1,16,0.0.209,1,622,1,622,650,650,622,632,15,680,622
1,16,2.1.283,0,554,0,624,650,554,624,627,31,690,554
1,16,4.3.87,0,554,0,560,650,554,622,609,40,680,554
1,17,0.1.305,1,622,0,622,622,622,622,622,0,622,622
1,17,2.1.283,0,624,1,624,650,650,644,640,13,680,624
1,17,4.3.87,0,622,0,622,650,650,622,631,13,668,622
1,18,0.4.381,1,622,0,622,622,622,622,622,0,622,622
1,18,2.1.381,0,622,0,622,622,622,622,622,0,622,622
1,18,4.3.87,0,622,0,622,622,622,622,622,0,622,622
1,19,0.3.391,1,622,0,622,622,622,622,622,0,622,622
1,19,2.1.381,0,622,0,622,622,622,622,622,0,622,622
1,19,4.3.87,0,622,0,622,622,622,622,622,0,622,622
1,20,2.1.381,1,622,0,622,622,622,622,622,0,622,622
1,20,4.3.87,0,622,0,622,622,622,622,622,0,622,622
1,21,2.2.477,1,622,0,622,622,622,622,622,0,622,622
1,21,4.3.87,0,622,0,622,622,622,622,622,0,622,622
1,22,2.0.513,1,622,0,622,622,622,622,622,0,622,622
1,22,4.3.87,0,622,0,622,622,622,622,622,0,622,622
1,23,2.4.533,1,622,0,622,622,622,622,622,0,622,622
1,23,4.3.87,0,622,0,622,622,622,622,622,0,622,622
1,24,2.3.589,1,622,0,622,622,622,622,622,0,622,622
1,24,4.3.87,0,622,0,622,622,622,622,622,0,622,622
1,25,4.3.87,1,622,0,622,622,622,622,622,0,622,622
1,26,4.0.305,1,622,0,622,622,622,622,622,0,622,622
1,27,4.2.385,1,622,0,622,622,622,622,622,0,622,622
1,28,4.4.433,1,622,0,622,622,622,622,622,0,622,622
1,29,4.1.532,1,622,0,622,622,622,622,622,0,622,622
2,0,0.0.0,0,404,1,513,494,494,555,512,43,632,404
2,0,1.2.0,0,402,0,513,594,494,555,531,48,678,416
2,0,2.3.0,1,402,0,513,553,494,555,527,48,677,404
2,0,3.1.0,0,402,0,513,636,494,555,523,48,632,426
2,0,4.2.0,0,402,0,559,636,494,551,520,53,657,404
2,0,5.0.0,0,402,0,596,636,499,552,528,44,634,438
2,1,0.0.0,0,404,1,513,562,494,555,526,47,628,404
2,1,1.2.0,1,402,0,513,643,494,555,538,48,663,444
2,1,2.4.2,0,402,0,513,611,507,555,544,44,676,425
2,1,3.1.0,0,402,0,513,634,494,555,538,51,703,427
2,1,4.2.0,0,402,0,559,553,494,551,527,55,659,409
2,1,5.0.0,0,402,0,596,553,499,552,533,51,678,413
2,2,0.0.0,1,404,1,513,643,494,555,522,49,671,404
2,2,1.0.8,0,432,2,581,643,522,572,552,38,643,432
2,2,2.4.2,0,402,0,513,577,507,555,556,43,655,432
2,2,3.1.0,0,402,0,513,621,494,555,540,43,650,448
2,2,4.2.8,0,402,0,527,643,494,544,528,55,651,416
2,2,5.0.0,0,402,0,596,650,499,552,538,41,634,433
2,3,0.2.10,1,404,0,513,548,486,555,526,42,644,419
2,3,1.0.10,0,434,1,573,643,516,536,532,40,648,472
2,3,2.4.2,0,404,0,513,577,507,555,528,41,683,425
2,3,3.1.0,0,404,0,513,525,494,555,528,36,606,452
2,3,4.2.8,0,404,0,527,643,494,544,517,48,657,419
2,3,5.0.10,0,404,0,513,562,509,513,513,42,632,405
2,4,0.1.11,0,404,0,513,548,486,555,527,44,646,404
2,4,1.0.10,0,434,1,573,548,516,536,532,36,620,452
2,4,2.4.2,0,404,0,513,577,499,555,533,41,620,423
2,4,3.1.0,1,404,0,513,525,486,555,525,47,686,419
2,4,4.2.11,0,404,0,513,548,486,551,511,49,656,406
2,4,5.0.10,0,404,0,513,562,501,513,514,38,632,424
2,5,0.1.11,0,404,0,513,525,486,555,534,48,696,422
2,5,1.0.10,0,434,2,573,525,516,536,531,35,617,456
2,5,2.4.2,1,404,0,513,577,499,555,535,40,640,433
2,5,3.4.11,0,411,1,516,617,486,555,537,48,678,447
2,5,4.2.11,0,404,0,513,525,486,551,507,43,598,419
2,5,5.0.10,0,404,0,513,531,501,513,526,42,644,404
2,6,0.1.11,0,404,0,513,577,499,555,532,41,670,451
2,6,1.0.10,0,434,1,573,577,516,536,529,35,604,460
2,6,2.2.24,0,448,2,513,577,521,617,540,36,643,448
2,6,3.4.24,1,404,0,513,594,499,555,546,50,691,422
2,6,4.2.11,0,404,0,513,548,499,551,520,50,633,419
2,6,5.0.10,0,404,0,513,513,501,513,513,38,588,404
2,7,0.1.11,0,404,0,513,594,499,555,547,47,701,447
2,7,1.0.10,0,434,1,573,543,516,536,532,37,634,456
2,7,2.2.24,0,448,3,513,594,521,617,554,37,676,483
2,7,3.0.47,0,445,2,534,594,499,578,583,44,697,465
2,7,4.2.11,0,404,0,513,565,499,551,515,57,691,404
2,7,5.0.10,1,404,0,513,558,501,513,526,43,632,404
2,8,0.1.11,0,404,0,513,558,501,513,526,44,644,422
2,8,1.0.49,0,433,1,535,525,515,513,509,32,596,433
2,8,2.2.24,0,448,3,513,558,521,513,529,23,582,485
2,8,3.0.49,0,440,2,497,558,501,553,536,43,632,461
2,8,4.2.11,0,404,0,513,535,501,513,510,49,632,404
2,8,5.4.49,1,404,0,513,558,501,513,527,45,644,404
2,9,0.1.11,0,404,0,513,558,501,513,523,42,632,406
2,9,1.0.49,0,433,1,535,525,515,513,516,28,562,448
2,9,2.2.24,0,448,3,513,558,521,513,533,30,641,471
2,9,3.0.49,0,440,2,497,558,501,553,541,48,644,461
2,9,4.2.11,0,404,0,513,535,501,513,514,47,645,404
2,9,5.1.87,1,404,0,513,558,501,513,521,44,645,404
2,10,0.1.11,0,404,0,513,558,501,513,528,39,644,404
2,10,1.0.49,0,433,1,535,525,515,513,518,28,580,433
2,10,2.2.24,0,448,3,513,558,521,513,526,31,581,448
2,10,3.0.49,0,440,2,497,558,501,553,542,44,644,467
2,10,4.2.11,0,404,0,513,535,501,513,515,52,645,404
2,10,5.2.114,1,404,0,513,558,461,513,524,44,644,404
2,11,0.1.11,0,404,0,513,558,461,513,534,42,644,447
2,11,1.0.49,0,433,1,535,525,515,513,524,29,580,433
2,11,2.2.24,0,448,2,513,558,521,513,531,30,598,448
2,11,3.0.49,0,461,3,497,558,461,553,546,56,644,461
2,11,4.2.11,0,404,0,513,562,461,513,515,54,644,406
2,11,5.3.153,1,404,0,513,558,461,513,529,39,644,404
2,12,0.1.11,1,404,0,513,558,461,513,527,48,644,404
2,12,1.0.49,0,433,1,535,525,515,513,519,28,562,433
2,12,2.2.24,0,448,2,513,558,521,513,534,28,616,448
2,12,3.0.49,0,461,3,497,558,461,553,539,47,644,461
2,12,4.2.11,0,404,0,513,562,461,513,514,57,645,404
2,13,0.3.55,1,404,0,513,558,461,513,532,41,644,404
2,13,1.0.49,0,433,1,535,525,515,513,526,28,580,433
2,13,2.2.24,0,448,2,513,558,521,513,532,27,628,448
2,13,3.0.49,0,461,3,497,558,461,553,540,51,644,461
2,13,4.2.11,0,404,0,513,562,461,513,524,49,645,404
2,14,0.4.91,0,448,2,513,558,470,513,531,39,644,448
2,14,1.0.49,0,433,1,535,525,515,513,529,24,585,447
2,14,2.2.24,0,448,2,513,558,521,513,532,26,580,448
2,14,3.0.49,0,461,3,497,558,461,553,549,50,644,461
2,14,4.2.11,1,404,0,513,562,461,513,520,48,644,433
2,15,0.4.91,0,470,3,513,562,470,513,532,50,645,470
2,15,1.0.49,0,433,1,535,562,515,513,530,34,562,433
2,15,2.2.153,0,404,0,513,562,461,562,516,43,612,406
2,15,3.0.49,0,461,2,497,562,461,494,527,54,644,461
2,15,4.0.59,1,404,0,513,447,447,513,488,57,645,404
2,16,0.4.91,1,470,1,513,495,470,513,507,39,645,470
2,16,1.0.62,0,404,0,548,447,406,513,512,49,562,404
2,16,2.2.153,0,404,0,513,447,447,562,487,53,602,404
2,16,3.0.62,0,404,0,507,447,447,507,495,63,645,404
2,16,4.4.87,0,404,0,483,447,447,404,449,35,544,404
2,17,1.0.62,1,470,0,513,495,470,513,529,31,571,470
2,17,2.2.153,0,470,0,513,495,470,562,512,37,602,470
2,17,3.0.62,0,470,0,507,495,470,507,503,44,645,470
2,17,4.4.153,0,470,0,553,470,470,470,491,25,571,470
2,18,1.4.153,1,485,1,513,485,513,513,526,28,562,485
2,18,2.2.153,0,470,0,513,495,470,562,516,35,571,470
2,18,3.0.126,0,470,0,544,495,470,544,536,25,562,470
2,18,4.4.153,0,470,0,553,470,470,553,511,35,571,470
2,19,1.1.206,1,485,0,513,485,513,513,527,26,562,485
2,19,2.2.153,0,485,0,513,485,513,562,532,32,562,485
2,19,3.0.126,0,485,0,544,485,513,544,536,23,562,485
2,19,4.4.206,0,485,0,513,513,513,513,520,23,562,485
2,20,1.3.246,1,485,0,513,485,513,513,530,28,562,485
2,20,2.2.153,0,485,0,513,485,513,562,531,32,562,485
2,20,3.0.126,0,485,0,544,485,513,544,535,24,562,485
2,20,4.4.206,0,485,0,513,513,513,513,525,23,562,485
2,21,2.2.153,0,485,0,513,485,513,562,531,29,562,485
2,21,3.0.126,0,485,0,544,485,513,544,534,25,562,485
2,21,4.4.206,1,485,0,513,513,513,513,523,23,562,485
2,22,2.2.153,0,485,0,513,513,513,562,521,27,562,485
2,22,3.0.126,0,485,0,544,513,513,544,529,23,562,485
2,22,4.1.276,1,485,0,513,513,513,513,521,16,544,485
2,23,2.2.153,1,485,0,513,513,513,513,510,9,513,485
2,23,3.0.126,0,485,0,544,513,513,544,529,20,544,485
2,23,4.3.352,0,513,1,513,513,513,513,521,13,544,513
2,24,2.0.242,1,485,0,513,513,513,513,506,12,513,485
2,24,3.0.126,0,485,0,485,513,513,513,507,12,513,485
2,24,4.3.352,0,513,1,513,513,513,513,513,0,513,513
2,25,2.1.352,0,485,0,513,513,513,513,508,11,513,485
2,25,3.0.126,0,485,0,485,513,513,513,505,13,513,485
2,25,4.3.352,1,513,1,513,513,513,513,513,0,513,513
2,26,2.1.352,1,513,0,513,513,513,513,513,0,513,513
2,26,3.0.126,0,513,0,513,513,513,513,513,0,513,513
2,27,3.0.126,1,513,0,513,513,513,513,513,0,513,513
2,28,3.2.242,1,513,0,513,513,513,513,513,0,513,513
2,29,3.3.441,1,513,0,513,513,513,513,513,0,513,513
3,0,0.3.0,0,347,0,640,553,355,682,451,59,667,355
