PID,Step,Followed,ResultingOptMakespan,Rank,phi.MWR,phi.LWR,phi.SPT,phi.LPT,phi.RNDmin,phi.RNDmean,phi.RNDmax,phi.RNDstd
1,0,1,-3,-1,-37,56,0,0,-31,1,38,7
1,0,1,3,1,37,-56,0,0,31,-1,-38,-7
1,0,0,-3,-1,-3,71,0,0,-5,3,14,7
1,0,0,3,1,3,-71,0,0,5,-3,-14,-7
1,0,0,-20,-1,26,-56,0,-42,-6,-20,-18,1
1,0,0,20,1,-26,56,0,42,6,20,18,-1
1,0,0,-20,-1,95,83,5,0,-2,8,1,1
1,0,0,20,1,-95,-83,-5,0,2,-8,-1,-1
1,0,0,-26,-1,-62,0,0,76,-13,-3,-38,-7
1,0,0,26,1,62,0,0,-76,13,3,38,7
1,1,0,-3,-1,56,56,3,0,4,4,-8,2
1,1,0,3,1,-56,-56,-3,0,-4,-4,8,-2
1,1,1,-3,-1,0,71,0,0,-4,-7,-1,10
1,1,1,3,1,0,-71,0,0,4,7,1,-10
1,1,0,-20,-1,-74,-56,0,-64,-17,-22,11,-2
1,1,0,20,1,74,56,0,64,17,22,-11,2
1,1,0,-20,-1,0,83,5,0,-9,9,32,-2
1,1,0,20,1,0,-83,-5,0,9,-9,-32,2
1,1,0,-26,-1,-64,0,0,-21,13,21,15,-3
1,1,0,26,1,64,0,0,21,-13,-21,-15,3
1,2,1,-32,-1,0,83,5,0,-9,-1,18,3
1,2,1,32,1,0,-83,-5,0,9,1,-18,-3
1,2,0,-32,-1,0,38,5,0,-27,6,46,7
1,2,0,32,1,0,-38,-5,0,27,-6,-46,-7
1,2,0,-32,-1,122,211,-64,-38,-39,-24,-21,-2
1,2,0,32,1,-122,-211,64,38,39,24,21,2
1,2,0,-5,-1,-74,-139,-5,5,-22,-1,-56,-5
1,2,0,5,1,74,139,5,-5,22,1,56,5
1,2,0,-1,-1,0,0,0,-69,-9,-27,26,9
1,2,0,1,1,0,0,0,69,9,27,-26,-9
1,3,0,-32,-1,18,55,32,-20,13,5,-22,-2
1,3,0,32,1,-18,-55,-32,20,-13,-5,22,2
1,3,0,-32,-1,0,143,32,0,-27,1,18,4
1,3,0,32,1,0,-143,-32,0,27,-1,-18,-4
1,3,0,-32,-1,0,34,32,0,15,15,37,7
1,3,0,32,1,0,-34,-32,0,-15,-15,-37,-7
1,3,1,-32,-1,0,-52,-37,-38,-13,-11,-3,5
1,3,1,32,1,0,52,37,38,13,11,3,-5
1,3,0,-6,-1,-74,-55,-32,-64,-28,-16,-15,1
1,3,0,6,1,74,55,32,64,28,16,15,-1
1,4,1,-4,-1,18,0,-25,-48,56,3,-25,-15
1,4,1,4,1,-18,0,25,48,-56,-3,25,15
1,4,0,-4,-1,122,88,-25,-66,30,-4,-1,-11
1,4,0,4,1,-122,-88,25,66,-30,4,1,11
1,4,0,-4,-1,0,7,-25,-66,30,1,0,-2
1,4,0,4,1,0,-7,25,66,-30,-1,0,2
1,4,0,-4,-1,0,0,-25,-65,16,-7,7,0
1,4,0,4,1,0,0,25,65,-16,7,-7,0
1,4,0,-4,-1,62,0,-25,-60,4,4,76,-3
1,4,0,4,1,-62,0,25,60,-4,-4,-76,3
1,5,1,-4,-1,-56,88,-25,0,6,11,14,12
1,5,1,4,1,56,-88,25,0,-6,-11,-14,-12
