PID,Step,Dispatch,Followed,ResultingOptMakespan,Rank,phi.MWR,phi.LWR,phi.SPT,phi.LPT,phi.RNDmean,phi.RNDstd,phi.RNDmax,phi.RNDmin
1,0,0.0.0,0,632,3,821,768,722,756,777,40,890,691
1,0,1.0.0,0,608,2,759,782,779,820,755,57,883,611
1,0,2.0.0,0,567,0,754,722,657,752,692,59,823,583
1,0,3.0.0,0,567,0,739,718,665,738,710,55,820,594
1,0,4.0.0,0,584,1,739,672,722,608,710,42,836,620
1,0,5.0.0,1,567,0,739,755,709,732,708,62,854,588
1,1,0.0.34,0,627,3,817,755,709,712,756,41,870,660
1,1,1.0.34,0,598,2,655,769,704,776,718,53,836,621
1,1,2.0.34,0,567,0,739,744,644,748,698,53,861,583
1,1,3.0.34,0,567,0,739,743,640,732,689,55,843,575
1,1,4.0.34,0,572,1,754,662,709,604,694,50,852,608
1,1,5.1.34,1,567,0,739,755,709,732,705,58,853,599
1,2,0.0.34,0,627,3,832,755,709,712,750,47,872,655
1,2,1.0.34,0,598,2,695,769,704,776,732,57,853,618
1,2,2.0.34,0,567,0,754,713,644,748,698,52,861,583
1,2,3.0.34,0,567,0,739,705,640,732,680,50,789,569
1,2,4.0.34,0,572,1,739,662,709,604,685,45,795,608
1,2,5.2.78,1,567,0,754,755,709,732,713,53,817,591
1,3,0.0.34,0,627,3,796,755,709,712,750,44,872,660
1,3,1.0.34,0,598,2,655,769,704,776,723,61,851,598
1,3,2.0.34,0,567,0,739,713,644,748,688,59,804,567
1,3,3.0.34,0,567,0,754,705,640,732,685,57,813,569
1,3,4.0.34,0,572,1,754,662,709,604,679,44,825,608
1,3,5.3.79,1,567,0,739,755,709,732,699,55,860,569
1,4,0.0.34,0,627,3,817,755,709,712,745,37,836,632
1,4,1.0.34,0,598,2,655,769,704,776,717,58,894,620
1,4,2.0.34,0,567,0,754,713,644,748,696,65,848,569
1,4,3.0.34,0,567,0,739,705,640,732,682,52,813,575
1,4,4.0.34,0,572,1,739,662,709,604,688,48,790,608
1,4,5.4.135,1,567,0,739,755,709,732,714,53,814,610
1,5,0.0.34,0,627,3,796,755,709,712,738,39,860,663
1,5,1.0.34,0,598,2,655,769,704,776,726,62,876,621
1,5,2.0.34,0,567,0,739,713,644,748,701,57,853,569
1,5,3.0.34,1,567,0,754,705,640,732,682,56,814,569
1,5,4.0.34,0,572,1,754,662,709,604,689,47,844,608
1,6,0.0.74,0,619,3,841,705,640,680,707,43,816,623
1,6,1.0.74,0,575,2,655,729,665,744,685,55,789,575
1,6,2.0.74,0,569,1,739,676,591,732,687,60,811,576
1,6,3.1.78,1,567,0,739,705,640,732,677,62,814,569
1,6,4.0.74,0,567,0,739,630,640,603,651,44,771,567
1,7,0.0.74,0,619,3,828,705,640,680,712,41,793,627
1,7,1.0.74,0,575,1,692,729,665,744,690,53,789,575
1,7,2.0.74,0,576,2,754,705,591,732,695,55,820,579
1,7,3.2.150,1,567,0,754,705,640,732,670,52,789,569
1,7,4.0.74,0,567,0,739,630,640,603,644,40,754,567
1,8,0.0.74,0,619,3,792,705,640,680,708,38,790,627
1,8,1.0.74,0,575,1,692,729,665,744,680,55,789,575
1,8,2.0.74,0,576,2,754,705,591,732,671,55,820,576
1,8,3.3.165,1,567,0,739,705,640,732,681,51,821,567
1,8,4.0.74,0,567,0,655,630,640,603,644,38,754,567
1,9,0.0.74,0,619,3,828,705,640,680,712,48,828,627
1,9,1.0.74,0,575,1,655,729,665,744,684,53,814,575
1,9,2.0.74,0,576,2,739,705,591,732,668,62,811,576
1,9,3.4.182,1,567,0,739,705,640,732,684,58,820,569
1,9,4.0.74,0,567,0,655,630,640,603,652,37,773,567
1,10,0.0.74,0,619,3,881,705,640,680,703,43,816,623
1,10,1.0.74,0,575,1,655,729,665,744,682,58,834,575
1,10,2.0.74,1,576,2,754,705,591,732,677,56,789,579
1,10,4.0.74,0,567,0,739,630,640,603,647,42,764,567
1,11,0.0.94,0,591,3,792,705,591,700,706,43,820,591
1,11,1.0.94,0,583,2,692,737,583,764,686,60,806,583
1,11,2.1.150,1,579,1,668,705,682,732,667,57,767,579
1,11,4.0.94,0,576,0,739,583,591,579,642,37,739,576
1,12,0.0.94,0,591,2,734,705,591,710,692,47,787,591
1,12,1.0.94,0,583,1,668,737,583,732,672,61,767,583
1,12,2.2.246,1,579,0,668,705,579,732,666,55,767,579
1,12,4.0.94,0,579,0,668,583,682,579,636,44,768,579
1,13,0.0.94,0,591,2,752,705,591,710,698,48,811,591
1,13,1.0.94,0,583,1,668,737,583,732,674,61,767,583
1,13,2.3.282,1,579,0,668,705,579,732,654,55,808,579
1,13,4.0.94,0,579,0,668,583,579,579,617,33,682,579
1,14,0.0.94,0,591,2,752,705,591,710,702,42,773,591
1,14,1.0.94,0,583,1,668,737,583,732,671,57,767,583
