PID,Step,Rank,ResultingOptMakespan,Followed,phi.MWR,phi.LWR,phi.SPT,phi.LPT,phi.RNDmean,phi.RNDstd,phi.RNDmax,phi.RNDmin,sdr.MWR,sdr.LWR,sdr.SPT,sdr.LPT
0,0,-1,-17,0,-65,144,0,50,-5,7,-7,-15,0,1,0,1
0,0,1,17,0,65,-144,0,-50,5,-7,7,15,0,1,0,1
0,0,-1,-17,0,-57,130,0,46,-12,13,22,-29,0,1,1,1
0,0,1,17,0,57,-130,0,-46,12,-13,-22,29,0,1,1,1
0,0,-1,-17,1,-13,124,0,83,2,12,-4,-29,0,0,1,1
0,0,1,17,1,13,-124,0,-83,-2,-12,4,29,0,0,1,1
0,0,-1,-24,0,-57,-212,0,-110,-34,-7,-37,-37,0,1,1,1
0,0,1,24,0,57,212,0,110,34,7,37,37,0,1,1,1
0,0,-1,-24,0,57,64,-46,14,-33,6,-20,-22,1,1,1,0
0,0,1,24,0,-57,-64,46,-14,33,-6,20,22,1,1,1,0
0,1,-1,-5,0,-65,144,0,82,22,9,-19,-19,0,1,0,1
0,1,1,5,0,65,-144,0,-82,-22,-9,19,19,0,1,0,1
0,1,-1,-5,0,-69,128,0,81,19,16,51,-21,0,1,1,1
0,1,1,5,0,69,-128,0,-81,-19,-16,-51,21,0,1,1,1
0,1,-1,-5,1,0,128,0,93,25,14,7,11,0,0,1,1
0,1,1,5,1,0,-128,0,-93,-25,-14,-7,-11,0,0,1,1
0,1,-1,-26,0,5,-172,99,-107,-46,-12,-24,-10,0,1,1,1
0,1,1,26,0,-5,172,-99,107,46,12,24,10,0,1,1,1
0,1,-1,-29,0,-5,64,-141,14,-21,15,-6,-61,1,1,1,0
0,1,1,29,0,5,-64,141,-14,21,-15,6,61,1,1,1,0
0,2,-1,-5,0,-65,144,0,51,-2,14,26,-21,0,1,1,1
0,2,1,5,0,65,-144,0,-51,2,-14,-26,21,0,1,1,1
0,2,-1,-5,0,-69,128,0,43,-14,10,-34,-21,0,1,1,1
0,2,1,5,0,69,-128,0,-43,14,-10,34,21,0,1,1,1
0,2,-1,-5,1,0,128,0,93,12,8,19,-1,0,0,0,1
0,2,1,5,1,0,-128,0,-93,-12,-8,-19,1,0,0,0,1
0,2,-1,-26,0,5,-172,99,-107,-40,-14,-49,-10,0,1,1,1
0,2,1,26,0,-5,172,-99,107,40,14,49,10,0,1,1,1
0,2,-1,-29,0,-5,64,-141,14,-17,19,-4,-57,1,1,1,0
0,2,1,29,0,5,-64,141,-14,17,-19,4,57,1,1,1,0
0,3,-1,-5,0,-65,144,0,51,16,20,53,-36,0,1,0,1
0,3,1,5,0,65,-144,0,-51,-16,-20,-53,36,0,1,0,1
0,3,-1,-5,0,-69,128,0,43,3,5,-7,-28,0,1,1,1
0,3,1,5,0,69,-128,0,-43,-3,-5,7,28,0,1,1,1
0,3,-1,-5,1,0,128,0,93,18,20,54,-36,0,0,1,1
0,3,1,5,1,0,-128,0,-93,-18,-20,-54,36,0,0,1,1
0,3,-1,-26,0,5,-172,99,-107,-50,-13,-53,-32,0,1,1,1
0,3,1,26,0,-5,172,-99,107,50,13,53,32,0,1,1,1
0,3,-1,-29,0,-5,64,-141,14,-11,14,-20,-32,1,1,1,0
0,3,1,29,0,5,-64,141,-14,11,-14,20,32,1,1,1,0
0,4,-1,-5,0,-65,144,0,51,6,20,58,-37,0,1,0,1
0,4,1,5,0,65,-144,0,-51,-6,-20,-58,37,0,1,0,1
0,4,-1,-5,0,-69,128,0,43,-1,12,80,-10,0,1,1,1
0,4,1,5,0,69,-128,0,-43,1,-12,-80,10,0,1,1,1
0,4,-1,-5,1,0,128,0,93,24,25,60,-21,0,0,1,1
0,4,1,5,1,0,-128,0,-93,-24,-25,-60,21,0,0,1,1
0,4,-1,-26,0,5,-172,99,-107,-48,-17,-55,6,0,1,1,1
0,4,1,26,0,-5,172,-99,107,48,17,55,-6,0,1,1,1
0,4,-1,-29,0,-5,64,-141,14,-20,12,-36,-57,1,1,1,0
