PID,Step,Dispatch,Followed,ResultingOptMakespan,Rank,phi.MWR,phi.LWR,phi.SPT,phi.LPT,phi.RNDmean,phi.RNDstd,phi.RNDmax,phi.RNDmin
1,0,0.2.0,0,766,0,1115,909,879,926,856,63,1036,766
1,0,1.2.0,1,766,0,1213,924,783,942,874,74,1140,766
1,0,2.1.0,0,766,0,810,909,879,842,867,62,1057,766
1,0,3.2.0,0,766,0,1210,924,766,942,872,68,1050,766
1,0,4.3.0,0,766,0,951,909,879,938,901,67,1045,770
1,0,5.3.0,0,766,0,1078,909,879,942,873,62,1043,766
1,1,0.2.3,0,766,0,1115,924,783,926,852,73,1172,766
1,1,1.4.3,0,766,0,1213,870,783,942,861,66,1030,766
1,1,2.1.0,0,766,0,810,924,783,842,857,63,1038,766
1,1,3.2.3,0,766,0,1213,939,783,942,851,70,1086,766
1,1,4.3.0,1,766,0,951,924,783,938,892,61,1048,766
1,1,5.3.0,0,766,0,1078,924,783,942,861,72,1125,766
1,2,0.2.3,0,766,0,969,924,783,967,883,62,1046,767
1,2,1.4.3,0,766,0,951,870,783,938,878,68,1066,766
1,2,2.1.0,0,766,0,1000,924,783,856,898,75,1057,766
1,2,3.2.3,1,766,0,951,939,783,938,878,62,1025,766
1,2,4.0.96,0,790,1,921,926,927,936,916,69,1084,791
1,2,5.3.96,0,766,0,978,924,783,938,890,59,1048,766
1,3,0.2.18,0,766,0,951,939,783,967,878,68,1078,766
1,3,1.4.3,0,766,0,951,885,783,938,880,66,1072,766
1,3,2.1.0,1,766,0,1000,939,783,856,869,65,1022,766
1,3,3.3.96,0,766,0,951,860,783,859,882,63,1110,766
1,3,4.0.96,0,790,1,921,926,927,936,903,53,1086,790
1,3,5.3.96,0,766,0,978,939,783,938,885,65,1083,766
1,4,0.2.18,1,766,0,1000,939,783,885,868,61,1086,767
1,4,1.4.3,0,766,0,1000,885,783,856,863,64,1024,766
1,4,2.2.192,0,766,0,1000,939,783,856,881,72,1104,766
1,4,3.3.96,0,766,0,1000,860,783,896,860,61,990,766
1,4,4.0.96,0,790,1,975,926,927,1016,912,53,1032,791
1,4,5.3.96,0,766,0,858,939,783,856,880,63,1048,766
1,5,0.0.114,0,784,1,963,939,840,911,869,56,987,784
1,5,1.4.3,0,766,0,1000,885,783,885,849,67,1054,766
1,5,2.2.192,0,766,0,1000,939,783,885,877,65,1024,766
1,5,3.3.96,1,766,0,1000,860,783,915,855,60,1026,766
1,5,4.0.96,0,790,2,975,926,927,1045,902,58,1086,791
1,5,5.3.96,0,766,0,858,939,783,885,878,59,1020,766
1,6,0.0.114,0,784,1,963,860,840,852,853,56,999,784
1,6,1.4.3,0,766,0,1000,806,783,915,850,61,1022,766
1,6,2.2.192,0,766,0,1000,860,783,915,859,63,1050,766
1,6,3.0.109,0,766,0,1000,794,766,925,842,61,993,766
1,6,4.0.96,0,790,2,975,847,927,1045,883,58,1028,790
1,6,5.3.109,1,766,0,1000,860,783,915,863,65,997,766
1,7,0.0.114,0,784,1,912,860,840,993,859,61,1039,784
1,7,1.4.3,1,766,0,1000,806,783,915,850,66,1068,766
1,7,2.2.192,0,766,0,1000,860,783,915,867,64,1019,766
1,7,3.0.109,0,766,0,1000,794,766,915,834,58,988,766
1,7,4.0.96,0,790,2,937,847,927,1004,902,63,1068,790
1,7,5.0.165,0,766,0,1000,1024,847,915,869,58,1029,766
1,8,0.0.114,0,784,1,912,806,840,993,857,56,1011,784
1,8,1.0.47,0,766,0,898,767,783,859,817,49,965,766
1,8,2.2.192,1,766,0,1000,806,783,915,854,64,998,766
1,8,3.0.109,0,766,0,1000,767,766,915,839,56,1009,766
1,8,4.0.96,0,790,2,937,847,927,1004,897,60,1024,790
1,8,5.0.165,0,766,0,1000,949,847,915,855,54,1020,766
1,9,0.0.114,0,784,1,1074,806,840,993,853,55,1025,784
1,9,1.0.47,1,766,0,898,767,783,859,826,61,1041,766
1,9,2.0.228,0,766,0,1000,844,816,915,849,64,998,766
1,9,3.0.109,0,766,0,1000,767,766,915,830,53,1018,766
