PID,Step,Dispatch,Followed,ResultingOptMakespan,Rank,phi.MWR,phi.LWR,phi.SPT,phi.LPT,phi.RNDmean,phi.RNDstd,phi.RNDmax,phi.RNDmin
1,0,0.2.0,0,673,4,889,860,758,821,812,81,1132,686
1,0,1.2.0,1,611,1,917,844,742,1002,786,59,945,687
1,0,2.1.0,0,605,0,849,860,742,1002,811,70,1011,660
1,0,3.2.0,0,605,0,911,875,757,1002,798,66,984,671
1,0,4.3.0,0,666,3,862,860,742,856,835,76,1117,719
1,0,5.3.0,0,617,2,939,786,681,1002,797,75,1122,693
1,1,0.2.6,0,636,2,889,844,742,827,793,49,996,672
1,1,1.4.6,1,611,0,920,836,742,832,756,64,944,615
1,1,2.1.0,0,611,0,849,844,742,1002,797,62,970,611
1,1,3.2.6,0,611,0,917,859,742,1002,778,69,964,611
1,1,4.3.0,0,666,3,882,844,742,856,806,61,1009,687
1,1,5.3.0,0,617,1,939,737,681,1002,775,55,942,670
1,2,0.2.6,0,636,2,820,836,742,827,781,58,951,672
1,2,1.0.94,1,611,0,774,836,742,733,758,46,859,644
1,2,2.1.0,0,611,0,862,836,742,832,765,60,928,644
1,2,3.2.6,0,611,0,902,836,742,832,753,62,896,645
1,2,4.3.0,0,666,3,882,836,742,856,796,57,947,706
1,2,5.3.0,0,617,1,939,768,681,832,758,54,930,644
1,3,0.2.6,0,636,1,993,836,742,792,777,59,1027,652
1,3,1.1.270,0,611,0,707,836,742,697,759,55,887,645
1,3,2.1.0,0,611,0,878,836,742,753,745,63,1062,644
1,3,3.2.6,0,611,0,878,836,742,733,733,55,1016,615
1,3,4.3.0,1,670,2,1027,836,742,785,762,40,895,702
1,3,5.3.0,0,636,1,780,768,681,733,735,45,860,652
1,4,0.2.6,1,670,0,1027,836,742,826,780,45,944,708
1,4,1.1.270,0,670,0,791,836,742,746,763,40,887,686
1,4,2.1.0,0,670,0,918,836,742,827,770,41,867,689
1,4,3.2.6,0,670,0,1007,836,742,785,771,45,942,690
1,4,4.0.270,0,677,1,1027,764,742,742,761,36,875,690
1,4,5.3.96,0,670,0,1027,836,742,785,767,44,957,686
1,5,0.0.270,0,720,2,885,836,815,893,816,35,947,735
1,5,1.1.270,1,670,0,791,836,742,807,779,44,887,692
1,5,2.1.0,0,670,0,918,836,742,863,782,44,932,686
1,5,3.2.102,0,670,0,1007,836,742,821,790,48,911,698
1,5,4.0.270,0,677,1,1027,764,742,816,769,37,859,698
1,5,5.3.96,0,670,0,874,836,742,826,781,39,893,708
1,6,0.0.270,0,720,2,796,836,815,807,813,32,887,727
1,6,1.3.412,0,670,0,749,836,742,807,781,38,878,698
1,6,2.1.0,0,670,0,749,836,742,807,781,44,876,698
1,6,3.2.102,0,670,0,791,836,742,741,783,42,897,698
1,6,4.0.270,1,677,1,766,764,742,816,770,35,889,698
1,6,5.3.96,0,670,0,791,836,742,807,779,47,887,705
1,7,0.0.350,0,690,1,786,764,742,775,770,29,854,692
1,7,1.3.412,0,677,0,766,764,742,816,762,35,862,692
1,7,2.1.0,1,677,0,749,764,742,844,767,41,861,692
1,7,3.2.102,0,677,0,842,764,742,763,765,35,862,698
1,7,4.2.350,0,677,0,766,764,742,816,771,33,862,692
1,7,5.3.96,0,677,0,802,764,742,782,767,37,850,698
1,8,0.0.350,0,690,1,840,764,742,758,768,38,854,698
1,8,1.3.412,0,677,0,749,764,742,844,771,37,854,698
1,8,2.2.102,0,677,0,749,764,742,844,763,41,854,694
1,8,3.2.102,1,677,0,749,764,742,731,763,38,866,692
1,8,4.2.350,0,677,0,749,764,742,796,773,39,889,690
1,8,5.3.96,0,677,0,802,764,742,762,766,34,881,705
1,9,0.0.350,1,690,1,840,764,742,758,770,27,838,698
1,9,1.3.412,0,677,0,749,764,742,731,759,33,846,693
1,9,2.2.117,0,677,0,749,764,742,731,762,37,859,694
1,9,3.3.117,0,677,0,749,763,742,731,757,35,881,690
1,9,4.2.350,0,677,0,749,764,742,759,769,34,859,698
1,9,5.3.96,0,677,0,802,764,742,725,760,38,870,686
1,10,0.1.446,0,690,0,783,764,742,758,766,34,854,690
1,10,1.3.412,0,690,0,840,764,742,758,767,37,862,698
1,10,2.2.117,0,690,0,840,764,742,758,765,30,854,693
1,10,3.3.117,1,690,0,840,763,742,758,767,28,854,699
1,10,4.2.350,0,690,0,840,764,742,730,764,30,850,698
1,10,5.3.96,0,690,0,846,764,742,775,773,34,862,690
1,11,0.1.446,0,690,0,783,763,742,758,764,23,805,698
1,11,1.3.412,0,690,0,840,763,742,758,768,30,866,693
1,11,2.2.117,0,690,0,840,763,742,758,770,29,827,698
1,11,3.0.446,1,699,1,768,763,742,766,765,27,816,699
1,11,4.2.350,0,690,0,840,763,742,730,767,35,862,690
1,11,5.3.130,0,690,0,846,763,742,775,773,39,910,692
1,12,0.1.446,0,699,0,757,763,742,766,760,18,790,699
1,12,1.3.412,0,699,0,768,763,742,766,767,27,813,699
1,12,2.2.117,0,699,0,768,763,742,766,762,29,869,699
1,12,3.1.486,0,724,1,797,803,742,796,775,30,816,724
1,12,4.2.350,0,699,0,797,763,742,790,770,24,816,699
1,12,5.3.130,1,699,0,777,763,742,775,765,25,816,699
1,13,0.1.446,0,699,0,804,763,742,775,757,20,812,699
1,13,1.3.412,0,699,0,777,763,742,775,763,24,813,699
1,13,2.2.117,0,699,0,797,763,742,699,760,27,813,699
1,13,3.1.486,0,724,2,777,803,742,784,774,29,816,724
1,13,4.2.350,1,699,0,777,763,742,775,761,25,816,699
1,13,5.0.486,0,713,1,777,763,742,763,766,23,839,715
1,14,0.1.446,0,699,0,804,763,742,775,762,18,790,713
1,14,1.3.412,0,699,0,777,763,742,775,770,25,816,713
1,14,2.2.117,0,699,0,797,763,742,699,765,30,850,699
1,14,3.1.486,1,724,2,777,803,742,784,770,30,816,724
1,14,4.4.398,0,699,0,849,763,742,793,768,28,839,699
1,14,5.0.486,0,713,1,777,763,742,763,764,27,849,713
1,15,0.1.558,0,724,0,724,803,742,724,761,33,816,724
1,15,1.3.412,0,724,0,777,803,742,784,772,28,816,724
1,15,2.2.117,1,724,0,797,803,742,796,774,31,816,724
1,15,3.4.558,0,784,1,803,803,803,784,791,9,816,784
1,15,4.4.398,0,724,0,792,803,742,804,773,31,816,724
1,15,5.0.486,0,724,0,777,803,742,784,769,29,816,724
1,16,0.1.558,0,724,0,780,803,742,724,756,35,816,724
1,16,1.3.412,1,724,0,797,803,742,796,771,30,816,724
1,16,2.0.486,0,724,0,797,786,762,796,763,29,813,724
1,16,3.4.558,0,784,1,803,803,803,796,794,9,816,784
1,16,4.4.398,0,724,0,797,803,742,796,774,29,816,724
1,16,5.0.486,0,724,0,777,803,742,803,771,28,816,724
1,17,0.1.558,0,724,0,780,803,742,724,763,36,816,724
1,17,2.0.486,0,724,0,797,786,762,796,762,32,816,724
1,17,3.4.558,0,784,1,803,803,803,796,792,9,813,784
1,17,4.4.398,0,724,0,797,803,742,796,775,30,816,724
1,17,5.0.486,1,724,0,777,803,742,803,770,30,816,724
1,18,0.1.558,0,724,0,724,803,742,724,761,32,816,724
1,18,2.0.520,0,724,0,777,786,742,786,770,26,816,724
1,18,3.4.558,0,784,1,803,803,803,803,793,10,813,784
1,18,4.4.398,1,724,0,792,803,742,803,768,25,816,724
1,18,5.4.520,0,724,0,777,765,742,765,762,22,801,724
1,19,0.1.558,1,724,0,724,803,742,724,762,33,816,724
1,19,2.0.520,0,724,0,792,786,742,786,770,25,816,724
1,19,3.4.558,0,784,2,803,803,803,803,793,11,816,784
1,19,4.1.558,0,742,1,792,803,742,803,776,23,816,742
1,19,5.4.520,0,724,0,792,765,742,765,758,21,801,724
1,20,0.4.634,0,724,0,724,724,724,724,741,34,816,724
