PID,Step,Dispatch,Followed,ResultingOptMakespan,Rank,phi.MWR,phi.LWR,phi.SPT,phi.LPT,phi.RNDmean,phi.RNDstd,phi.RNDmax,phi.RNDmin
1,0,0.0.0,1,828,1,836,923,828,848,875,39,929,828
1,0,1.0.0,0,834,3,848,921,915,848,894,39,1012,834
1,0,2.0.0,0,826,0,836,921,828,848,892,38,998,828
1,0,3.0.0,0,829,2,836,921,917,848,896,39,1001,829
1,0,4.0.0,0,826,0,836,921,828,848,887,39,935,826
1,0,5.0.0,0,826,0,913,833,828,833,908,25,929,828
1,1,0.1.92,1,828,0,836,923,828,848,881,39,929,828
1,1,1.0.92,0,838,2,848,923,839,848,881,39,929,838
1,1,2.0.92,0,828,0,836,838,828,848,870,37,929,828
1,1,3.0.92,0,833,1,836,923,833,848,874,40,929,833
1,1,4.0.92,0,828,0,836,919,828,848,873,40,929,828
1,1,5.0.92,0,828,0,911,833,828,833,897,35,929,828
1,2,0.2.146,1,828,0,836,923,828,848,882,38,929,828
1,2,1.0.92,0,838,2,848,923,839,848,885,39,929,838
1,2,2.0.92,0,828,0,836,838,828,848,863,37,929,828
1,2,3.0.92,0,833,1,836,923,836,848,877,38,929,833
1,2,4.0.92,0,828,0,836,919,828,848,871,39,929,828
1,2,5.0.92,0,828,0,911,833,828,833,899,35,929,828
1,3,0.3.215,1,828,0,836,923,828,848,884,38,929,828
1,3,1.0.92,0,838,2,848,923,839,848,879,39,929,838
1,3,2.0.92,0,828,0,836,838,828,848,869,38,929,828
1,3,3.0.92,0,833,1,836,923,833,848,874,39,929,833
1,3,4.0.92,0,828,0,836,919,828,848,871,37,929,828
1,3,5.0.92,0,828,0,911,833,828,833,900,33,929,828
1,4,0.4.304,1,828,0,836,923,828,848,881,39,929,828
1,4,1.0.92,0,838,2,848,923,839,848,883,39,929,838
1,4,2.0.92,0,828,0,836,838,828,848,873,39,929,828
1,4,3.0.92,0,833,1,836,923,836,848,872,38,929,833
1,4,4.0.92,0,828,0,836,919,828,848,870,36,929,828
1,4,5.0.92,0,828,0,911,833,828,833,894,38,929,828
1,5,1.0.92,0,838,2,848,923,839,848,877,38,929,838
1,5,2.0.92,0,828,0,836,838,828,848,872,39,929,828
1,5,3.0.92,1,833,1,836,923,833,848,873,39,929,833
1,5,4.0.92,0,828,0,836,919,828,848,871,38,929,828
1,5,5.0.92,0,828,0,911,833,828,833,896,36,929,828
1,6,1.0.184,0,845,1,848,923,845,848,866,35,929,845
1,6,2.0.184,0,833,0,836,845,836,848,869,38,929,833
1,6,3.1.184,1,833,0,836,923,833,848,871,39,929,833
1,6,4.0.184,0,833,0,836,845,836,848,864,34,929,833
1,6,5.0.184,0,833,0,917,833,836,833,888,41,929,833
1,7,1.0.184,0,845,1,848,923,845,848,877,39,929,845
1,7,2.0.184,0,833,0,836,845,836,848,872,38,929,833
1,7,3.2.240,1,833,0,836,923,833,848,875,39,929,833
1,7,4.0.184,0,833,0,836,845,836,848,863,35,929,833
