PID,Step,Followed,ResultingOptMakespan,Rank,phi.MWR,phi.LWR,phi.SPT,phi.LPT,phi.RNDmin,phi.RNDmean,phi.RNDmax,phi.RNDstd
1,0,0,-6,-1,9,16,0,0,20,35,110,19
1,0,0,6,1,-9,-16,0,0,-20,-35,-110,-19
1,0,1,-6,-1,-6,31,15,0,58,43,184,23
1,0,1,6,1,6,-31,-15,0,-58,-43,-184,-23
1,0,0,-6,-1,-90,58,61,0,-64,-29,-109,-13
1,0,0,6,1,90,-58,-61,0,64,29,109,13
1,0,0,-49,-1,57,-74,-61,146,-40,-34,-144,-15
1,0,0,49,1,-57,74,61,-146,40,34,144,15
1,0,0,-7,-1,62,0,-16,35,24,38,110,10
1,0,0,7,1,-62,0,16,-35,-24,-38,-110,-10
1,1,0,-12,-1,-28,58,61,0,-61,-27,-59,-3
1,1,0,12,1,28,-58,-61,0,61,27,59,3
1,1,0,-12,-1,-96,74,61,0,-3,8,89,4
1,1,0,12,1,96,-74,-61,0,3,-8,-89,-4
1,1,1,-12,-1,-28,278,-19,-174,-46,2,7,20
1,1,1,12,1,28,-278,19,174,46,-2,-7,-20
1,1,0,-49,-1,57,-74,-61,146,-25,-35,-11,-7
1,1,0,49,1,-57,74,61,-146,25,35,11,7
1,1,0,-2,-1,-32,0,40,56,48,34,25,1
1,1,0,2,1,32,0,-40,-56,-48,-34,-25,-1
1,2,0,-21,-1,34,-327,0,-94,-78,-66,-154,-1
1,2,0,21,1,-34,327,0,94,78,66,154,1
1,2,0,-21,-1,-21,0,0,-64,-53,-14,94,15
1,2,0,21,1,21,0,0,64,53,14,-94,-15
1,2,1,-21,-1,-49,0,0,139,-4,-15,9,10
1,2,1,21,1,49,0,0,-139,4,15,-9,-10
1,2,0,-21,-1,-49,0,0,-94,-53,-17,-22,8
1,2,0,21,1,49,0,0,94,53,17,22,-8
1,2,0,-42,-1,-19,0,-44,-118,-5,5,-71,-27
1,2,0,42,1,19,0,44,118,5,-5,71,27
1,3,1,-21,-1,37,-327,0,-235,-30,-54,-181,-26
1,3,1,21,1,-37,327,0,235,30,54,181,26
1,3,0,-21,-1,-34,0,0,-195,-25,-13,-57,-10
1,3,0,21,1,34,0,0,195,25,13,57,10
1,3,0,-21,-1,34,-276,0,0,1,-10,-65,2
