PID,Step,Dispatch,Followed,ResultingOptMakespan,Rank,phi.MWR,phi.LWR,phi.SPT,phi.LPT,phi.RNDmean,phi.RNDstd,phi.RNDmax,phi.RNDmin
1,0,0.0.0,1,518,4,664,613,612,523,624,37,721,525
1,0,1.0.0,0,511,3,603,564,663,530,610,39,705,517
1,0,2.0.0,0,507,0,655,568,651,523,608,39,708,508
1,0,3.0.0,0,508,1,620,612,611,525,591,37,701,511
1,0,4.0.0,0,509,2,560,567,612,511,596,33,706,551
1,0,5.0.0,0,507,0,607,615,610,524,593,37,689,513
1,1,0.1.55,0,518,0,619,613,612,523,602,34,663,520
1,1,1.0.55,1,521,2,660,613,661,569,619,32,716,564
1,1,2.0.55,0,520,1,619,619,704,523,622,38,718,553
1,1,3.0.55,0,518,0,754,618,611,573,626,38,713,559
1,1,4.0.55,0,526,3,610,567,612,526,620,32,701,557
1,1,5.0.55,0,520,1,656,615,660,571,632,38,751,559
1,2,0.1.55,1,521,0,660,613,661,525,613,34,709,559
1,2,1.1.109,0,521,0,610,613,659,569,623,35,711,525
1,2,2.0.109,0,524,2,708,621,655,566,624,37,714,527
1,2,3.0.109,0,521,0,612,616,611,574,621,36,717,557
1,2,4.0.109,0,527,3,610,613,659,575,619,30,672,560
1,2,5.0.109,0,523,1,665,616,657,573,619,35,712,566
1,3,0.2.108,1,521,0,614,613,659,525,607,38,719,521
1,3,1.1.109,0,521,0,660,613,661,569,619,37,716,524
1,3,2.0.109,0,524,2,610,621,655,524,622,38,714,525
1,3,3.0.109,0,521,0,669,619,611,574,623,31,705,565
1,3,4.0.109,0,527,3,606,613,661,527,612,33,708,560
1,3,5.0.109,0,523,1,665,616,613,573,618,34,714,565
1,4,0.3.163,0,521,0,612,613,661,525,606,36,710,525
1,4,1.1.109,0,521,0,612,613,661,525,605,32,710,524
1,4,2.0.109,0,524,2,564,621,655,524,613,33,706,559
1,4,3.0.109,0,521,0,612,619,611,574,614,32,714,565
1,4,4.0.109,1,527,3,560,613,659,527,599,30,664,527
1,4,5.0.109,0,523,1,665,615,657,573,611,39,717,524
1,5,0.3.163,0,527,0,560,613,661,527,597,33,664,527
1,5,1.1.109,1,527,0,560,613,659,527,602,33,667,527
1,5,2.0.162,0,527,0,560,573,659,573,604,31,666,554
1,5,3.0.162,0,527,0,612,613,659,566,603,32,663,527
1,5,4.1.162,0,527,0,560,613,661,572,599,32,670,527
1,5,5.0.162,0,527,0,619,614,658,569,608,31,714,557
1,6,0.3.163,0,527,0,560,613,659,527,596,32,668,527
1,6,1.2.163,0,527,0,560,617,661,527,605,31,673,527
1,6,2.0.162,0,527,0,560,573,661,573,607,29,666,554
1,6,3.0.162,1,527,0,616,613,659,566,602,32,673,527
1,6,4.1.162,0,527,0,560,613,659,527,599,32,666,527
1,6,5.0.162,0,527,0,619,614,658,569,604,33,668,527
1,7,0.3.163,0,527,0,660,613,659,566,598,28,672,557
1,7,1.2.163,0,527,0,660,617,659,566,596,33,668,527
1,7,2.0.211,0,527,0,660,612,659,574,605,34,673,557
1,7,3.1.211,1,527,0,616,613,661,566,592,28,668,527
1,7,4.1.162,0,527,0,616,613,659,527,609,32,669,527
1,7,5.0.211,0,527,0,562,613,655,562,607,29,668,558
1,8,0.3.163,1,527,0,616,613,661,566,589,24,660,557
1,8,1.2.163,0,527,0,612,617,661,566,598,28,672,527
1,8,2.0.211,0,527,0,660,617,661,574,595,24,651,557
1,8,3.2.263,0,527,0,612,613,661,566,589,25,660,558
1,8,4.1.162,0,527,0,660,613,661,566,594,31,668,527
1,8,5.0.211,0,527,0,573,613,655,569,595,27,662,562
1,9,0.4.211,0,527,0,616,613,661,566,585,25,655,527
1,9,1.2.163,0,527,0,660,564,661,566,589,26,669,527
1,9,2.0.211,0,527,0,616,617,661,574,597,27,660,557
1,9,3.2.263,0,527,0,612,613,661,566,586,25,669,527
1,9,4.1.162,0,527,0,660,613,661,566,595,25,657,557
1,9,5.0.211,1,527,0,569,613,655,569,590,29,668,527
1,10,0.4.211,0,527,0,569,613,655,569,591,27,663,558
1,10,1.2.163,0,527,0,617,564,655,569,586,28,663,527
1,10,2.0.259,0,527,0,573,609,655,573,604,32,668,558
1,10,3.2.263,0,527,0,573,613,655,569,592,29,668,562
1,10,4.1.162,0,527,0,569,613,655,566,598,28,672,558
1,10,5.1.263,1,527,0,573,613,659,569,584,24,663,527
1,11,0.4.211,0,527,0,569,613,659,569,582,21,657,562
1,11,1.2.163,0,527,0,569,564,658,569,580,20,626,527
1,11,2.0.259,1,527,0,573,613,659,573,585,25,659,527
1,11,3.2.263,0,527,0,573,613,664,569,583,23,674,562
1,11,4.1.162,0,527,0,573,613,617,569,591,29,663,527
1,11,5.2.312,0,527,0,573,616,664,569,587,28,659,562
1,12,0.4.211,0,527,0,573,613,617,573,586,27,663,527
1,12,1.2.163,0,527,0,569,564,658,573,579,22,672,527
1,12,2.1.312,1,527,0,573,613,617,573,588,27,672,562
1,12,3.2.263,0,527,0,569,613,617,573,586,25,664,562
1,12,4.1.162,0,527,0,569,613,664,569,592,31,663,562
1,12,5.2.312,0,527,0,569,616,658,573,582,22,659,562
1,13,0.4.211,0,527,0,573,613,617,573,585,25,663,527
1,13,1.2.163,0,527,0,573,564,658,573,581,23,663,527
1,13,2.2.367,1,527,0,573,613,664,573,586,26,672,562
1,13,3.2.263,0,527,0,573,613,664,573,583,22,662,562
1,13,4.1.162,0,527,0,573,613,658,573,592,30,674,562
1,13,5.2.312,0,527,0,573,616,659,573,589,27,663,562
1,14,0.4.211,0,527,0,573,613,617,573,586,26,663,562
