PID,Step,Dispatch,Followed,ResultingOptMakespan,Rank,phi.MWR,phi.LWR,phi.SPT,phi.LPT,phi.RNDmean,phi.RNDstd,phi.RNDmax,phi.RNDmin
1,0,0.2.0,0,461,0,544,576,566,570,550,36,655,465
1,0,1.2.0,0,462,1,639,517,566,552,549,42,683,466
1,0,2.1.0,0,461,0,549,576,566,564,574,50,697,464
1,0,3.2.0,0,461,0,594,622,566,554,575,39,702,502
1,0,4.3.0,0,465,2,585,576,566,569,567,42,682,465
1,0,5.3.0,1,461,0,542,576,521,608,547,44,668,463
1,1,0.2.0,0,461,0,546,576,521,509,550,38,673,472
1,1,1.2.0,0,462,1,555,466,521,509,541,42,644,462
1,1,2.1.0,0,461,0,641,576,521,564,542,41,652,464
1,1,3.2.0,0,461,0,544,673,521,608,562,37,669,461
1,1,4.3.51,0,461,0,655,576,521,600,538,45,686,461
1,1,5.0.51,1,461,0,640,671,521,608,544,39,653,461
1,2,0.2.0,0,461,0,553,671,521,509,539,47,671,461
1,2,1.2.0,0,462,1,639,466,521,509,539,40,612,462
1,2,2.1.0,0,461,0,641,671,521,564,545,39,664,461
1,2,3.2.0,0,461,0,558,673,521,608,549,35,642,464
1,2,4.3.51,0,461,0,655,671,521,600,548,41,661,466
1,2,5.4.99,1,461,0,639,671,521,608,548,40,662,462
1,3,0.2.0,0,461,0,548,671,521,509,538,42,654,462
1,3,1.2.0,0,462,1,546,466,521,509,544,41,654,466
1,3,2.1.0,0,461,0,641,671,521,564,543,49,672,461
1,3,3.2.0,0,461,0,604,673,521,608,550,47,677,463
1,3,4.3.51,0,461,0,655,671,521,600,543,46,669,462
1,3,5.1.149,1,461,0,546,515,521,608,548,39,646,465
1,4,0.2.0,0,461,0,598,515,521,509,542,36,672,461
1,4,1.2.0,0,462,1,542,466,521,509,547,42,648,464
1,4,2.1.0,0,461,0,544,515,521,564,546,42,665,465
1,4,3.2.0,0,461,0,604,517,521,608,561,37,673,503
1,4,4.3.51,0,461,0,557,515,521,600,546,37,645,472
1,4,5.2.198,1,461,0,542,551,569,608,551,44,655,463
1,5,0.2.0,0,461,0,595,551,569,509,539,40,658,461
1,5,1.2.0,0,462,1,592,500,569,509,539,37,657,466
1,5,2.1.0,0,461,0,544,551,569,564,550,41,659,465
1,5,3.2.0,1,461,0,512,551,569,608,550,38,652,500
1,5,4.3.51,0,461,0,557,551,569,600,550,40,677,463
1,6,0.2.46,0,461,0,559,551,569,509,543,33,649,464
1,6,1.2.46,0,461,0,604,512,569,512,559,35,651,501
1,6,2.1.0,0,461,0,641,551,569,564,564,41,654,464
1,6,3.3.51,1,461,0,652,600,514,608,545,37,642,461
1,6,4.3.51,0,463,1,655,551,569,561,549,39,664,463
1,7,0.2.46,0,461,0,558,600,514,509,533,36,646,463
1,7,1.2.46,0,461,0,512,564,554,512,551,34,658,504
1,7,2.1.0,0,461,0,544,600,554,608,564,43,705,502
1,7,3.0.99,1,461,0,512,515,554,608,543,35,661,465
1,7,4.3.97,0,461,0,552,600,514,557,557,35,652,502
1,8,0.2.46,0,461,0,651,515,514,509,534,33,610,462
1,8,1.2.46,0,461,0,604,515,514,512,549,32,646,502
1,8,2.1.0,0,461,0,604,515,514,608,547,40,657,461
1,8,3.1.198,1,461,0,604,560,514,608,542,32,609,502
1,8,4.3.97,0,461,0,552,515,554,557,556,41,668,502
1,9,0.2.46,0,461,0,554,560,514,509,527,27,603,502
1,9,1.2.46,0,461,0,554,510,554,512,542,32,652,502
1,9,2.1.0,0,461,0,604,560,554,608,548,39,668,502
1,9,3.4.250,1,461,0,559,560,554,608,545,39,655,502
1,9,4.3.97,0,461,0,512,560,554,557,544,35,665,502
1,10,0.2.46,0,502,1,559,560,514,509,532,28,606,502
1,10,1.2.46,0,461,0,507,510,554,512,536,30,607,502
1,10,2.1.0,1,461,0,507,560,514,608,555,43,672,502
1,10,4.3.97,0,461,0,508,560,514,557,546,33,652,502
1,11,0.2.46,0,502,1,555,560,554,557,532,27,604,502
1,11,1.2.46,0,461,0,604,510,514,510,537,36,647,461
1,11,2.2.55,1,504,2,604,675,606,608,573,38,671,504
1,11,4.3.97,0,461,0,504,560,554,663,560,40,659,502
1,12,0.2.103,0,510,1,510,675,606,556,579,46,671,510
1,12,1.2.103,0,504,0,604,550,550,608,563,36,666,507
1,12,2.0.148,1,504,0,604,615,558,608,574,42,664,507
1,12,4.3.97,0,504,0,555,675,606,663,581,44,697,504
1,13,0.2.103,0,510,1,510,615,558,556,557,40,664,510
1,13,1.2.103,0,504,0,604,610,559,608,581,43,666,504
1,13,2.4.195,1,510,1,608,615,558,608,579,45,666,510
1,13,4.3.97,0,504,0,555,615,558,663,579,44,666,504
1,14,0.2.103,0,510,0,510,615,558,556,555,41,664,510
1,14,1.2.103,0,553,1,608,610,559,608,596,37,663,553
1,14,2.3.246,1,510,0,608,615,558,608,575,44,664,510
1,14,4.3.97,0,510,0,652,615,558,663,590,48,666,510
1,15,0.2.103,0,510,0,510,615,558,556,553,37,615,510
1,15,1.2.103,1,553,1,652,610,559,608,593,38,666,553
1,15,4.3.97,0,510,0,652,615,558,663,591,44,664,510
1,16,0.2.243,0,553,0,608,610,559,554,573,31,660,553
1,16,1.4.303,1,553,0,652,559,559,608,610,28,666,554
1,16,4.3.97,0,553,0,652,610,559,663,611,39,666,554
1,17,0.2.243,0,553,0,608,559,559,608,588,32,666,554
1,17,1.0.352,1,608,1,608,608,608,608,616,17,660,608
1,17,4.3.97,0,553,0,652,559,559,652,604,37,666,553
1,18,0.2.243,0,608,0,608,608,608,608,614,15,666,608
1,18,1.1.406,1,608,0,652,608,608,608,623,21,652,608
1,18,4.3.97,0,608,0,652,608,608,652,625,22,666,608
1,19,0.2.243,0,608,0,608,608,608,608,613,14,652,608
1,19,1.3.458,1,608,0,652,608,608,608,619,19,652,608
1,19,4.3.97,0,608,0,652,608,608,652,623,21,652,608
1,20,0.2.243,1,608,0,608,608,608,608,612,13,652,608
1,20,4.3.97,0,608,0,608,608,608,652,626,22,652,608
1,21,0.0.406,1,608,0,608,608,608,608,608,4,652,608
1,21,4.3.97,0,608,0,652,608,608,608,614,15,652,608
1,22,0.1.461,1,608,0,608,608,608,608,608,0,608,608
1,22,4.3.97,0,608,0,608,608,608,608,612,12,652,608
1,23,0.4.514,1,608,0,608,608,608,608,608,0,608,608
1,23,4.3.97,0,608,0,608,608,608,608,608,0,608,608
1,24,0.3.560,1,608,0,608,608,608,608,608,0,608,608
1,24,4.3.97,0,608,0,608,608,608,608,608,0,608,608
1,25,4.3.97,1,608,0,608,608,608,608,608,0,608,608
1,26,4.0.195,1,608,0,608,608,608,608,608,0,608,608
1,27,4.2.298,1,608,0,608,608,608,608,608,0,608,608
1,28,4.4.352,1,608,0,608,608,608,608,608,0,608,608
1,29,4.1.514,1,608,0,608,608,608,608,608,0,608,608
2,0,0.0.0,1,413,0,501,454,495,550,515,38,611,449
