PID,Step,Dispatch,Followed,ResultingOptMakespan,Rank,phi.MWR,phi.LWR,phi.SPT,phi.LPT,phi.RNDmean,phi.RNDstd,phi.RNDmax,phi.RNDmin
1,0,0.0.0,0,829,1,849,829,829,849,907,38,1011,830
1,0,1.0.0,0,825,0,923,909,825,834,920,40,1007,825
1,0,2.0.0,1,830,2,849,830,830,849,896,40,1015,830
1,0,3.0.0,0,829,1,849,913,912,849,910,37,1008,830
1,0,4.0.0,0,829,1,849,913,912,849,898,38,1017,830
1,0,5.0.0,0,829,1,849,829,829,849,909,38,1008,829
1,1,0.0.89,0,834,1,849,834,834,849,896,40,1009,835
1,1,1.0.89,0,830,0,916,913,913,834,916,35,1014,830
1,1,2.1.89,1,830,0,849,913,830,849,893,42,1018,830
1,1,3.0.89,0,834,1,849,918,917,849,891,44,1009,835
1,1,4.0.89,0,834,1,849,917,834,849,876,38,929,834
1,1,5.0.89,0,834,1,849,834,834,849,899,35,936,834
1,2,0.0.89,0,834,1,849,834,834,849,892,42,1007,834
1,2,1.0.89,0,830,0,922,830,830,834,917,33,1013,830
1,2,2.2.143,1,830,0,849,830,913,849,896,41,1008,834
1,2,3.0.89,0,834,1,849,834,834,849,897,37,936,834
1,2,4.0.89,0,834,1,849,918,834,849,883,39,929,835
1,2,5.0.89,0,834,1,849,834,834,849,891,41,1009,834
1,3,0.0.89,0,834,1,849,834,834,849,897,37,1008,834
1,3,1.0.89,0,830,0,922,830,830,834,915,30,1015,830
1,3,2.3.206,1,830,0,849,830,830,849,893,43,1009,830
1,3,3.0.89,0,834,1,849,834,917,849,895,40,1008,834
1,3,4.0.89,0,834,1,849,834,834,849,887,40,929,835
1,3,5.0.89,0,834,1,849,834,834,849,897,40,1010,834
1,4,0.0.89,0,834,1,849,834,834,849,893,40,1007,834
1,4,1.0.89,0,830,0,916,830,830,834,913,35,1014,830
1,4,2.4.291,1,830,0,849,913,913,849,898,38,1000,830
1,4,3.0.89,0,834,1,849,834,834,849,896,44,1010,835
1,4,4.0.89,0,834,1,849,917,834,849,879,38,929,834
1,4,5.0.89,0,834,1,849,834,834,849,893,38,936,834
1,5,0.0.89,0,834,1,849,834,834,849,895,39,1004,834
1,5,1.0.89,0,830,0,923,914,830,834,920,36,1018,830
1,5,3.0.89,0,834,1,849,834,834,849,898,39,1009,835
1,5,4.0.89,1,834,1,849,917,917,849,877,39,929,834
1,5,5.0.89,0,834,1,849,834,834,849,896,38,1008,834
1,6,0.0.179,0,838,1,849,838,838,849,872,38,929,838
1,6,1.0.179,0,834,0,923,917,917,835,911,27,929,834
1,6,3.0.179,0,839,2,849,839,839,849,873,38,929,839
1,6,4.1.179,1,834,0,849,918,917,849,884,40,929,835
1,6,5.0.179,0,838,1,849,838,838,849,870,37,928,838
1,7,0.0.179,0,838,1,849,838,838,849,871,38,929,838
1,7,1.0.179,0,834,0,928,918,834,835,906,31,928,834
1,7,3.0.179,0,839,2,849,922,922,849,870,37,929,839
1,7,4.2.234,1,834,0,849,834,834,849,887,39,929,834
1,7,5.0.179,0,838,1,849,838,838,849,871,37,928,838
1,8,0.0.179,0,838,1,849,838,838,849,865,35,929,838
1,8,1.0.179,0,834,0,923,917,834,835,909,30,929,834
1,8,3.0.179,0,839,2,849,839,922,849,873,38,929,839
1,8,4.3.298,1,834,0,849,834,917,849,881,39,929,835
1,8,5.0.179,0,838,1,849,838,838,849,875,38,928,838
1,9,0.0.179,0,838,1,849,838,838,849,873,38,929,838
1,9,1.0.179,0,834,0,929,834,834,835,913,25,929,834
1,9,3.0.179,0,839,2,849,839,922,849,871,38,929,839
1,9,4.4.384,1,834,0,849,918,917,849,884,38,929,838
1,9,5.0.179,0,838,1,849,838,838,849,874,38,928,838
1,10,0.0.179,0,838,1,849,838,838,849,878,39,929,838
1,10,1.0.179,0,834,0,929,834,917,835,911,28,929,834
1,10,3.0.179,1,839,2,849,839,922,849,872,38,929,839
1,10,5.0.179,0,838,1,849,838,838,849,870,37,928,838
1,11,0.0.271,0,843,1,849,843,843,849,855,25,929,843
1,11,1.0.271,0,839,0,839,839,922,839,899,39,929,839
1,11,3.1.271,1,839,0,849,923,839,849,873,38,929,839
1,11,5.0.271,0,843,1,849,843,843,849,860,30,928,843
