PID,Step,Rank,ResultingOptMakespan,Followed,phi.MWR,phi.LWR,phi.SPT,phi.LPT,phi.RNDmean,phi.RNDstd,phi.RNDmax,phi.RNDmin,sdr.MWR,sdr.LWR,sdr.SPT,sdr.LPT
0,0,-1,-3,1,0,0,-35,56,6,2,7,-20,1,1,0,1
0,0,1,3,1,0,0,35,-56,-6,-2,-7,20,1,1,0,1
0,0,-1,-3,1,0,0,-3,71,-6,4,26,-3,1,1,0,1
0,0,1,3,1,0,0,3,-71,6,-4,-26,3,1,1,0,1
0,0,-1,-20,1,0,-42,11,-56,-11,1,0,-20,0,1,0,1
0,0,1,20,1,0,42,-11,56,11,-1,0,20,0,1,0,1
0,0,-1,-20,1,5,0,37,83,-1,3,7,11,1,0,0,1
0,0,1,20,1,-5,0,-37,-83,1,-3,-7,-11,1,0,0,1
0,0,-1,-26,0,0,76,-11,0,3,-7,-46,16,0,1,1,0
0,0,1,26,0,0,-76,11,0,-3,7,46,-16,0,1,1,0
0,1,-1,-20,0,0,31,0,88,-4,8,1,-9,1,1,1,0
0,1,1,20,0,0,-31,0,-88,4,-8,-1,9,1,1,1,0
0,1,-1,-20,0,0,-42,11,88,-7,6,1,7,0,1,1,1
0,1,1,20,0,0,42,-11,-88,7,-6,-1,-7,0,1,1,1
0,1,-1,-20,0,32,0,37,143,15,3,40,10,1,0,1,1
0,1,1,20,0,-32,0,-37,-143,-15,-3,-40,-10,1,0,1,1
0,1,-1,-20,0,0,31,-35,0,-12,7,-12,-40,1,1,1,0
0,1,1,20,0,0,-31,35,0,12,-7,12,40,1,1,1,0
0,1,-1,-20,1,0,31,0,15,-29,1,-26,-40,1,1,0,0
0,1,1,20,1,0,-31,0,-15,29,-1,26,40,1,1,0,0
0,2,-1,-20,0,0,-82,11,0,-5,4,-13,-18,0,1,1,0
0,2,1,20,0,0,82,-11,0,5,-4,13,18,0,1,1,0
0,2,-1,-20,0,32,-40,37,55,13,5,51,10,1,0,1,0
0,2,1,20,0,-32,40,-37,-55,-13,-5,-51,-10,1,0,1,0
0,2,-1,-20,0,0,-42,11,88,-25,-2,-43,-42,0,1,1,1
0,2,1,20,0,0,42,-11,-88,25,2,43,42,0,1,1,1
0,2,-1,-20,0,0,-42,-24,0,-14,5,-25,-41,0,1,1,1
0,2,1,20,0,0,42,24,0,14,-5,25,41,0,1,1,1
0,2,-1,-20,1,-66,-52,11,-107,-36,-3,-78,-52,0,1,0,1
0,2,1,20,1,66,52,-11,107,36,3,78,52,0,1,0,1
0,3,-1,-4,0,-42,9,0,0,21,8,109,24,1,0,1,0
0,3,1,4,0,42,-9,0,0,-21,-8,-109,-24,1,0,1,0
0,3,-1,-4,0,-42,9,0,88,17,6,31,-14,1,0,1,1
0,3,1,4,0,42,-9,0,-88,-17,-6,-31,14,1,0,1,1
0,3,-1,-4,0,-42,-28,-35,0,11,0,19,24,1,0,1,1
0,3,1,4,0,42,28,35,0,-11,0,-19,-24,1,0,1,1
0,3,-1,-4,1,-42,27,0,0,9,4,12,0,1,0,0,1
0,3,1,4,1,42,-27,0,0,-9,-4,-12,0,1,0,0,1
0,3,-1,-4,0,-42,46,88,0,12,1,29,14,0,0,1,1
0,3,1,4,0,42,-46,-88,0,-12,-1,-29,-14,0,0,1,1
0,4,-1,-4,0,14,19,0,0,0,-8,-33,-15,1,1,1,0
0,4,1,4,0,-14,-19,0,0,0,8,33,15,1,1,1,0
0,4,-1,-4,1,14,27,0,88,8,0,-8,13,1,1,0,1
0,4,1,4,1,-14,-27,0,-88,-8,0,8,-13,1,1,0,1
0,4,-1,-4,0,14,-27,-35,0,3,-1,0,12,1,1,1,1
0,4,1,4,0,-14,27,35,0,-3,1,0,-12,1,1,1,1
0,4,-1,-4,0,14,46,88,0,0,-3,-9,7,0,1,1,1
0,4,1,4,0,-14,-46,-88,0,0,3,9,-7,0,1,1,1
0,4,-1,-2,0,-14,-27,0,0,-7,7,28,15,1,0,1,1
0,4,1,2,0,14,27,0,0,7,-7,-28,-15,1,0,1,1
0,5,-1,-4,1,14,-48,0,0,22,-1,63,24,1,1,0,0
0,5,1,4,1,-14,48,0,0,-22,1,-63,-24,1,1,0,0
0,5,-1,-4,1,-25,31,-16,-43,11,6,33,6,1,1,0,1
0,5,1,4,1,25,-31,16,43,-11,-6,-33,-6,1,1,0,1
0,5,-1,-4,1,14,-36,-35,0,5,0,29,-4,1,1,0,1
0,5,1,4,1,-14,36,35,0,-5,0,-29,4,1,1,0,1
0,5,-1,-4,1,14,-23,88,0,7,3,49,18,0,1,0,1
0,5,1,4,1,-14,23,-88,0,-7,-3,-49,-18,0,1,0,1
0,5,-1,-2,1,-14,-18,0,0,-7,-2,-15,8,1,0,0,1
0,5,1,2,1,14,18,0,0,7,2,15,-8,1,0,0,1
0,6,-1,-2,0,1,65,0,0,7,-3,3,14,1,1,1,0
0,6,1,2,0,-1,-65,0,0,-7,3,-3,-14,1,1,1,0
0,6,-1,-2,0,1,-17,-16,-43,-10,-2,2,14,1,1,1,1
0,6,1,2,0,-1,17,16,43,10,2,-2,-14,1,1,1,1
0,6,-1,-2,0,1,14,34,0,-16,1,-20,4,1,1,1,1
0,6,1,2,0,-1,-14,-34,0,16,-1,20,-4,1,1,1,1
0,6,-1,-2,0,1,-13,-27,0,-4,1,6,14,0,1,1,1
0,6,1,2,0,-1,13,27,0,4,-1,-6,-14,0,1,1,1
0,6,-1,-14,1,13,18,0,40,9,0,-36,-14,1,0,0,1
0,6,1,14,1,-13,-18,0,-40,-9,0,36,14,1,0,0,1
0,9,-1,-34,0,-23,83,0,0,-6,-3,0,-16,1,1,1,0
0,9,1,34,0,23,-83,0,0,6,3,0,16,1,1,1,0
0,9,-1,-34,0,-31,0,0,0,-14,4,-46,-40,1,1,1,1
0,9,1,34,0,31,0,0,0,14,-4,46,40,1,1,1,1
0,9,-1,-34,0,-23,32,34,0,-19,6,11,-40,1,1,1,1
0,9,1,34,0,23,-32,-34,0,19,-6,-11,40,1,1,1,1
0,9,-1,-34,0,-23,5,-27,0,-8,8,23,-40,0,1,1,1
0,9,1,34,0,23,-5,27,0,8,-8,-23,40,0,1,1,1
0,9,-1,-34,1,-23,0,0,0,-17,5,-12,-40,1,0,0,1
0,9,1,34,1,23,0,0,0,17,-5,12,40,1,0,0,1
0,10,-1,-34,1,-23,83,0,0,-18,-6,-37,-40,1,0,0,0
0,10,1,34,1,23,-83,0,0,18,6,37,40,1,0,0,0
0,10,-1,-34,1,-31,0,0,0,-27,4,-68,-40,1,0,0,1
0,10,1,34,1,31,0,0,0,27,-4,68,40,1,0,0,1
0,10,-1,-34,1,-23,32,34,0,-35,8,-40,-40,1,0,0,1
0,10,1,34,1,23,-32,-34,0,35,-8,40,40,1,0,0,1
0,10,-1,-34,1,-23,5,-27,0,-23,3,-71,-40,0,0,0,1
0,10,1,34,1,23,-5,27,0,23,-3,71,40,0,0,0,1
0,16,-1,-68,1,-96,2,2,0,-7,14,-10,-68,1,0,0,0
0,16,1,68,1,96,-2,-2,0,7,-14,10,68,1,0,0,0
0,16,-1,-68,1,-96,0,-62,0,-24,21,-10,-68,0,0,0,0
0,16,1,68,1,96,0,62,0,24,-21,10,68,0,0,0,0
0,17,-1,-2,1,-28,-22,-2,-28,-21,-13,-58,-2,1,0,0,0
0,17,1,2,1,28,22,2,28,21,13,58,2,1,0,0,0
0,17,-1,-2,0,0,-22,-2,0,-10,1,0,-2,0,1,1,0
0,17,1,2,0,0,22,2,0,10,-1,0,2,0,1,1,0
1,0,-1,-2,0,0,0,0,100,20,2,26,3,1,0,1,1
1,0,1,2,0,0,0,0,-100,-20,-2,-26,-3,1,0,1,1
1,0,-1,-2,1,0,0,0,59,22,5,61,3,1,0,0,1
1,0,1,2,1,0,0,0,-59,-22,-5,-61,-3,1,0,0,1
1,0,-1,-2,0,0,0,0,142,17,10,70,13,1,0,1,1
1,0,1,2,0,0,0,0,-142,-17,-10,-70,-13,1,0,1,1
1,0,-1,-2,0,0,-4,46,142,5,3,12,-7,0,0,1,0
1,0,1,2,0,0,4,-46,-142,-5,-3,-12,7,0,0,1,0
1,0,-1,-2,0,5,-3,83,142,10,0,19,4,1,0,1,1
1,0,1,2,0,-5,3,-83,-142,-10,0,-19,-4,1,0,1,1
1,1,-1,-2,1,0,0,0,81,13,3,-10,9,1,0,0,1
1,1,1,2,1,0,0,0,-81,-13,-3,10,-9,1,0,0,1
