PID,Step,Dispatch,Followed,ResultingOptMakespan,Rank,phi.MWR,phi.LWR,phi.SPT,phi.LPT,phi.RNDmean,phi.RNDstd,phi.RNDmax,phi.RNDmin
1,0,0.2.0,0,673,4,889,860,758,821,812,60,1013,695
1,0,1.2.0,0,611,1,917,844,742,1002,793,62,987,611
1,0,2.1.0,0,605,0,862,860,742,1002,828,71,1030,686
1,0,3.2.0,0,605,0,914,875,757,1002,816,77,1122,686
1,0,4.3.0,1,666,3,882,860,742,856,826,62,1123,720
1,0,5.3.0,0,617,2,828,786,681,1002,813,78,1122,686
1,1,0.2.0,1,687,2,903,860,758,911,828,73,1129,707
1,1,1.2.0,0,666,0,882,844,742,856,804,60,948,710
1,1,2.1.0,0,666,0,856,860,742,856,834,79,1081,699
1,1,3.2.0,0,666,0,862,875,757,856,840,70,1111,670
1,1,4.0.96,0,687,2,903,1132,744,870,833,72,1143,699
1,1,5.3.96,0,670,1,945,860,742,856,838,58,1023,729
1,2,0.0.96,0,712,2,900,860,778,922,819,51,1013,722
1,2,1.2.96,0,687,0,903,838,758,911,821,55,1031,736
1,2,2.1.0,0,687,0,916,860,758,928,840,80,1136,709
1,2,3.2.96,1,699,1,897,860,717,896,831,74,1100,712
1,2,4.0.96,0,699,1,889,1132,758,1184,846,83,1117,742
1,2,5.3.96,0,699,1,945,860,758,911,853,74,1132,729
1,3,0.0.96,0,712,1,900,860,791,922,824,51,1014,729
1,3,1.2.111,0,699,0,897,851,717,896,814,62,1029,706
1,3,2.1.0,0,699,0,916,860,717,877,837,78,1117,713
1,3,3.3.111,0,699,0,877,868,717,1099,846,73,1098,724
1,3,4.0.96,0,699,0,853,1132,717,1098,828,75,1132,719
1,3,5.3.96,1,699,0,945,860,717,896,861,85,1143,729
1,4,0.0.96,1,712,1,926,860,791,922,824,55,1055,720
1,4,1.2.111,0,699,0,909,851,717,896,828,57,1021,713
1,4,2.1.0,0,699,0,971,860,717,1111,874,81,1152,742
1,4,3.3.152,0,699,0,909,868,717,896,868,77,1100,732
1,4,4.0.96,0,699,0,820,1132,717,1084,846,76,1117,716
1,4,5.0.152,0,713,2,945,876,792,896,898,73,1207,796
1,5,0.1.192,0,712,0,922,860,791,922,823,47,995,720
1,5,1.2.111,0,712,0,926,851,791,922,817,54,1029,714
1,5,2.1.0,1,712,0,870,860,791,922,835,66,1087,720
1,5,3.3.152,0,712,0,926,868,791,922,825,49,1011,721
1,5,4.0.192,0,742,2,950,860,759,826,828,44,955,742
1,5,5.0.192,0,720,1,926,1131,765,1110,850,87,1131,737
1,6,0.1.192,0,712,0,922,860,791,922,843,77,1143,737
1,6,1.2.111,0,712,0,870,851,791,922,811,39,919,729
1,6,2.2.111,0,712,0,890,860,780,922,857,79,1159,720
1,6,3.3.152,0,712,0,870,868,791,922,824,62,1125,712
1,6,4.0.192,0,742,2,950,860,759,820,823,44,988,742
1,6,5.0.192,1,720,1,870,1131,765,1110,870,99,1159,729
1,7,0.1.192,1,720,0,922,1131,765,922,852,82,1159,740
1,7,1.2.111,0,720,0,870,765,765,870,814,49,931,720
1,7,2.2.111,0,720,0,1011,1131,780,1110,876,103,1135,729
1,7,3.3.152,0,720,0,870,1131,765,1110,861,98,1143,720
1,7,4.0.226,0,776,1,919,1131,793,1103,867,105,1159,776
1,7,5.4.226,0,720,0,870,1131,765,1110,887,96,1143,729
1,8,0.4.268,0,720,0,922,820,765,922,815,44,922,720
1,8,1.2.111,0,720,0,922,765,765,922,812,40,922,720
1,8,2.2.111,0,720,0,922,1131,780,922,883,93,1117,729
1,8,3.3.152,0,720,0,922,1131,765,922,845,81,1131,720
1,8,4.0.226,1,776,1,922,1131,793,820,855,88,1131,776
1,8,5.4.226,0,720,0,870,1131,765,1110,887,102,1131,740
1,9,0.4.268,1,776,0,922,820,793,820,833,46,955,776
1,9,1.2.111,0,776,0,922,776,793,820,811,33,955,776
1,9,2.2.111,0,776,0,922,1131,793,820,882,96,1131,776
1,9,3.3.152,0,776,0,922,1131,793,820,860,88,1143,793
1,9,4.2.306,0,776,0,922,1131,793,820,871,111,1131,776
1,9,5.4.226,0,776,0,919,1131,793,1103,887,105,1143,776
1,10,0.3.278,0,776,0,922,820,793,820,816,30,955,776
1,10,1.2.111,0,776,0,922,776,793,820,810,34,955,776
1,10,2.2.111,0,776,0,922,820,793,820,820,38,955,776
1,10,3.3.152,0,776,0,922,820,793,820,824,34,922,776
1,10,4.2.306,1,776,0,922,820,793,820,821,32,922,776
1,10,5.4.278,0,776,0,922,820,793,820,829,43,955,776
1,11,0.3.278,0,776,0,922,820,793,820,817,32,955,776
1,11,1.2.111,0,776,0,922,776,793,820,818,38,955,776
1,11,2.2.111,1,776,0,922,820,793,820,825,33,955,776
1,11,3.3.152,0,776,0,922,820,793,820,819,29,922,776
1,11,4.4.354,0,776,0,820,820,793,820,816,26,892,776
1,11,5.4.278,0,776,0,922,820,793,820,816,28,922,776
1,12,0.3.278,0,776,0,922,820,793,820,822,27,922,776
1,12,1.2.147,0,776,0,922,776,793,820,819,34,922,776
1,12,2.0.306,0,796,1,922,820,796,820,818,18,892,796
1,12,3.3.152,0,776,0,922,820,793,820,826,28,955,776
1,12,4.4.354,1,776,0,820,820,793,820,814,19,892,776
