PID,Step,Dispatch,Followed,ResultingOptMakespan,Rank,phi.MWR,phi.LWR,phi.SPT,phi.LPT,phi.RNDmean,phi.RNDstd,phi.RNDmax,phi.RNDmin
1,0,0.2.0,0,766,0,1115,909,879,926,854,66,1036,766
1,0,1.2.0,1,766,0,1213,924,783,942,853,66,1051,766
1,0,2.1.0,0,766,0,810,909,879,842,860,67,1049,766
1,0,3.2.0,0,766,0,1210,924,766,942,850,63,1081,766
1,0,4.3.0,0,766,0,951,909,879,938,909,63,1078,766
1,0,5.3.0,0,766,0,1078,909,879,942,877,79,1151,766
1,1,0.2.3,0,766,0,1115,924,783,926,853,70,1032,766
1,1,1.4.3,0,766,0,1213,870,783,942,861,70,1086,766
1,1,2.1.0,0,766,0,810,924,783,842,849,65,1016,766
1,1,3.2.3,1,766,0,1213,939,783,942,847,67,1049,766
1,1,4.3.0,0,766,0,951,924,783,938,896,65,1070,766
1,1,5.3.0,0,766,0,1078,924,783,942,855,68,1106,766
1,2,0.2.18,0,766,0,1213,939,783,926,843,65,1073,766
1,2,1.4.3,0,766,0,1213,885,783,942,849,66,998,766
1,2,2.1.0,0,766,0,810,939,783,842,825,53,982,766
1,2,3.3.18,1,766,0,1213,860,783,973,840,66,1070,766
1,2,4.3.0,0,766,0,951,939,783,938,887,69,1151,767
1,2,5.3.0,0,766,0,1078,939,783,942,855,76,1151,766
1,3,0.2.18,0,766,0,1213,860,783,957,830,59,1105,766
1,3,1.4.3,0,766,0,1213,806,783,973,841,71,1048,766
1,3,2.1.0,0,766,0,810,860,783,842,806,45,945,766
1,3,3.0.31,1,766,0,1213,794,766,876,842,62,1070,766
1,3,4.3.31,0,766,0,1123,860,783,1017,873,79,1077,766
1,3,5.3.31,0,766,0,1213,860,783,973,848,72,1079,766
1,4,0.2.18,0,766,0,1213,794,766,860,835,60,1089,766
1,4,1.4.3,1,766,0,1213,767,766,876,855,65,1107,766
1,4,2.1.0,0,766,0,810,794,766,805,802,52,1028,766
1,4,3.1.71,0,837,1,1069,838,837,876,866,46,1050,837
1,4,4.3.31,0,766,0,1123,794,766,1017,861,66,1029,766
1,4,5.3.31,0,766,0,1213,794,766,973,847,67,1031,766
1,5,0.2.18,0,766,0,1213,767,766,934,853,65,1052,766
1,5,1.0.71,0,766,0,1053,767,766,964,855,69,1022,766
1,5,2.1.0,0,766,0,810,767,766,805,809,53,1014,766
1,5,3.1.71,0,837,1,1069,838,837,876,854,32,1014,837
1,5,4.3.31,0,766,0,1123,767,766,1017,849,63,1067,766
1,5,5.3.31,1,766,0,1213,767,766,973,840,58,1070,766
1,6,0.2.18,0,766,0,1213,767,766,1031,844,64,1080,766
1,6,1.0.71,0,766,0,1053,767,766,901,855,72,1022,766
1,6,2.1.0,0,766,0,810,767,766,842,790,34,898,766
1,6,3.1.71,0,837,1,1069,838,837,876,866,50,1126,837
1,6,4.3.87,0,766,0,1089,767,766,1010,862,70,1182,766
1,6,5.0.87,1,766,0,1213,767,766,973,848,59,1012,766
1,7,0.2.18,0,766,0,1213,767,766,1031,844,66,1089,766
1,7,1.0.121,0,766,0,1213,767,766,973,830,54,1003,766
1,7,2.1.0,0,766,0,810,767,766,842,798,41,948,766
1,7,3.1.71,0,837,1,1069,838,837,876,863,34,1064,837
1,7,4.3.87,0,766,0,1089,767,766,1010,864,73,1126,766
1,7,5.4.121,1,766,0,1213,766,766,973,869,78,1068,766
1,8,0.2.18,0,766,0,1213,766,766,1031,888,84,1144,766
1,8,1.0.121,1,766,0,1213,766,766,973,866,78,1079,766
1,8,2.1.0,0,766,0,810,766,766,842,803,43,934,766
1,8,3.1.71,0,837,1,1069,837,837,876,858,31,1010,837
1,8,4.3.87,0,766,0,1089,766,766,1010,883,77,1090,766
1,8,5.1.168,0,934,2,1213,954,934,973,958,32,1126,934
1,9,0.2.18,0,766,0,1213,766,766,1031,870,90,1080,766
1,9,1.1.209,0,783,1,915,783,783,822,808,32,892,783
1,9,2.1.0,0,766,0,810,766,766,805,798,38,915,766
1,9,3.1.71,0,837,2,1069,837,837,876,858,32,982,837
1,9,4.3.87,0,766,0,1117,766,766,973,854,79,1128,766
1,9,5.1.168,1,934,3,1213,934,934,973,957,30,1031,934
1,10,0.2.18,0,934,0,1213,934,934,1031,967,39,1080,934
1,10,1.1.256,0,934,0,1213,934,934,973,955,32,1031,934
1,10,2.1.256,0,934,0,1042,934,934,973,953,23,1014,934
1,10,3.1.256,0,934,0,1116,934,934,973,955,33,1079,934
1,10,4.3.87,0,934,0,1117,934,934,973,966,39,1095,934
1,10,5.2.256,1,934,0,1213,934,934,973,962,41,1080,934
1,11,0.2.18,1,934,0,1213,934,934,1031,971,43,1106,934
1,11,1.1.256,0,934,0,1213,934,934,973,959,34,1079,934
1,11,2.1.256,0,934,0,1042,934,934,973,954,24,1029,934
1,11,3.1.256,0,934,0,1116,934,934,973,957,36,1116,934
1,11,4.3.87,0,934,0,1117,934,934,973,970,35,1080,934
1,12,0.0.209,1,934,0,1213,954,934,1080,985,46,1080,934
1,12,1.1.256,0,934,0,1213,934,934,1031,963,39,1079,934
1,12,2.1.256,0,934,0,1042,934,934,934,957,29,1098,934
1,12,3.1.256,0,934,0,1116,934,934,1031,960,36,1079,934
1,12,4.3.87,0,934,0,1117,934,934,1079,978,48,1128,934
1,13,0.1.305,0,1003,1,1237,1003,1003,1080,1041,35,1128,1003
1,13,1.1.256,0,934,0,1213,966,934,1031,971,41,1079,934
