PID,Step,Dispatch,Followed,ResultingOptMakespan,Rank,phi.proc,phi.startTime,phi.endTime,phi.jobOps,phi.arrival,phi.procTotal,phi.wait,phi.mac,phi.macOps,phi.macFree,phi.makespan,phi.step,phi.slotReduced,phi.slots,phi.slotsTotal,phi.wrmMac,phi.wrmJob,phi.wrmTotal
1,0,0.0.0,0,829,1,93,0,93,1,0,372,0,0,1,93,93,1,0,0,0,554,372,2218
1,0,1.0.0,0,825,0,97,0,97,1,0,392,0,0,1,97,97,1,0,0,0,554,392,2218
1,0,2.0.0,1,830,2,89,0,89,1,0,354,0,0,1,89,89,1,0,0,0,554,354,2218
1,0,3.0.0,0,829,1,92,0,92,1,0,368,0,0,1,92,92,1,0,0,0,554,368,2218
1,0,4.0.0,0,829,1,90,0,90,1,0,359,0,0,1,90,90,1,0,0,0,554,359,2218
1,0,5.0.0,0,829,1,93,0,93,1,0,373,0,0,1,93,93,1,0,0,0,554,373,2218
1,1,0.0.89,0,834,1,93,89,182,1,0,372,89,0,2,182,182,2,0,0,0,465,372,2129
1,1,1.0.89,0,830,0,97,89,186,1,0,392,89,0,2,186,186,2,0,0,0,465,392,2129
1,1,2.1.89,1,830,0,54,89,143,2,89,354,0,1,1,143,143,2,-89,89,89,344,265,2129
1,1,3.0.89,0,834,1,92,89,181,1,0,368,89,0,2,181,181,2,0,0,0,465,368,2129
1,1,4.0.89,0,834,1,90,89,179,1,0,359,89,0,2,179,179,2,0,0,0,465,359,2129
1,1,5.0.89,0,834,1,93,89,182,1,0,373,89,0,2,182,182,2,0,0,0,465,373,2129
1,2,0.0.89,0,834,1,93,89,182,1,0,372,89,0,2,182,182,3,0,0,89,465,372,2075
1,2,1.0.89,0,830,0,97,89,186,1,0,392,89,0,2,186,186,3,0,0,89,465,392,2075
1,2,2.2.143,1,830,0,63,143,206,3,143,354,0,2,1,206,206,3,-143,143,232,402,211,2075
1,2,3.0.89,0,834,1,92,89,181,1,0,368,89,0,2,181,181,3,0,0,89,465,368,2075
1,2,4.0.89,0,834,1,90,89,179,1,0,359,89,0,2,179,179,3,0,0,89,465,359,2075
1,2,5.0.89,0,834,1,93,89,182,1,0,373,89,0,2,182,182,3,0,0,89,465,373,2075
1,3,0.0.89,0,834,1,93,89,182,1,0,372,89,0,2,182,206,4,0,0,232,465,372,2012
1,3,1.0.89,0,830,0,97,89,186,1,0,392,89,0,2,186,206,4,0,0,232,465,392,2012
1,3,2.3.206,1,830,0,85,206,291,4,206,354,0,3,1,291,291,4,-206,206,438,530,148,2012
1,3,3.0.89,0,834,1,92,89,181,1,0,368,89,0,2,181,206,4,0,0,232,465,368,2012
1,3,4.0.89,0,834,1,90,89,179,1,0,359,89,0,2,179,206,4,0,0,232,465,359,2012
1,3,5.0.89,0,834,1,93,89,182,1,0,373,89,0,2,182,206,4,0,0,232,465,373,2012
